"","x"
"30718","綜合燒霜丼鮪魚+鮭魚+干貝"
"30719","御品三色丼干貝+鮭魚卵+蝦"
"30720","旗艦鮮魚丼豪華時令鮮魚"
"30721","鹽烤鯖魚定食"
"30722","鹽烤秋刀魚定食"
"30723","鹽烤雞腿定食"
"30724","紅燒牛腩定食"
"30725","烤鰻魚定食"
"30726","龍鱈西京燒定食"
"30727","燒霜牛肉定食"
"30728","香酥檸檬魚定食"
"30729","香烤頂級牛小排定食"
"30730","褳火燒"
"30731","牛肉大餅"
"30732","天津烙餅"
"30733","綠豆小米粥"
"30734","青椒牛肉絲"
"30735","高麗菜臘肉"
"30736","蔥燒魚片"
"30737","椒鹽里肌"
"30738","蒜炒蛤蜊"
"30739","豆干豬肉絲"
"30740","青豆肉絲"
"30741","蘆筍肉絲"
"30742","炒山蘇"
"30743","蝦仁爆蛋"
"30744","軟炸蝦仁"
"30745","果粒蝦球"
"30746","紅燒黃魚"
"30747","醉雞腿"
"30748","燻雞腿"
"30749","黃瓜燻雞絲"
"30750","梨山芹菜"
"30751","一番排骨"
"30752","唐揚雞腿"
"30753","蒲燒章魚"
"30754","胡椒海老捲"
"30755","三杯金菇"
"30756","蒜泥口味"
"30757","香辣口味"
"30758","涼拌豆干"
"30759","涼拌紅蘿蔔"
"30760","1.紅豆"
"30761","2.菜圃"
"30762","3.奶酥"
"30763","4.花生"
"30764","5.招牌奶油"
"30765","6.巧克力奶油"
"30766","7.香濃起士"
"30767","8.紅豆麻糬"
"30768","9.花生麻糬"
"30769","10.芝麻麻糬"
"30770","11.黑芝麻"
"30771","12.芋泥"
"30772","13.鮪魚"
"30773","桂圓紅棗季節限定3月底"
"30774","紅豆枺茶鮮奶露"
"30775","抹香奶茶"
"30776","晶瑩鮮蝦餃4個"
"30777","蟹子燒賣皇4個"
"30778","誠實菠蘿包3個"
"30779","叉燒菠蘿包3個"
"30780","豬仔流沙包3個"
"30781","古法馬拉糕"
"30782","花菇芝麻包3個"
"30783","懷舊糯米雞"
"30784","醬皇蒸鳳爪1籠"
"30785","豉汁蒸排骨1籠"
"30786","春蛋燒賣3個"
"30787","山竹牛肉球3個"
"30788","黑松露鮮餃3個"
"30789","芋香蘿蔔仔3個"
"30790","蒜香蝦春卷"
"30791","香煎蘿蔔糕3個"
"30792","芥末咸水角3個"
"30793","金絲龍鬚蝦3個"
"30794","瑞士雞翼撈丁一碗"
"30795","蔥油雞扒撈丁一碗"
"30796","鮮蝦金魚雲吞4個"
"30797","鳳爪排骨飯一碗"
"30798","花菇滑雞飯一碗"
"30799","皮蛋瘦肉粥一碗"
"30800","滑蛋牛肉飯一碗"
"30801","凍檸檬樂一杯"
"30802","咸檸檬雪碧一杯"
"30803","港式凍檸茶一杯"
"30804","港式凍奶茶一杯"
"30805","手採阿里山金萱烏龍熱一杯"
"30806","手採梨山紅烏龍熱一杯"
"30807","A餐蔥油雞扒撈丁跟3選1的點心"
"30808","B餐瑞士雞翼撈丁跟3選1的點心"
"30809","C餐滑蛋牛肉飯"
"30810","D餐豬仔流沙包"
"30811","E餐豬仔流沙包"
"30812","爆汁嫩雞"
"30813","天王雞排"
"30814","辣妹雞排"
"30815","苔客雞排"
"30816","揪咪球球"
"30817","樂餅咖哩口味"
"30818","釘菇支"
"30819","日月潭紅茶鮮奶珠珠"
"30820","三丸撞奶《鮮奶+三種顏色珠珠》"
"30821","三丸撞奶《鮮奶+三種顏色珠珠》+10"
"30822","三丸撞奶《鮮奶+三種顏色珠珠》溫+10"
"30823","三丸撞奶《鮮奶+三種顏色珠珠》熱+10"
"30824","純蜜四季春青茶"
"30825","三丸白玉《冬瓜+三種顏色珠珠》"
"30826","白玉四季春"
"30827","純蜜珠珠《天然蜂蜜+三種顏色珠珠》"
"30828","青春美廲"
"30829","乾乾淨淨"
"30830","芒果跳探戈"
"30831","芒果跳火圈"
"30832","健康靠近我"
"30833","尖叫水果茶"
"30834","萬丹紅豆紫米鮮奶茶"
"30835","大甲芋頭鮮奶茶"
"30836","台灣香蕉牛奶"
"30837","台農木瓜牛奶"
"30838","屏東芒果沙"
"30839","屏東芒果牛奶"
"30840","黑白珠珠"
"30841","抹茶珠珠"
"30842","珠珠"
"30843","三丸"
"30844","白桃密烏龍現泡茶"
"30845","柑橘大吉嶺現泡茶"
"30846","文山包種100%台灣茶"
"30847","東方美人100%台灣茶"
"30848","莊園拿鐵"
"30849","黑薑汁"
"30850","鹽酥雞骨"
"30851","厚切雞排"
"30852","骨雞腿丁"
"30853","黃金三角骨"
"30854","爆漿起司雞排"
"30855","花枝酥"
"30856","黃金魚塊"
"30857","紅脆薯"
"30858","五彩湯圓"
"30859","梅粉地瓜條"
"30860","綜合菇"
"30861","牛肉漢堡"
"30862","蔬食漢堡含蛋+起士"
"30863","牛肉漢堡+蛋"
"30864","豬肉漢堡+蛋"
"30865","鮪魚漢堡+蛋"
"30866","牛肉漢堡+起司"
"30867","豬肉漢堡+起司"
"30868","鮪魚漢堡+起司"
"30869","牛肉漢堡+蛋+起司"
"30870","豬肉漢堡+蛋+起司"
"30871","鮪魚漢堡+蛋+起司"
"30872","花生土司"
"30873","芝麻土司"
"30874","草莓土司"
"30875","牛肉三明治"
"30876","蔬食三明治含蛋+起士"
"30877","牛肉三明治+蛋"
"30878","豬肉三明治+蛋"
"30879","鮪魚三明治+蛋"
"30880","牛肉三明治+起司"
"30881","豬肉三明治+起司"
"30882","鮪魚三明治+起司"
"30883","牛肉三明治+蛋+起司"
"30884","豬肉三明治+蛋+起司"
"30885","鮪魚三明治+蛋+起司"
"30886","雙層牛肉漢堡"
"30887","雙層豬肉漢堡"
"30888","雙層牛肉漢堡+蛋"
"30889","雙層豬肉漢堡+蛋"
"30890","雙層牛肉漢堡+起司"
"30891","雙層豬肉漢堡+起司"
"30892","雙層牛肉漢堡+蛋+起司"
"30893","雙層豬肉漢堡+蛋+起司"
"30894","雞肉絲便當"
"30895","OREO牛奶厚片"
"30896","焗烤熔岩玉米厚片"
"30897","花生田園帕尼尼"
"30898","鄉村洋芋帕尼尼"
"30899","泡菜培根帕尼尼"
"30900","羅勒雞肉帕尼尼"
"30901","德式香腸帕尼尼"
"30902","日式海味帕尼尼"
"30903","倍濃奶茶"
"30904","英倫伯爵鮮奶茶"
"30905","雲朵伯爵紅茶"
"30906","雲朵OREO餅乾奶茶"
"30907","雲朵綠茶"
"30908","黃金蜜香綠茶"
"30909","馥香紅烏龍"
"30910","馥香紅烏龍鮮奶茶"
"30911","雲朵紅烏龍雲朵綠茶"
"30912","焦國寶鮮奶茶"
"30913","蔓越莓醋飲"
"30914","抹茶豆漿"
"30915","蟹肉鮪魚帕尼尼"
"30916","大湖草莓"
"30917","紅豆抹茶"
"30918","藍莓優格"
"30919","愛文芒果"
"30920","炭燒咖啡"
"30921","北海道原味"
"30922","北海道焦"
"30923","咖哩牛腩便當"
"30924","咖哩雞排便當"
"30925","香煎魚排便當"
"30926","酥炸雞排便當"
"30927","嫩切雞肉堡6吋"
"30928","嫩切雞肉堡12吋"
"30929","火腿堡6吋"
"30930","火腿堡12吋"
"30931","義大利雞肉丸堡6吋"
"30932","義大利雞肉丸堡12吋"
"30933","火雞臘腸堡6吋"
"30934","火雞臘腸堡12吋"
"30935","素食蔬菜堡6吋"
"30936","素食蔬菜堡12吋"
"30937","火雞火腿堡6吋"
"30938","火雞火腿堡12吋"
"30939","火雞胸肉堡6吋"
"30940","火雞胸肉堡12吋"
"30941","鮪魚堡6吋"
"30942","鮪魚堡12吋"
"30943","香烤雞肉堡6吋"
"30944","香烤雞肉堡12吋"
"30945","照燒雞肉堡6吋"
"30946","照燒雞肉堡12吋"
"30947","辣味雞肉堡6吋"
"30948","辣味雞肉堡12吋"
"30949","義大利經典堡6吋"
"30950","義大利經典堡12吋"
"30951","燒烤牛肉堡6吋"
"30952","燒烤牛肉堡12吋"
"30953","起司牛排堡6吋"
"30954","起司牛排堡12吋"
"30955","百味俱樂部堡6吋"
"30956","百味俱樂部堡12吋"
"30957","香熱起司堡6吋"
"30958","香熱起司堡12吋"
"30959","龍蝦沙拉堡6吋"
"30960","龍蝦沙拉堡12吋"
"30961","素食沙拉"
"30962","火雞胸肉沙拉"
"30963","里肌豬排飯"
"30964","香薰素鵝飯"
"30965","卡拉脆雞飯"
"30966","新鮮葡萄柚綠茶"
"30967","愛蛙寒天布蕾"
"30968","杏鮑茹"
"30969","酢炸雞心"
"30970","酢炸七里香"
"30971","酢炸雞皮"
"30972","美粒果枊橙汁"
"30973","爽健美茶"
"30974","排骨便當炸"
"30975","雞腿便當炸"
"30976","虱目魚便當"
"30977","排骨餐盒炸"
"30978","雞排餐盒"
"30979","雞腿餐盒炸"
"30980","豬腳餐盒"
"30981","蔥油香雞餐盒"
"30982","紹興醉雞餐盒"
"30983","家想紅燒肉餐盒"
"30984","紅燒獅子頭餐盒"
"30985","香炸鯛魚餐盒"
"30986","紅燒牛腩餐盒"
"30987","雲吞湯肉8粒蝦6粒"
"30988","肉餃10粒"
"30989","蝦餃8粒"
"30990","豆干3個"
"30991","花生份"
"30992","海帶1條"
"30993","豬耳份"
"30994","牛腱份"
"30995","牛筋份"
"30996","牛肚份"
"30997","大腸份"
"30998","分享緣茶"
"30999","招牌奶"
"31000","相思奶緣"
"31001","橙香緣茶"
"31002","韓國蜂蜜柚茶"
"31003","乳霜紅"
"31004","乳霜綠蓋頭"
"31005","乳霜芒果綠"
"31006","手感芋頭牛奶"
"31007","紅老薑茶"
"31008","仙草凍尬鮮奶"
"31009","黑條晶鑽"
"31010","宇治金時抹茶沙"
"31011","雲南普洱菊花"
"31012","玫瑰花綠茶"
"31013","油沏綠茶"
"31014","熱帶水果紅茶"
"31015","水蜜桃天堂茶"
"31016","清涼薄荷茶"
"31017","嫩紅櫻桃茶"
"31018","野柑佶桂香茶"
"31019","水果奶奶"
"31020","加珍珠"
"31021","A1肉鬆飯糰"
"31022","A2鮪魚飯糰"
"31023","A3梅燒雞飯糰"
"31024","A4干貝唇飯糰"
"31025","A5魚卵飯糰"
"31026","A6北海道鮭魚飯糰"
"31027","A7章魚燒飯糰"
"31028","A8炸蝦飯糰"
"31029","A9玉子燒飯糰"
"31030","哩豬排飯糰"
"31031","番叉燒飯糰"
"31032","自慢飯糰"
"31033","肉鬆飯糰"
"31034","松菇飯糰"
"31035","B1日式茶碗蒸"
"31036","B2玉米奶油球"
"31037","B3原燒樂餅"
"31038","B4咖哩樂餅"
"31039","B5起司樂餅"
"31040","C1和風味噌湯"
"31041","C2蒜味豚羹湯"
"31042","D1阿薩姆拿鐵"
"31043","D2京都抹茶凍飲"
"31044","D3百香多多"
"31045","D4京都抹茶拿鐵"
"31046","D5香蕉奶濃"
"31047","D6香芒奶濃"
"31048","D8蕃茄蜜梅汁"
"31049","D9鮮百香多多"
"31050","D10奇異果凍飲"
"31051","D11木瓜牛奶"
"31052","D12芒果凍飲"
"31053","D13有機金瓜奶濃"
"31054","1號餐鮪魚飯糰+味噌湯+茶碗蒸"
"31055","2號餐梅燒雞飯糰+味噌湯+茶碗蒸"
"31056","3號餐炸蝦飯糰+味噌湯+茶碗蒸"
"31057","4號餐咖哩豬排飯糰+味噌湯+茶碗蒸"
"31058","金時奶茶"
"31059","紫米紅豆"
"31060","芋頭奶綠"
"31061","現榨柳橙綠"
"31062","奇異果綠"
"31063","奇異果多輕飲"
"31064","柚見百香含果肉"
"31065","新鮮水果茶新鮮水果片"
"31066","柚美粒蘆薈果肉"
"31067","金美粒蘆薈果肉"
"31068","蘋果醋茶蘆薈果肉"
"31069","冬瓜觀音"
"31070","蔓美粒蘆薈果肉"
"31071","金桔粒奇亞籽蘆薈果肉"
"31072","鮮奶美祿"
"31073","淇淋紅茶冷"
"31074","布丁奶茶冷"
"31075","百香紅茶冷"
"31076","百香綠茶冷"
"31077","芒果綠茶冷"
"31078","橙香綠茶冷"
"31079","紅葡萄柚綠茶冷"
"31080","樂活水果綠茶冷"
"31081","百橙柚果粒茶冷"
"31082","乳霜紅茶冷"
"31083","乳霜綠茶冷"
"31084","綠豆牛奶冷"
"31085","紅豆牛奶冷"
"31086","乳霜綠蓋頭冷"
"31087","乳霜芒果綠冷"
"31088","手感芋頭牛奶冷"
"31089","古早冬瓜茶冷"
"31090","冬瓜尬檸檬冷"
"31091","蜜茶冷"
"31092","冬瓜尬鮮奶冷"
"31093","蜂蜜檸檬汁冷"
"31094","蜂蜜蘆薈冷"
"31095","仙草鮮奶茶冷"
"31096","紅棗桂圓茶熱"
"31097","黑老薑茶熱"
"31098","仙草凍尬鮮奶冷"
"31099","檸檬汁1500ML"
"31100","濃縮咖啡Espresso"
"31101","美式咖啡Americano"
"31102","特咖啡Uniquespecial"
"31103","卡布其諾Cappuccino"
"31104","咖啡拿鐵Coffeelatte"
"31105","味拿鐵咖啡Flavorcoffeelatte焦香草玫瑰榛果"
"31106","焦瑪琪朵Caramelmacchiato"
"31107","義式摩卡Mochacino"
"31108","拿鐵Cocoalatte"
"31109","抹茶拿鐵Greentealatte"
"31110","紅茶拿鐵Tealatte"
"31111","味拿鐵Flavorlatte焦香草玫瑰榛果"
"31112","香滑奶茶Milktea"
"31113","味奶茶Flavormilktea焦香草玫瑰榛果"
"31114","果粒茶IceFruitTea"
"31115","柚子茶CitronTea"
"31116","葡萄柚汁GrapefruitJuice"
"31117","柳橙汁OrangeJuice"
"31118","檸檬樂Lemoncola"
"31119","ZeroCola"
"31120","{餐點}套餐附美式咖啡奶茶檸檬樂"
"31121","鳳梨燻雞潛艇堡"
"31122","鮪魚潛艇堡"
"31123","總匯潛艇堡"
"31124","燻里肌貝果"
"31125","特製三明治"
"31126","現烤貝果藍莓巧克力花生"
"31127","現烤鬆餅奶油巧克力蜂蜜藍莓"
"31128","沙拉燻雞鮮果"
"31129","德式香腸堡芥茉蟹蕃茄"
"31130","燻里肌三明治"
"31131","頌培根蛋堡"
"31132","培根鮮蔬三明治"
"31133","燻里肌鮮蔬三明治"
"31134","火腿馬鈴薯三明治"
"31135","鴨寶鍋"
"31136","臭豆腐1份"
"31137","炸起司豬排藍帶便當"
"31138","蘿蔔泥炸豬排便當"
"31139","咖哩醬炸豬排便當"
"31140","味曾炸豬排便當"
"31141","豬排蓋飯便當"
"31142","天婦羅蓋飯便當"
"31143","親子雞肉蓋飯便當"
"31144","牛肉壽喜蓋飯便當"
"31145","豬肉壽喜蓋飯便當"
"31146","蟹肉蛋包蓋飯便當"
"31147","照燒雞肉蓋飯便當"
"31148","什錦烏龍麵便當"
"31149","咖哩豬排烏龍麵便當"
"31150","豬排烏龍麵便當"
"31151","豆皮烏龍麵便當"
"31152","蒲燒鰻魚便當"
"31153","綜合炸物便當"
"31154","日式炸雞腿便當"
"31155","咖哩雞腿便當"
"31156","咖哩炸蝦便當"
"31157","雞腿味橧燒便當"
"31158","烤秋刀魚便當"
"31159","烤味橧魚便當"
"31160","向日葵小班便當"
"31161","牛肉湯餛飩"
"31162","酸辣湯餛飩"
"31163","涼拌小菜"
"31164","酸辣飯"
"31165","磨菇烤豬排飯"
"31166","磨菇烤雞腿飯"
"31167","白飯加飯"
"31168","香橙檸檬汁"
"31169","多多柚"
"31170","紅豆珍珠拿鐵"
"31171","紅豆包心拿鐵"
"31172","黑包心爆奶"
"31173","黑珍珠爆奶"
"31174","黑布丁爆奶"
"31175","檸檬石花凍"
"31176","香醇"
"31177","紅豆燒奶"
"31178","紅豆燒拿鐵"
"31179","文山包種茶王"
"31180","鍋燒意麵麵"
"31181","肝連飯"
"31182","滷肉套餐"
"31183","湯板條"
"31184","貢丸乾麵"
"31185","油豆腐2個"
"31186","藍帶蛋餅高麗菜.火腿.起司"
"31187","綜合蛋餅起司.火腿"
"31188","高麗菜起司蛋餅"
"31189","自製照燒豬蛋餅"
"31190","經典蛋餅高麗菜.培根.起司"
"31191","烤韭菜盒子"
"31192","烤高麗菜盒子"
"31193","小魚乾辣椒"
"31194","干貝辣椒"
"31195","高山鮮綠茶"
"31196","嚴選紅茶"
"31197","典藏四季春"
"31198","玉露桂花茶"
"31199","極品金萱清茶"
"31200","高山龍涎冷泡茶"
"31201","布丁拿鐵"
"31202","白甘蔗綠茶"
"31203","鳳梨釀綠茶"
"31204","白甘蔗清茶"
"31205","四季纖果茶"
"31206","珍旺茶珍珠"
"31207","觀音冬瓜露"
"31208","私房杏仁茶"
"31209","魔力奶茶咖啡凍"
"31210","雙Q奶茶咖啡凍"
"31211","饗宴三重奏"
"31212","廟東鳳梨沙"
"31213","鮮榨奇異果汁"
"31214","雙層燒烤培根堡"
"31215","總匯火烤雞腿堡"
"31216","蜂蜜芥末脆雞堡"
"31217","華香雞排堡"
"31218","薯泥牛肉吉士堡"
"31219","單層燒烤牛肉堡套餐"
"31220","雞翅一對"
"31221","華嫩雞塊四塊"
"31222","活力鮮蔬棒"
"31223","鴨血+豆腐+青菜+火鍋料"
"31224","鴨血+豆腐+青菜+火鍋料+王子麵"
"31225","鴨血+豆腐+青菜+火鍋料+冬粉"
"31226","鴨血+豆腐+青菜+火鍋料+飯"
"31227","鴨血+豆腐+青菜+火鍋料+蛋+王子麵"
"31228","鴨血+豆腐+青菜+火鍋料+蛋+冬粉"
"31229","鴨血+豆腐+青菜+火鍋料+蛋+飯"
"31230","鴨血+豆腐+青菜+火鍋料+梅花肉+王子麵"
"31231","鴨血+豆腐+青菜+火鍋料+梅花肉+冬粉"
"31232","鴨血+豆腐+青菜+火鍋料+梅花肉+飯"
"31233","鴨血+豆腐+青菜+火鍋料+蛋+梅花肉+王子麵"
"31234","鴨血+豆腐+青菜+火鍋料+蛋+梅花肉+冬粉"
"31235","鴨血+豆腐+青菜+火鍋料+蛋+梅花肉+飯"
"31236","川麻招牌川椒老虎麵"
"31237","涼麵小"
"31238","涼麵大"
"31239","涼麵大+味噌湯+蛋+貢丸"
"31240","涼麵大+味噌湯+蛋"
"31241","涼麵大+味噌湯+貢丸"
"31242","味噌拉麵青菜蛋貢丸"
"31243","味噌豚骨拉麵肉片青菜蛋貢丸"
"31244","壽司8個"
"31245","壽司1"
"31246","小份壽司+味噌湯"
"31247","中份壽司+味噌湯"
"31248","加大雞絲涼麵"
"31249","加大鮪魚涼麵"
"31250","加大榨菜肉絲涼麵"
"31251","加大麻辣涼麵"
"31252","加大素食涼麵"
"31253","加大原味涼麵"
"31254","泡菜豬肉麵"
"31255","魚片蛤蠣烏龍麵"
"31256","味噌海鮮烏龍麵"
"31257","蛋包湯麵"
"31258","熱涼麵"
"31259","貢丸蛋花湯麵"
"31260","綜合湯蛋花"
"31261","綜合湯蛋包"
"31262","貢丸蛋包湯"
"31263","香帥"
"31264","TC精緻小紅豆"
"31265","TE英式紅茶鮮果雪藏"
"31266","A6富士巧克力蛋糕"
"31267","TG精緻紅豆卷"
"31268","F10香橙蛋糕"
"31269","Q1芋頭捲+晶鑽布朗尼"
"31270","Q7芋頭捲3入組"
"31271","Q2芋頭捲3入+晶鑽布朗尼"
"31272","Q3雙層長芋4入+雙層紅豆2入"
"31273","Q4芋頭捲2入+咖啡核桃2入+晶鑽布朗尼2入"
"31274","Q5芋頭捲3入+雙層芋泥3入"
"31275","Q6芋頭捲4入+雙層芋泥+雙層紅豆"
"31276","韮菜盒"
"31277","高麗菜盒"
"31278","1號餐雞排+任一飲料"
"31279","2號餐雞排+任一飲料+辣"
"31280","3號餐骨雞米花+任一飲料"
"31281","4號餐雞排+紅豆湯"
"31282","現炸雞排"
"31283","骨雞米花"
"31284","魚丸串"
"31285","純喫茶綠茶"
"31286","雀巢奶茶"
"31287","雀巢咖啡奶茶"
"31288","口樂罐250ml"
"31289","蘋果汽水罐250ml"
"31290","雪碧罐250ml"
"31291","紅豆湯熱"
"31292","綜合仙草奶凍綜合料:芋圓"
"31293","原味仙草凍"
"31294","小籠湯包一籠8個"
"31295","鮮蝦蒸餃一籠7個"
"31296","傳統刨白+自選1~4樣"
"31297","紅豆仙草紅豆+煉乳"
"31298","仙草刨仙草清+煉乳"
"31299","綜合燒仙草綜合料:芋圓"
"31300","原味燒仙草料"
"31301","紅豆花生湯"
"31302","紅豆小湯圓"
"31303","紅豆綜合圓綜合圓:芋圓"
"31304","紅豆湯+芝麻湯圓元宵"
"31305","+冬瓜草"
"31306","+仙草甘茶"
"31307","+原味仙草凍"
"31308","+冬瓜仙草凍"
"31309","+冬瓜檸檬"
"31310","+鮮奶仙草凍"
"31311","墨西哥莎莎燻雞餐"
"31312","拉茶"
"31313","熱拉茶"
"31314","滑樣蒸蛋"
"31315","綠野鮮蔬捲+滑樣蒸蛋"
"31316","蔚藍鮮蝦捲+滑樣蒸蛋"
"31317","媽手滷肉捲+滑樣蒸蛋"
"31318","辣味雞肉捲+滑樣蒸蛋"
"31319","北海鱈魚捲+滑樣蒸蛋"
"31320","凱薩風味捲+滑樣蒸蛋"
"31321","綠野鮮蔬捲+滑樣蒸蛋+戚風蛋糕"
"31322","蔚藍鮮蝦捲+滑樣蒸蛋+戚風蛋糕"
"31323","媽手滷肉捲+滑樣蒸蛋+戚風蛋糕"
"31324","辣味雞肉捲+滑樣蒸蛋+戚風蛋糕"
"31325","北海鱈魚捲+滑樣蒸蛋+戚風蛋糕"
"31326","凱薩風味捲+滑樣蒸蛋+戚風蛋糕"
"31327","綠野鮮蔬捲+滑樣蒸蛋+戚風蛋糕+高纖餅乾"
"31328","蔚藍鮮蝦捲+滑樣蒸蛋+戚風蛋糕+高纖餅乾"
"31329","媽手滷肉捲+滑樣蒸蛋+戚風蛋糕+高纖餅乾"
"31330","辣味雞肉捲+滑樣蒸蛋+戚風蛋糕+高纖餅乾"
"31331","北海鱈魚捲+滑樣蒸蛋+戚風蛋糕+高纖餅乾"
"31332","凱薩風味捲+滑樣蒸蛋+戚風蛋糕+高纖餅乾"
"31333","大井綠茶"
"31334","大井紅茶"
"31335","大井青茶"
"31336","大井咖啡"
"31337","簡餐類如附圖"
"31338","豬肉高麗菜水餃20粒"
"31339","豬肉韭菜水餃20粒"
"31340","百香果蒟蒻600g"
"31341","鳳梨蒟蒻600g"
"31342","杏仁蒟蒻600g"
"31343","草苺蒟蒻600g"
"31344","蜂蜜檸檬蒟蒻600g"
"31345","芒果蒟蒻600g"
"31346","滷牛腱500g"
"31347","便菜飯"
"31348","梅干魯肉飯"
"31349","炸鱈魚飯"
"31350","炸蝦捲飯"
"31351","川辣排骨飯"
"31352","川辣骨雞腿飯"
"31353","咖哩魚片飯"
"31354","咖哩蝦捲飯"
"31355","錫排骨飯"
"31356","海陸總匯炒麵"
"31357","三杯雞炒麵"
"31358","炸排骨炒麵"
"31359","滷排骨炒麵"
"31360","川辣排骨炒麵"
"31361","滷雞腿炒麵"
"31362","炸骨雞腿炒麵"
"31363","炸鯛魚炒麵"
"31364","素食特餐"
"31365","滷雞腿+花枝排"
"31366","三杯雞+柳葉魚"
"31367","炸滷排骨+蒜泥白肉"
"31368","翡翠茉香綠茶"
"31369","嚴選高山青茶"
"31370","四季烏龍茶"
"31371","雙Q紅茶"
"31372","黃金柚紅茶"
"31373","波霸珍珠奶茶"
"31374","雙Q奶茶珍珠+椰果"
"31375","珍珠布丁奶茶"
"31376","四季烏龍奶茶"
"31377","珍珠布丁巧克力"
"31378","幽浮奶茶珍珠+仙草"
"31379","柳丁養樂多"
"31380","紫色奇蹟葡萄+蘆薈"
"31381","綠豆奶霜沙"
"31382","紅豆奶霜沙"
"31383","百香雙Q綠"
"31384","檸檬愛玉愛玉+檸檬"
"31385","香柚果茶黃金柚+葡萄柚+寒天"
"31386","蜜蜜茶愛玉+檸檬+金吉+柳丁"
"31387","柚蜜粒葡萄柚+檸檬+柳丁+寒天"
"31388","鮮水果茶百香+蘋果+鳳梨+金吉+柳丁"
"31389","粉愛百香粉條+百香"
"31390","鮮木吉茶+梅子"
"31391","鮮金木吉檸檬"
"31392","柳丁綠茶"
"31393","檸檬蜂蜜汁"
"31394","百香愛玉綠免費加檸檬"
"31395","百香蘆薈綠免費加檸檬"
"31396","雙C綠茶"
"31397","美白鮮果汁柳丁+蘋果+鳳梨+優格+牛奶+蜂蜜"
"31398","活力鮮果汁柳丁+蘋果+鳳梨+西洋芹+檸檬+蜂蜜"
"31399","養顏鮮果汁蘆薈+蘋果+鳳梨+優格+牛奶+蜂蜜"
"31400","苗條鮮果汁葡萄柚+蘋果+鳳梨+蜂蜜"
"31401","奇幻鮮果汁奇異果+鳳梨+柳丁+蜂蜜"
"31402","旺旺百香鮮果汁百香果+鳳梨"
"31403","紫蘇愛玉"
"31404","白甘蔗紅茶"
"31405","白甘蔗青茶"
"31406","白甘蔗愛玉"
