"","x"
"15862","醬考透抽醬油+薑"
"15863","烤秋刀魚"
"15864","炒綜合野菜"
"15865","炒豆芽菜"
"15866","紅燒魚中午限量"
"15867","紅燒魚定食中午限量"
"15868","蛋卷"
"15869","鰻魚蛋卷"
"15870","海帶湯"
"15871","冷酒"
"15872","熱清酒"
"15873","陳年紹興酒"
"15874","招牌蝦捲飯"
"15875","綜合豬腳飯"
"15876","綜合焢肉飯"
"15877","滷肉飯便當"
"15878","蝦仁羹飯"
"15879","雞腿乾麵"
"15880","鱈魚乾麵"
"15881","炸排骨乾麵"
"15882","滷排骨乾麵"
"15883","豬腳乾麵"
"15884","招牌蝦捲乾麵"
"15885","焢肉乾麵"
"15886","綜合豬腳乾麵"
"15887","綜合焢肉乾麵"
"15888","菜乾麵"
"15889","蝦仁羹麵"
"15890","蝦仁羹米粉"
"15891","乾油麵"
"15892","鱈魚"
"15893","蝦捲"
"15894","焢肉"
"15895","白菜滷"
"15896","單點小菜"
"15897","蝦仁羹"
"15898","旗魚丸湯"
"15899","獅子頭湯麵限量"
"15900","鮮肉餛飩湯麵"
"15901","蝦仁餛飩湯麵"
"15902","排骨湯麵"
"15903","酸辣湯面限量"
"15904","油豆腐丸子細粉"
"15905","淮山野菇燉盅加乾拌麵"
"15906","原盅雞湯加乾拌麵"
"15907","獅子頭加乾拌麵限量"
"15908","鮮肉餛飩乾拌麵"
"15909","蝦仁餛飩乾拌麵"
"15910","炸醬麵限量"
"15911","酢麻麵限量"
"15912","紅油擔擔麵"
"15913","芝麻擔擔麵"
"15914","鮮肉紅油抄手麵"
"15915","蝦仁紅油抄手麵"
"15916","乾拌麵"
"15917","蝦仁肉絲蛋炒飯"
"15918","排骨蛋炒飯"
"15919","招牌鮮肉紅油抄手8顆"
"15920","招牌蝦仁紅油抄手8顆"
"15921","鮮肉餛飩乾拌8顆"
"15922","蝦仁餛飩乾拌8顆"
"15923","淮山野菇燉盅"
"15924","原盅雞湯"
"15925","獅子頭湯"
"15926","油豆腐丸子湯"
"15927","鮮肉餛飩湯6顆"
"15928","蝦仁餛飩湯6顆"
"15929","青菜豆腐蛋花湯"
"15930","酸菜肉絲湯"
"15931","掛爐燒鴨飯"
"15932","港式油雞飯"
"15933","港式雞鴨飯"
"15934","港式叉鴨飯"
"15935","蒜味香腸飯"
"15936","港式叉雞飯"
"15937","港式叉燒飯"
"15938","港是三寶飯"
"15939","招牌四寶飯"
"15940","肝腸飯"
"15941","港式油雞腿飯"
"15942","日是浦燒鯛魚飯"
"15943","泰式椒麻雞腿飯"
"15944","椒鹽鯖魚飯"
"15945","私房滷肉飯"
"15946","香嫩排骨飯"
"15947","鐵路排骨飯"
"15948","香炸雞腿飯"
"15949","麻婆豬排丼飯"
"15950","韓式烤豬肉飯"
"15951","義式香草腿排飯"
"15952","照燒豬排飯"
"15953","照燒雞腿堡飯"
"15954","韓式泡菜豬肉蓋飯"
"15955","芥末起司雞排飯"
"15956","日式壽喜燒豬肉丼飯"
"15957","泰式椒麻排骨飯"
"15958","鯖魚一夜干飯"
"15959","韓風柚香排骨飯"
"15960","義式香草雞腿飯"
"15961","阿薩姆紅茶AssamBlackTea"
"15962","伯爵紅茶EarlGreyBlackTea"
"15963","大吉嶺紅茶DarjeelingBlackTea"
"15964","錫蘭紅茶CeylonBlackTea"
"15965","清香檸檬紅茶OriginalLimeTea"
"15966","特奶茶阿.伯.大.錫MilkTea"
"15967","特鮮奶茶阿.伯.大.錫FreshMilkTea"
"15968","蜜蘋果茶AppleTea"
"15969","水蜜桃茶PeachJuiceIceTea"
"15970","百香果茶PassionFruitIceTea"
"15971","手作鮮榨水果茶FreshFruitsTea"
"15972","經典格雷伯爵茶EarlGreyClassicTea"
"15973","早餐特茶BreakfastBlendTea"
"15974","午後特茶AfternoonBlendTea"
"15975","皇家特茶RoyalBlendTea"
"15976","阿薩姆頂級茶AssamuperbTea"
"15977","煙燻伯爵茶mokyEarlGrey"
"15978","安妮皇后紀念茶QueenAnne"
"15979","凱特威廉婚禮紀念茶WeddingBreakfast"
"15980","英女皇登基60周年紀念茶JubileeBlean"
"15981","蜜桃紅茶BlackTeawithPeach"
"15982","蘋果紅茶BlackTeawithApple"
"15983","檸檬紅茶BlackTeawithLemon"
"15984","錫蘭OP級茶CeylonOPTea"
"15985","大吉嶺茶BOP級茶DarjeelingBOP"
"15986","大吉嶺FTGFOP級DarjeelingFTGFOP"
"15987","阿薩姆TGFOP級AssamTGFOP"
"15988","大熱豆漿"
"15989","小熱豆漿"
"15990","大熱清漿"
"15991","小熱清漿"
"15992","大熱米漿"
"15993","小熱米漿"
"15994","大豆漿"
"15995","小豆漿"
"15996","大清漿"
"15997","小清漿"
"15998","大米漿"
"15999","小米漿"
"16000","大奶茶"
"16001","小奶茶"
"16002","小籠包8粒"
"16003","雞汁湯包8粒"
"16004","港式燒賣4粒"
"16005","珍珠丸4粒"
"16006","餖汁排骨"
"16007","蝦仁蒸餃8粒"
"16008","高麗菜蒸餃10粒"
"16009","韭菜蒸餃10粒"
"16010","鍋貼"
"16011","鮮肉包"
"16012","饅頭紅"
"16013","燻雞"
"16014","饅頭加蛋紅"
"16015","飯團"
"16016","飯糰加蛋"
"16017","燒餅"
"16018","燒餅油條"
"16019","燒餅加蛋"
"16020","燒餅油條加蛋"
"16021","燒餅夾生菜沙拉"
"16022","燒餅夾生菜沙拉夾蛋"
"16023","蛋餅普通"
"16024","蛋餅夾油條"
"16025","蘿蔔糕加蛋"
"16026","圈"
"16027","鐵板麵義大利"
"16028","鐵板麵加蛋義大利"
"16029","蛋堡"
"16030","豬肉蛋堡"
"16031","雞堡蛋"
"16032","培根蛋堡"
"16033","鮪魚蛋堡"
"16034","豬排蛋堡"
"16035","總匯堡"
"16036","勁辣雞腿堡"
"16037","雞排堡"
"16038","雞肉蛋乳酪餅"
"16039","玉米蛋乳酪餅"
"16040","鮪魚蛋乳酪餅"
"16041","培根蛋乳酪餅"
"16042","雞腿蛋乳酪餅"
"16043","豬排蛋乳酪餅"
"16044","巧克力乳酪餅"
"16045","奶酥乳酪餅"
"16046","烤煎蛋"
"16047","豬肉蛋"
"16048","豬排蛋"
"16049","總匯三明治"
"16050","薄片吐司奶油"
"16051","厚片土司奶油"
"16052","雞球"
"16053","骨雞排"
"16054","勁辣雞腿"
"16055","熱狗兩支"
"16056","薯餅兩塊"
"16057","大雞塊兩塊"
"16058","漢堡肉兩塊"
"16059","蛋餅"
"16060","蔥蛋餅"
"16061","雙面蛋餅"
"16062","熱狗蛋餅"
"16063","火腿河粉"
"16064","肉鬆河粉"
"16065","培根河粉"
"16066","煎餃"
"16067","手工鍋貼"
"16068","披薩"
"16069","蔥抓餅"
"16070","鮮奶油培根麵"
"16071","美祿亞"
"16072","水蜜桃汁"
"16073","研磨咖啡"
"16074","雞排便當"
"16075","燒肉便當"
"16076","鱈魚便當"
"16077","魯肉飯-小"
"16078","魯肉飯-大"
"16079","卡拉腿排飯"
"16080","滷棒腿飯"
"16081","魯肉菜飯三樣菜"
"16082","棒腿飯"
"16083","總匯飯"
"16084","方便菜便當"
"16085","代訂素食"
"16086","鴨翅"
"16087","鴨脖"
"16088","鴨頭"
"16089","鴨舌"
"16090","鴨胗"
"16091","鴨爪3支"
"16092","烏龍干"
"16093","日本海帶"
"16094","小豆干100g"
"16095","雞爪3支"
"16096","雞翅1支"
"16097","大雞腿1支"
"16098","豬腸100g"
"16099","大腸頭100g"
"16100","豬肚100g"
"16101","豬腱"
"16102","豬耳朵100g"
"16103","麵腸1條"
"16104","牛腱100g"
"16105","牛肚100g"
"16106","滷蛋3個"
"16107","小綜合"
"16108","大綜合"
"16109","日式燒肉飯"
"16110","蒲燒鯛魚販"
"16111","日式蒜蝦飯"
"16112","韓式泡菜燒肉飯"
"16113","韓式泡菜蝦飯"
"16114","蒜蝦中卷飯"
"16115","燒肉中卷飯"
"16116","蒜蝦燒肉飯"
"16117","豬排蒜蝦飯"
"16118","豬排中卷飯"
"16119","鯛魚蒜蝦飯"
"16120","鯛魚中卷飯"
"16121","鯛魚豬排飯"
"16122","鯛魚燒肉飯"
"16123","海陸便當"
"16124","日式咖哩燒肉"
"16125","黑胡椒雞柳"
"16126","日式茄汁雞柳"
"16127","燒肉雞腿肉飯"
"16128","蒜蝦雞腿肉飯"
"16129","中卷雞腿肉飯"
"16130","鯛魚雞腿肉飯"
"16131","煙燻雞腿飯"
"16132","橙汁雞腿飯"
"16133","迷迭雞腿飯"
"16134","日式散壽司"
"16135","腳蹄便當"
"16136","腿扣便當"
"16137","腿節便當"
"16138","綜合便當"
"16139","竹筍湯夏季"
"16140","蘿蔔湯冬季"
"16141","套餐=肉派+肉汁薯泥or原味脆薯+錫蘭紅茶"
"16142","招牌綜合起司馬鈴薯泥e"
"16143","套餐=單點+錫蘭紅茶"
"16144","英式炸魚薯條"
"16145","派派雞塊"
"16146","椒鹽口味"
"16147","普羅旺斯香草口味"
"16148","墨西哥香料口味"
"16149","香濃起司醬口味"
"16150","塔塔醬口味"
"16151","牛肉汁口味"
"16152","香蕉巧克力派"
"16153","鮮桔綠茶"
"16154","鮮葡萄柚綠茶"
"16155","新鮮葡萄柚汁"
"16156","紅茶桑椹汁春夏限定"
"16157","鮮芒果綠茶夏季限定"
"16158","新鮮蕃茄汁"
"16159","水蜜桃烏龍"
"16160","楊桃綠茶"
"16161","桂圓棗茶冬季"
"16162","桂棗檸檬冬季"
"16163","老薑茶冬季"
"16164","薑汁檸檬冬季"
"16165","黑冬瓜青茶"
"16166","黑冬瓜鮮奶"
"16167","黑冬瓜烏龍"
"16168","蜂蜜柚子茶"
"16169","蜂蜜蘋果紅茶500cc"
"16170","蜜香鮮奶茶"
"16171","金香奶綠"
"16172","913茶王"
"16173","蜂蜜檸檬綠茶"
"16174","金桔綠茶"
"16175","茉香梅茶"
"16176","香橙綠茶"
"16177","金桔綠茶沙"
"16178","苿香梅茶沙"
"16179","熱胭脂紅茶"
"16180","熱茉香綠茶"
"16181","熱913茶王-人參烏龍茶"
"16182","熱茉香奶綠"
"16183","熱金香奶茶"
"16184","熱珍珠奶綠"
"16185","熱珍珠奶茶"
"16186","熱杏仁奶茶"
"16187","熱玫瑰奶茶"
"16188","熱福圓薑茶"
"16189","熱薑母奶茶"
"16190","H鴛鴦奶茶"
"16191","H抺茶拿鐵"
"16192","H鮮奶綠"
"16193","H鮮奶茶"
"16194","H香芋奶綠"
"16195","焢肉王子乾拌麵"
"16196","豬腳王子乾拌麵"
"16197","排骨王子乾拌麵"
"16198","燒肉王子乾拌麵"
"16199","雞肉王子乾拌麵"
"16200","菜麵"
"16201","1.綜合麵線"
"16202","2.蚵仔麵線"
"16203","3.大腸麵線"
"16204","4.肉丁麵線"
"16205","5.蚵仔+肉丁麵線"
"16206","6.蚵仔+大腸麵線"
"16207","7.大腸+肉丁麵線"
"16208","8.清麵線"
"16209","9.花枝麵線"
"16210","10.肉粽"
"16211","11.辣"
"16212","素食A餐"
"16213","素食B餐"
"16214","特優排骨飯"
"16215","魯腿庫飯"
"16216","白切肉飯"
"16217","鼓汁小排飯"
"16218","黑椒豬柳飯"
"16219","脆皮蝦排飯"
"16220","酥炸蝦捲飯"
"16221","鮭魚排飯"
"16222","日式雞丁飯"
"16223","香魯雞腿飯"
"16224","醉雞飯"
"16225","小三拼飯香腸.燒肉.蝦捲"
"16226","香滷雞腿+燒肉飯"
"16227","排骨+鯛魚飯"
"16228","方便菜飯"
"16229","棒棒腿飯"
"16230","豬排蝦捲雙拼便當"
"16231","便當照片"
"16232","便當包裝"
"16233","便當外送"
"16234","苦瓜飯"
"16235","紅燒爌肉飯"
"16236","蹄花豬腳飯"
"16237","黑胡椒牛柳飯"
"16238","廣式蠔油里肌飯"
"16239","中式香菇雞飯"
"16240","中段豬腳飯"
"16241","蹄膀飯"
"16242","蹄膀麵線湯"
"16243","中段豬腳麵線湯"
"16244","蹄花豬腳麵線湯"
"16245","擔仔麵貢丸+10"
"16246","韓式泡菜麵湯"
"16247","排骨麵湯湯"
"16248","香酥雞腿麵湯"
"16249","酸辣雞肉絲麵"
"16250","麵線湯"
"16251","拉麵湯"
"16252","雞絲飯"
"16253","中段豬腳"
"16254","蹄花豬腳"
"16255","滷排骨"
"16256","爌肉"
"16257","魯苦瓜"
"16258","大骨蘿蔔湯"
"16259","蘿蔔貢丸湯"
"16260","港龍招牌飯"
"16261","蜜汁香腸飯"
"16262","蜜汁豬肝飯"
"16263","脆皮烤鴨飯"
"16264","玫瑰油雞飯"
"16265","貴妃雞飯"
"16266","化皮燒肉飯"
"16267","各式雙拼飯"
"16268","脆皮鴨腿飯"
"16269","四川牛腱飯"
"16270","燒鵝飯"
"16271","燒鵝腿"
"16272","醉雞腿飯"
"16273","蜜汁茶鵝飯"
"16274","蜜汁鵝腿飯"
"16275","緯大雞排"
"16276","緯大雞柳"
"16277","緯大雞翅"
"16278","香酥雞腿排"
"16279","黃金柳月魚"
"16280","玉米樂餅"
"16281","甘梅地瓜條"
"16282","蛋黃芋泥球"
"16283","[非洲]水洗衣索匹亞利姆季洛G1=>風味參考:蘋果"
"16284","[南美洲]日曬巴西南米納斯聖泰奧之地莊園艾爾森小農精緻手工採摘單一品種黃卡艾種批次=>風味參考:核果"
"16285","[亞洲]濕剝法印尼蘇門答臘喜瑪隆貢百嶽鎮19目=>風味參考:甘草"
"16286","[特]精選曼巴"
"16287","正宗韓式泡菜辣1200克袋裝"
"16288","正宗韓式泡菜小辣1200克袋裝"
"16289","正宗韓式泡菜中辣1200克袋裝"
"16290","正宗韓式泡菜大辣1200克袋裝"
"16291","蘿蔔辣800克袋裝"
"16292","蘿蔔小辣800克袋裝"
"16293","蘿蔔中辣800克袋裝"
"16294","蘿蔔大辣800克袋裝"
"16295","花生400克"
"16296","花生300克"
"16297","健康便當"
"16298","古味排骨飯"
"16299","東坡肉飯"
"16300","黃金雞腿飯"
"16301","蜜汁排骨飯"
"16302","鰻魚飯"
"16303","紐奧良大雞排飯"
"16304","大眾便當"
"16305","肉魚飯"
"16306","派克脆皮雞排"
"16307","派克脆皮雞塊骨"
"16308","脆皮魷魚"
"16309","脆皮辣"
"16310","脆皮百頁豆腐"
"16311","脆皮米腸"
"16312","脆皮米血糕"
"16313","脆皮小熱狗"
"16314","脆皮杏鮑菇"
"16315","酥炸雞皮"
"16316","酥炸七里香"
"16317","脆皮馬鈴薯條"
"16318","馬加駱起司條"
"16319","玉米布丁酥"
"16320","酥炸雞心"
"16321","仲夏茶"
"16322","特鳳梨汁"
"16323","伯爵鳳梨茶"
"16324","翡翠鳳梨茶"
"16325","多多鳳梨茶"
"16326","甘蔗鳳梨茶"
"16327","鳳梨青茶"
"16328","甘蔗烏龍"
"16329","甘蔗鐵觀音"
"16330","特白甘蔗"
"16331","水仙烏龍"
"16332","茶王青茶"
"16333","黃金翡翠檸檬"
"16334","檸檬露"
"16335","翡翠香柚茶"
"16336","甘蔗檸檬茶"
"16337","甘蔗鮮桔茶"
"16338","鮮榨橙汁中杯"
"16339","蜂蜜露"
"16340","陳梅茶露"
"16341","茶王奶青"
"16342","翡翠綠奶茶"
"16343","水仙烏龍奶茶"
"16344","鮮薑奶茶"
"16345","冬瓜伯爵茶"
"16346","冬瓜烏龍茶"
"16347","冬瓜鐵觀音茶"
"16348","翡翠鮮奶茶"
"16349","水仙烏龍鮮奶茶"
"16350","甘蔗鮮奶茶"
"16351","鮮薑鮮奶茶"
"16352","芋頭鮮奶茶中杯"
"16353","芋頭鮮奶西米露中杯"
"16354","芋頭翡翠鮮奶茶中杯"
"16355","鮮薑露"
"16356","鮮薑檸檬"
"16357","鮮薑桂圓紅棗茶"
"16358","菊花枸杞茶"
"16359","養氣茶"
"16360","菊花蜂蜜茶"
"16361","玫瑰鐵觀音"
"16362","玫瑰鮮桔茶"
"16363","玫瑰洛神茶"
"16364","番茄排骨麵"
"16365","番茄蛋花麵"
"16366","番茄榨菜肉絲麵"
"16367","牛肉湯排骨麵"
"16368","酢醬麵"
"16369","肉絲炒年糕"
"16370","木需炒麵"
"16371","排骨蛋飯"
"16372","番茄牛肉泡餅"
"16373","番茄泡餅"
"16374","牛肉泡餅"
"16375","酸辣泡餅"
"16376","番茄牛肉餃"
"16377","番茄湯餃"
"16378","番茄牛肉湯"
"16379","番茄榨菜肉絲湯"
"16380","各式小菜"
"16381","加大碗"
"16382","招牌燒肉飯"
"16383","蔬菜拌飯"
"16384","辣魷魚鍋巴飯"
"16385","海陸牛肉鍋"
"16386","海陸豬肉鍋"
"16387","豆腐辣湯附飯"
"16388","豆腐辣冬粉鍋"
"16389","泡菜鍋附飯"
"16390","糙米素食便當"
"16391","白米素食便當"
"16392","正宗招牌飯"
"16393","香滷控肉飯"
"16394","香酥排骨飯"
"16395","香脆雞飯"
"16396","黃金鱈魚排飯"
"16397","虱目魚肚飯"
"16398","脆皮雞腿飯"
"16399","招牌飯特餐"
"16400","排骨飯特餐"
"16401","雞排飯特餐"
"16402","旗魚飯特餐"
"16403","蝦排飯特餐"
"16404","牛腩飯特餐"
"16405","花枝排飯特餐"
"16406","島鱈魚特餐"
"16407","醉雞飯特餐"
"16408","雞腿飯特餐"
"16409","虱目魚肚特餐"
"16410","魚排炒飯"
"16411","大魯飯"
"16412","大魯麵"
"16413","肉絲麵"
"16414","虱目魚"
"16415","豬肝"
"16416","蚵仔"
"16417","海產"
"16418","鍋燒"
"16419","番茄醬蛋炒飯"
"16420","什錦炒"
"16421","海鮮炒"
"16422","蚵仔炒"
"16423","豬肝炒"
"16424","肉絲炒"
"16425","拌"
"16426","虱目魚湯"
"16427","蚵仔湯"
"16428","肉片湯"
"16429","桔子綠"
"16430","8綠"
"16431","鮮柚綠季節）"
"16432","旺來紅"
"16433","鳥龍瑪奇朵"
"16434","四季奶青"
"16435","黃金烏龍奶茶"
"16436","芭蕾"
"16437","波霸綠"
"16438","波霸紅"
"16439","波霸青"
"16440","波霸烏"
"16441","波霸烏龍奶茶"
"16442","珍珠綠"
"16443","珍珠青"
"16444","珍珠烏"
"16445","布丁奶綠"
"16446","布丁烏龍奶"
"16447","檸檬梅汁"
"16448","8茶"
"16449","鮮柚汁"
"16450","黃金烏龍拿鐵"
"16451","芭蕾拿鐵"
"16452","義式黑咖啡BlackCoffee"
"16453","卡布奇諾Cappuccino"
"16454","咖啡拿鐵CoffeeLatte"
"16455","香草咖啡拿鐵VanillaCoffeeLatte"
"16456","榛果咖啡拿鐵HazelnutCoffeeLatte"
"16457","摩卡咖啡拿鐵MochaCoffeeLatte"
"16458","杏仁咖啡拿鐵AlmondCoffeeLatte"
"16459","焦瑪奇朵CaramelMacchiato"
"16460","抹茶拿鐵MacchaLatte"
"16461","黑抹茶拿鐵BrownugarMacchaLatte"
"16462","招牌黑咖啡拿鐵HBrownugarCoffeeLatte"
"16463","義式咖啡淇淋IEspressoIceCreem"
"16464","貴族花果茶AristocraticFlowerNectar"
"16465","家鄉莓果茶CountrysideBerriesNectar"
"16466","舒壓養纖茶RelaxationAndDigestionTea"
"16467","蜜桃成熟茶PeachTeawithCrazyLove"
"16468","杏仁奶香茶AlmondAromaFlowerNectar"
"16469","英國泰勒約克夏奶茶YorkshireMilkTea"
"16470","英國泰勒約克夏鮮奶茶YorkshireMilkTea"
"16471","原味巧克力HChocolate"
"16472","香草巧克力HVanillaChocolate"
"16473","榛果巧克力HHazelnutChocolate"
"16474","大腸包小腸"
"16475","日式花枝排飯"
"16476","卡啦雞腿排飯"
"16477","鐵路便當"
"16478","豐米特餐"
"16479","苿莉花綠茶"
"16480","奶烏"
"16481","柚果粒"
"16482","手榨葡萄柚青茶"
"16483","百香青茶"
"16484","梅心肝烏龍梅汁"
"16485","薑汁綠茶"
"16486","霜乳青茶"
"16487","芒果霜乳綠夏季限定"
"16488","桑椹霜乳奶茶有新鮮果肉唷!春季限定"
"16489","梅涼心梅汁.薄荷"
"16490","焢桔仔茶"
"16491","洛神汁"
"16492","紅茶桑椹汁有新鮮果肉唷!春季限定"
"16493","紅茶洛神汁"
"16494","桂棗奶茶"
"16495","燒ㄟ日曬芝麻奶茶"
"16496","燒ㄟ桔茶自熬"
"16497","老薑君老薑自熬非薑粉沖泡"
"16498","薑君奶茶"
"16499","桂圓棗茶自熬以吃的到桂圓喔"
"16500","忍耐玄米熱奶茶"
"16501","燒ㄟ紅茶桑椹汁有新鮮果肉唷春季限定"
"16502","燒ㄟ紅茶洛神汁"
"16503","燒ㄟ菊花茶"
"16504","燒ㄟ菊花普洱茶"
"16505","燒ㄟ菊花綠"
"16506","燒ㄟ菊花青"
"16507","燒ㄟ菊花奶茶"
"16508","燒ㄟ梅心肝烏龍"
"16509","燒ㄟ梅心肝綠茶"
"16510","燒ㄟ珍珠奶茶"
"16511","燒ㄟ珍珠奶綠"
"16512","燒ㄟ珍珠奶烏"
"16513","燒ㄟ普洱奶茶"
"16514","燒ㄟ柚子茶"
"16515","香煎魚排"
"16516","薑汁豬排"
"16517","金鑽鳳梨"
"16518","現派清純檸檬汁"
"16519","清純檸檬-阿薩蘭特級紅"
"16520","清純檸檬-金萱茉綠"
"16521","清純檸檬-正牌養樂多"
"16522","清純檸檬-超級蠻牛"
"16523","清純檸檬-夏舞薄荷"
"16524","清純檸檬-傳家蜂蜜"
"16525","清純檸檬-百年冬瓜"
"16526","清純LEMON-85珍珠"
"16527","清純LEMON-茉莉花茶凍"
"16528","清純LEMON-光泉奶酪"
"16529","清純LEMON-曼特寧咖啡凍"
"16530","清純LEMON-特級美人蘆薈"
"16531","清純LEMON-中華愛玉"
"16532","特檸-耶加雪菲"
"16533","特檸-嵐山曼特寧"
"16534","黃金柳橙●四季春"
"16535","黃金柳橙●鮮青綠"
"16536","黃金柳橙●人氣檸檬CC"
"16537","黃金柳橙●正季葡萄柚"
"16538","黃金柳橙●檸檬鮮青綠"
"16539","黃金柳橙●百年冬瓜"
"16540","蜂蜜柚子阿薩蘭"
"16541","特薑紅棗阿薩蘭特級紅"
"16542","辣每份"
"16543","什錦"
"16544","芥末涼麵"
"16545","招牌麻將涼麵"
"16546","肉鬆沙拉"
"16547","夏威夷沙拉"
"16548","蘆筍蔬果沙拉"
"16549","韓式泡菜肉絲"
"16550","韓式烤肉"
"16551","黑胡椒燒肉"
"16552","辣味雞丁"
"16553","鮮嫩翠綠"
"16554","香菇素鬆"
"16555","豆絲火腿"
"16556","桂花釀烏龍"
"16557","洛神花茶-夏季限定"
"16558","每日清湯"
"16559","每日濃湯"
"16560","深林紅茶"
"16561","烏龍綠"
"16562","深林莓果"
"16563","龍眼蜜茶"
"16564","鮮榨葡萄柚汁"
"16565","百香養樂多"
"16566","蜜檬小紫蘇"
"16567","桔香小紫蘇量"
"16568","寒天愛玉量"
"16569","竹炭膠原量.素食宜"
"16570","冬瓜鮮奶飲量"
"16571","桂圓紅棗鮮奶量"
"16572","綠豆沙鮮奶露"
"16573","芋頭鮮奶露量"
"16574","南瓜鮮奶露"
"16575","抹茶鮮奶露"
"16576","紅豆抹茶鮮奶露"
"16577","綠豆湯"
"16578","紅豆湯"
"16579","桂圓紅棗茶量"
"16580","深林奶茶"
"16581","茉莉奶茶"
"16582","桂圓醇奶量"
"16583","竹炭奶茶素食宜"
"16584","泰式烤排骨飯"
"16585","日式烤雞腿飯"
"16586","泰式烤雞腿飯"
"16587","烤牛五花肉販"
"16588","炸大雞排飯"
"16589","牛井便當"
"16590","泡菜炒牛肉飯"
"16591","打拋烤豬肉飯"
"16592","熱炒三杯雞飯"
"16593","浦燒秋刀魚飯"
"16594","咖哩鱈魚飯"
"16595","咖哩刷豬肉飯"
"16596","咖哩樂餅飯"
"16597","豬肉壽喜鍋"
"16598","咖哩鮮味鍋"
"16599","川味麻辣鍋"
"16600","泡菜豆腐鍋"
"16601","泡菜烏龍麵"
"16602","鱈魚蛋飯"
"16603","刷豬肉蛋飯"
"16604","牛肉蛋飯"
"16605","樂餅蛋飯"
"16606","原味泡麵火鍋"
"16607","泡菜泡麵火鍋"
"16608","咖哩泡麵火鍋"
"16609","麻辣泡麵火鍋"
"16610","咖哩雞排拌麵"
"16611","咖哩豬排拌麵"
"16612","咖哩牛肉拌麵"
"16613","咖哩刷豬肉拌麵"
"16614","咖哩樂餅拌麵"
"16615","泡菜咖哩雞排"
"16616","泡菜咖哩豬排"
"16617","泡菜咖哩牛肉飯"
"16618","泡菜咖哩豬肉飯"
"16619","雞排麻婆咖哩飯"
"16620","豬排麻婆咖哩飯"
"16621","牛肉麻婆咖哩飯"
"16622","招牌紅茶中杯免費升級大杯"
"16623","招牌綠茶中杯免費升級大杯"
"16624","梅子綠茶中杯免費升級大杯"
"16625","桂花釀茶中杯免費升級大杯"
"16626","玫瑰花釀茶"
"16627","紅葡萄柚綠茶"
"16628","炭焙烏龍中杯免費升級大杯"
"16629","文山青茶中杯免費升級大杯"
"16630","招牌奶綠"
"16631","桂花奶綠"
"16632","玫瑰花奶綠"
"16633","拿鐵紅茶林鳳營鮮乳"
"16634","拿鐵綠茶林鳳營鮮乳"
"16635","鮮蜂蜜檸檬汁"
"16636","招牌鮮桔茶"
"16637","梅子鮮桔茶"
"16638","純蜜茶"
"16639","珍珠綠茶中杯免費升級大杯"
"16640","珍珠紅茶中杯免費升級大杯"
"16641","招牌珍奶"
"16642","招牌珍奶綠"
"16643","小珍珠奶茶中杯免費升級大杯"
"16644","小珍珠奶綠中杯免費升級大杯"
"16645","仙草茶中杯免費升級大杯"
"16646","仙草奶綠"
"16647","仙波奶茶"
"16648","仙波奶綠"
"16649","蜂蜜蘆薈中杯免費升級大杯"
"16650","魔點子奶茶"
"16651","百香優格沙"
"16652","柳橙優格沙"
"16653","草莓優格沙"
"16654","沙"
"16655","招牌咖啡沙"
"16656","薑母奶"
"16657","燒仙草"
"16658","紅棗桂圓茶養生"
"16659","枸杞菊花茶養生"
"16660","乳霜紅茶"
"16661","乳霜綠茶"
"16662","乳霜黃金柚"
"16663","乳霜梅子綠"
"16664","3Q百香果綠茶"
"16665","寒天油切綠茶"
"16666","油切綠茶"
"16667","四季春烏龍茶"
"16668","鐵觀音烏龍茶"
"16669","熱阿薩姆紅茶"
"16670","熱四季春烏龍茶"
"16671","熱鐵觀音烏龍茶"
"16672","熱宇治抹茶"
"16673","檸檬宇治茶"
"16674","熱翡翠檸檬茶"
"16675","熱檸檬紅茶"
"16676","熱金桔茶"
"16677","熱茉香奶茶"
"16678","熱紅奶茶"
"16679","熱鐵觀音奶茶"
"16680","熱黑奶茶"
"16681","熱茉香拿鐵"
"16682","熱紅茶拿鐵"
"16683","熱鐵觀音拿鐵"
"16684","熱黑紅茶拿鐵"
"16685","陳年梅紅茶"
"16686","優酪清茶"
"16687","熱陳年梅紅茶"
"16688","檸檬優酪"
"16689","金桔檸檬蜜"
"16690","陳年梅汁"
"16691","熱陳年梅汁"
"16692","熱檸檬蜜"
"16693","熱金桔檸檬蜜"
"16694","手打厚切排骨"
"16695","香滷超嫩排骨"
"16696","鮮嫩多汁雞腿"
"16697","香酥鱈魚"
"16698","越式咖哩飯"
"16699","越式沙茶飯"
"16700","越式香茅炒"
"16701","越式乾拌"
"16702","越式乾拌海鮮米粉"
"16703","蟹肉茄汁米粉"
"16704","越式火車頭"
"16705","越式鮮牛肉"
"16706","越式牛肉牛丸"
"16707","越式蝦仁"
"16708","越式豬肉"
"16709","越式清燉牛肉"
"16710","越式牛雜"
"16711","越式沙茶牛肉"
"16712","越式沙茶豬肉"
"16713","越式咖哩牛肉"
"16714","越式咖哩豬肉"
"16715","越式海鮮"
"16716","泰式酸辣海鮮"
"16717","泰式酸辣牛肉"
"16718","泰式酸辣豬肉"
"16719","越式鮮蝦酸湯"
"16720","越式牛丸湯"
"16721","越式牛雜湯"
"16722","泰式海鮮酸辣湯"
