,0
46,焦糖核桃起司
47,低脂藍莓優格起司
48,提那米蘇杯
0,烤雞排
1,鹽酥雞
2,甜不辣
3,四季豆
4,芋頭糕
5,米腸
6,魚板
7,地瓜薯條
8,薯條
9,銀絲卷
10,香菇
11,玉米
12,米血
13,豆乾
14,百頁
15,花椰菜
16,蘿蔔糕
17,鑫鑫腸
18,雞肉串
19,豬肉串
20,牛肉串
21,魷魚
22,花枝丸
23,雞軟骨
24,雞胗
25,雞心
26,雞皮
27,雞屁股
0,半筋半肉麵
1,牛筋麵
2,牛肉拌麵(附清湯)
3,牛肉拉麵
4,豬肉麵
5,牛肉湯麵(不含肉)
6,酸辣麵
7,餛飩湯麵
8,餛飩乾麵
9,榨菜肉絲湯麵
10,榨菜肉絲乾麵
11,麻醬麵
12,沙茶乾麵
13,乾麵
14,湯麵
15,冬粉
16,米粉
17,粄條
18,牛肉湯餃
19,酸辣湯餃
20,紅油抄手
21,水餃(每粒6元)
22,牛肉湯(含肉)
23,餛飩湯
24,酸辣湯
25,榨菜湯
26,貢丸湯
27,魚丸湯
28,黑白切
29,小黃瓜
30,泡菜
31,地瓜葉
32,花椰菜
33,大陸妹
34,空心菜
35,皮蛋豆腐
0,雞肉便當
1,焢肉便當
2,豬腳便當
3,雞肉飯
4,滷肉飯
5,焢肉飯
6,意麵
7,板條
8,苦瓜排骨
9,脆筍排骨
10,金針排骨
11,鹹菜豬肚
12,豬血湯
13,新竹貢丸湯
14,燙青菜
0,神仙臭豆腐煲
1,神仙鴨血煲
2,神仙綜合煲
3,神仙牛肉煲
4,神仙羊肉煲
5,神仙豬肉煲
6,臭豆腐蓋飯
7,鴨血蓋飯
8,綜合蓋飯
9,牛肉蓋飯
10,羊肉蓋飯
11,豬肉蓋飯
12,王子麵
13,意麵
14,雞絲麵
15,拉麵
16,冬粉
17,寬粉
18,祕製滷肉飯便當
0,雞腿飯
1,排骨飯
2,牛腩飯
3,焢肉飯
4,土魠魚飯
5,雞排飯
6,鱈魚飯
7,香滷排骨飯
0,紅豆
1,奶油
2,芋頭
3,高麗菜
4,菜脯
5,巧克力奶油
0,深林紅茶
1,古早味冬瓜茶
2,茉香綠茶
3,高山青茶
4,烏龍綠
5,冬瓜紅茶
6,冬瓜綠茶
7,冬瓜青茶
8,桔香冰梅綠
9,深林莓果
10,龍眼蜜茶
11,百香綠茶
12,養樂多綠茶
13,金桔檸檬
14,百香果
15,鮮榨檸檬汁
16,鮮榨葡萄柚汁
17,檸檬梅子
18,蜂蜜檸檬
19,柚蜜綠
20,檸檬養樂多
21,葡萄柚養樂多
22,百香養樂多
23,精燉綠豆湯
24,精燉紅豆湯
25,桂圓紅棗茶
26,深林奶茶
27,茉莉奶茶
28,烏龍奶茶
29,桂圓醇奶
30,珍珠奶茶
31,布丁奶茶
32,竹炭奶茶(素食不宜)
33,鮮奶紅茶
34,鮮奶綠茶
35,烏龍鮮奶飲
36,冬瓜鮮奶飲
37,桂圓紅棗鮮奶飲
38,綠豆沙鮮奶露
39,紅豆沙鮮奶露
40,芋頭鮮奶露
41,南瓜鮮奶露
42,抹茶鮮奶露
43,紅豆抹茶鮮奶露
44,黑糖桔茶
45,阿華田
46,檸檬冬瓜
47,檸檬紅茶
48,檸檬綠茶
49,檸檬青茶
50,檸檬愛玉
51,蜜檬小紫蘇
52,百香小紫蘇
53,桔香小紫蘇(糖己固定無法調整)
54,寒天愛玉(加冬瓜茶了所以已經不再加糖)
55,竹炭膠原(素食不宜)
0,如圖左細麵右捲麵
1,東京豚骨拉麵
2,東京醬油拉麵
3,九州白湯拉麵
4,札幌味噌拉麵
5,韓式泡菜拉麵
6,斧山紅湯拉麵
7,蒙古白湯拉麵
8,東京煉獄拉麵
9,九州地獄拉麵
10,札幌魔獄拉麵
11,四川麻辣拉麵
12,韓 式 泡 菜
13,韓式杏鮑菇
14,黑胡椒豆干
15,溏　心　蛋
16,叉　燒　肉
0,蜜汁滷雞腿飯
1,照燒雞腿飯
2,香酥雞腿飯
3,照燒雞排飯
4,魚肉雙拼飯
5,照燒豬排飯
6,香酥豬排飯
7,照燒鱈魚飯
8,香酥鱈魚飯
9,勁辣咔啦腿排飯
10,宮保雞丁飯
11,鐵板燒肉飯
12,檸檬雞排飯
13,日式雞蛋麵
14,泡菜雞蛋麵
15,日式烏龍麵
16,泡菜烏龍麵
17,紅燒牛肉麵
18,牛肉湯麵
19,香菇雞絲麵
20,餛飩麵
21,貢丸麵
22,蘑菇太陽麵
23,黑胡椒太陽麵
24,肉醬義大利麵
25,茄汁義大利麵
26,餛飩湯
27,貢丸湯
28,雞絲麻醬麵
0,頂級茉莉綠茶★
1,錫蘭紅茶★
2,皇家伯爵紅茶
3,阿里山冰茶★
4,茶花綠茶★
5,鮮綠茶
6,濃香烏龍
7,靜岡玉露
8,綠茶咖啡
9,烏龍綠茶
10,文山清茶
11,凍頂烏龍茶
12,翠玉煎茶
13,大吉嶺紅茶
14,香片普洱茶
15,東方美人茶
16,日式玄米茶
17,招牌奶茶★
18,熊貓珍珠奶茶★
19,濃醇香珍奶★
20,錫蘭奶茶
21,茉香奶茶
22,皇家伯爵奶茶
23,綠茶咖啡奶
24,沖繩黑糖奶茶
25,布丁奶茶
26,椰果奶茶
27,仙草凍奶茶
28,紅豆奶茶
29,水晶冬瓜茶★
30,冬瓜黑珍珠
31,冬瓜檸檬
32,冬瓜仙草
33,冬瓜奶茶
34,抹茶奶綠★
35,抹茶可可
36,珍珠綠抹茶
37,抹茶冰鑽
38,抹茶紅豆白玉
39,聖塔路黑可可★
40,奧利奧可可
41,黑珍珠可可
42,可可冰鑽
43,翡翠檸檬冰鑽
44,鳳梨清茶★
45,百香鳳梨
46,小紫蘇鳳梨
47,Q白玉鳳梨
48,鳳梨冰鑽
49,鮮果雙Q★
50,鮮百香
51,鮮檸檬
52,梅果綠茶
53,鮮桔綠茶
54,墾丁冰茶★
55,蜂蜜蘆薈
56,多多綠茶
57,蘆薈小紫蘇
58,冰釀桂花
59,冰釀玫瑰
60,藍莓果茶★
61,鮮百香檸檬汁★
62,鮮檸檬汁
63,蜂蜜檸檬
64,鮮桔檸檬
65,檸檬梅子
66,元氣抹茶穀奶
67,黑糖薑茶
68,桂圓紅棗茶
0,香酥蝦排飯
1,蔥爆豬柳飯
2,醬汁雞柳飯
3,香酥腿排飯
4,三杯雞塊飯
5,宮保雞塊飯
6,虱目魚肚飯
7,特製鯖魚飯
8,椒鹽雞排飯
9,香酥排骨飯
10,滷油雞腿飯
11,*特製雞腿飯
12,雪香魚片飯
13,現滷牛肉飯
14,蔥燒排骨飯
15,綜合飯
16,每日鮮魚飯
17,菜飯
0,讚歧烏龍麵
1,讚歧烏龍麵
0,分享紅茶
1,分享綠茶
2,文山青茶
3,烏龍綠茶
4,*蜂蜜紅/綠茶
5,檸檬紅茶
6,檸檬綠茶
7,*仙草凍奶茶
8,珍珠奶茶
9,珍珠奶綠
10,招牌奶茶
11,招牌奶綠
12,鮮奶紅茶
13,仙波奶綠
14,蜜香烏龍奶茶
15,經典蜂蜜奶茶
16,*布丁奶茶
17,荔枝椰果奶茶
18,*咖啡凍奶茶
19,*綜合Q奶茶
20,北海道奶茶
21,抹茶奶綠
22,薑母奶茶
23,芒果奶綠
24,*草莓蜜茶
25,*蜂蜜檸檬紅/綠茶
26,梅果綠茶
27,金桔檸檬綠茶
28,*芒果綠茶
29,*百香綠茶
30,*橙香綠茶
31,*葡萄柚綠茶
32,*寒天檸檬青茶
33,*蜜桃小紫蘇
34,蜂蜜柚子茶
35,*寒天奇異果冰茶
36,*百橙柚果粒茶
37,*樂活水果綠茶
38,*冬瓜茶
39,*寒天冬瓜茶
40,*粉條冬瓜茶
41,*仙草凍冬瓜茶
42,*檸檬冬瓜茶
43,*仙草甘茶
44,*蜂蜜檸檬蘆薈冰茶
45,*紅茶奶蓋
46,*綠茶奶蓋
47,*烏龍茶奶蓋
48,*冬瓜奶蓋
49,*芒果綠奶蓋
50,*提拉米蘇奶蓋
51,可可亞
52,咖啡
53,紅棗桂圓茶
54,黑糖老薑茶
0,青木瓜絲-微辣
1,青木瓜絲-小辣
2,青木瓜絲-大辣
3,高麗菜-微辣
4,高麗菜-小辣
5,高麗菜-大辣
6,芽片泡菜-微辣
7,芽片泡菜-小辣
8,芽片泡菜-大辣
9,日式海帶絲-微辣
10,日式海帶絲-小辣
11,日式海帶絲-大辣
12,香菇素肉醬(4包)
13,麻婆醬(4包)
14,泡麵酢醬(4包)
15,檸檬辣醬(4包)
16,糖醋白蘿蔔
17,白蘿蔔(韓式辣味)
18,韓式泡菜
19,泡椒牛腱
20,干貝醬(190ml)
21,花雕醉蝦(15隻)
22,膠椒細皮嫩肉(4包)
0,川味牛肉麵
1,海鮮麵
2,麻醬乾麵
3,蒜頭乾麵
4,沙茶乾麵
5,豬肝湯麵
6,榨菜肉絲麵
7,榨菜肉絲米粉
8,榨菜肉絲冬粉
9,餛飩湯麵
10,牛肉湯餃
11,梅花肉湯麵
12,水餃ㄧ粒
13,海鮮粥
14,麻油豬肝麵線
15,麻油梅花肉麵線
16,鮮蝦大餛飩麵
17,鍋燒意麵
18,當歸羊排麵線
19,當歸鴨心麵線
20,當歸梅花肉麵線
21,爌肉飯
22,古早味雞腿飯
23,燒肉飯
24,卡啦雞腿飯
25,法式香酥豬排飯
26,泰式酸甜豬排飯
27,吳郭魚飯
28,澎湖小捲飯
29,古早味豬腳飯
30,三杯雞飯
31,宮保雞丁飯
32,麻油梅花肉飯
33,客家鹹肉飯
34,川味牛肉飯
35,蜜汁雞塊飯
36,餛飩湯
37,魚丸湯
38,海鮮湯
39,牛肉湯
40,蛋花湯
41,豬肝湯
42,榨菜肉絲湯
43,梅花肉湯
44,香菇貢丸湯
45,鮮蝦大餛飩湯
46,肉羹湯
47,當歸米血湯
48,當歸羊排湯
49,當歸梅花肉湯
50,當歸米血湯 + 麵線
0,剝皮辣椒
0,脆皮雞排(辣味)
1,脆皮雞排(胡椒)
2,脆皮雞排塊(無骨)
3,脆皮鮮魷
4,椒鹽杏鮑菇
5,馬加駱起司條
6,脆皮馬鈴薯條
7,黃金起司薯球
8,脆皮米血糕
9,脆皮洋蔥圈
10,奶香芋球
11,玉米布丁酥
12,季節時蔬
13,梅子地瓜條
14,脆皮甜不辣
15,脆皮百頁豆腐
16,脆皮花枝丸
17,脆皮米腸
18,梅子銀絲卷
19,香酥雞心心
20,香酥七里香
21,香酥雞皮皮
22,可樂 330ml
23,Zero 330ml
24,雪碧 330ml
25,紅茶 700ml
26,冬瓜茶 700ml
27,冬瓜紅茶 700ml
0,大吉嶺冰茶
1,格雷伯爵冰茶
2,錫蘭冰茶
3,阿薩姆冰茶
4,翡翠綠茶
5,文山青茶
6,碳焙烏龍
7,洋甘菊冰茶
8,薄荷葉冰茶
9,玫瑰花瓣冰茶
10,黑森林冰茶
11,薰衣草冰茶
12,俄羅斯冰茶(含酒精
13,櫻桃白蘭地冰茶(含酒精)
14,多多綠
15,桂花綠凍
16,冰梅凍飲
17,冰淇淋紅茶
18,鮮桔茶
19,檸檬紅茶
20,檸檬綠茶
21,檸檬青茶
22,葡萄柚綠茶
23,梅子綠
24,檸檬梅子
25,夏威夷冰茶
26,奶紅茶
27,奶綠茶
28,奶烏龍茶
29,奶青茶
30,榛果奶茶
31,太妃奶茶
32,雙色珍珠奶茶
33,波霸紅豆奶茶
34,紅豆奶茶
35,椰果奶茶
36,咖啡凍奶茶
37,日式抹茶紅豆
38,鮮奶伯爵
39,鮮奶錫蘭
40,鮮奶阿薩姆
41,薄荷葉鮮奶茶
42,薰衣草鮮奶茶
43,日式抹茶鮮奶
44,英式鮮奶紅茶
45,大吉嶺鮮奶茶
46,可可亞
47,阿華田
48,杏仁牛奶
49,特調咖啡
50,摩卡咖啡
51,拿鐵咖啡
52,卡布奇諾
53,焦糖拿鐵
54,榛果拿鐵
0,◎深林红茶
1,◎古早味冬瓜茶
2,◎茉香綠茶
3,◎高山青茶
4,◎烏龍綠
5,◎糖心蜜紅/綠/青/烏龍茶
6,◎冬瓜紅/綠/青
7,◎桔香冰梅綠
8,龍眼蜜茶
9,百香綠
10,養樂多綠茶
11,莓果紅/綠/青
12,百香果汁
13,◎鮮榨檸檬汁
14,莓果冰茶
15,鮮榨葡萄柚汁
16,◎檸檬梅子
17,◎金桔檸檬
18,蜂蜜檸檬
19,柚蜜綠
20,檸檬養樂多
21,葡萄柚養樂多
22,百香養樂多
23,◎檸檬冬瓜
24,◎檸檬紅/綠/青
25,◎黑糖桔茶
26,◎阿華田
27,檸檬愛玉
28,蜜檸小紫蘇
29,百香小紫蘇
30,◎桔香小紫蘇
31,◎仙楂洛神梅
32,寒天愛玉
33,膠原愛玉
34,膠原愛玉小紫蘇
35,寒天愛玉小紫蘇
36,竹碳膠原
37,◎摩卡歐蕾
38,◎曼特寧咖啡
39,膠原莓果露
40,◎鮮奶紅/綠/烏
41,◎冬瓜鮮奶飲
42,◎桂圓紅棗鮮奶
43,◎綠豆沙鮮奶露
44,◎紅豆沙鮮奶露
45,◎芋頭鮮奶露
46,◎南瓜鮮奶露
47,◎抹茶鮮奶露
48,◎紅豆抹茶鮮奶露
49,◎黑糖薑母鮮奶
50,◎鑽石黑拿鐵
51,◎桂圓紅棗茶
52,◎黑糖薑母
53,◎深林奶茶
54,◎茉莉奶茶
55,◎烏龍奶茶
56,◎黑糖薑母奶
57,◎珍珠奶茶
58,◎布丁奶茶
59,◎膠原奶茶
60,◎相思逗珍奶
0,冰糖紅茶凍飲
1,冰糖冷泡綠凍飲
2,無糖油切綠凍飲
3,淡蜜綠凍飲
4,冰糖梅子紅/綠凍飲
5,鮮柚綠凍飲
6,鮮擰綠/紅凍飲
7,鮮檸汁凍飲
8,金酸凍飲
9,水果茶凍飲
10,百香戳戳樂(冰沙)
11,冰糖薏仁纖汁
12,加波霸/奶類用鮮奶
13,鎮店沖繩黑奶凍飲
14,包二奶吸焦-波霸
15,沖繩奶茶凍飲
16,沖繩鮮奶茶
17,沖繩珍奶凍飲
18,兒茶抹奶-抹茶
19,薄荷涼奶凍飲
20,蜂兒蜜奶凍飲
21,芝麻燒奶凍
22,杏仁燒奶凍
23,巧克力燒奶凍
24,八寶沖繩刨冰
25,八寶抹奶刨冰
26,八寶牛奶刨冰
27,日式杏仁豆腐冰
28,抹茶豆腐冰
29,宇治金時冰
30,萬丹紅豆牛奶冰
31,布丁紅豆牛奶冰
32,杏仁紅豆牛奶冰
33,營養五行纖湯
34,美白薏仁纖湯
35,綠豆薏仁纖湯
36,紅豆薏仁纖湯
37,紫米紅豆纖湯
38,綜合黑白撈凍
39,紅杏出牆樂-杏仁凍紅豆
40,沒血黑心肝-芝麻凍薏仁
41,牧場小白花-抹茶凍薏仁
42,紅頂藝人-奶凍薏仁紅豆
43,日式紫米紅豆湯
44,三色豆花-紅豆 薏仁 綠豆 雪蓮子 波霸(選一料)
0,醬汁雞排飯
1,香酥雞腿飯
2,黑胡椒豬排飯
3,日式豬排飯
4,蜜汁排骨飯
5,特製豬排飯
6,黑胡椒牛柳燴飯
7,紅燒牛腩燴飯
8,宮保雞丁燴飯
9,肉絲燴飯
10,辣子雞丁炒飯
11,鳳梨蝦仁炒飯
12,火腿玉米炒飯
13,肉絲炒飯
14,滷肉飯
15,水煮水餃
16,炸水餃
17,乾麵
18,乾米粉
19,湯麵
20,湯米粉
21,醬汁雞排麵
22,香酥雞腿麵
23,黑胡椒豬排麵
24,日式豬排麵
25,蜜汁排骨麵
26,特製豬排麵
27,黑胡椒牛柳燴麵
28,紅燒牛腩燴麵
29,宮保雞丁燴麵
30,蝦仁炒麵
31,肉絲炒麵
32,香菇貢丸麵
33,香菇貢丸米粉
34,餛飩麵
35,餛飩米粉
36,青菜蛋花湯
37,香菇貢丸湯
38,紫菜蛋花湯
39,餛飩湯
40,蛤蠣湯
0,滷肉飯
1,白飯
2,雞肉飯
3,蓮粽
4,雞腿便當
5,唐山排骨便當
6,招牌便當
7,魯肉便當
8,雞肉便當
9,腱子便當
10,蹄膀便當
11,豬腳便當
12,懷舊火車便當
13,礦坑控肉便當
14,鯖魚一夜干便當
15,烏龍三杯雞便當
16,歡樂兒童餐
17,石板鹹豬肉便當
18,超值滷肉便當
19,超值雞肉便當
20,燙青菜
21,豆芽菜
22,豬腳
23,蹄膀
24,腱子
25,唐山排骨
26,礦坑控肉
27,鯖魚一夜干
28,烏龍三杯雞
29,石板鹹豬肉
30,苦瓜排骨湯
31,四神湯
32,玉米濃湯
33,貢丸湯
34,紅棗人參湯
35,綠竹筍排骨湯
36,銀耳連子湯
37,薏仁綠豆湯
38,滷蛋
39,嫩豆腐
40,筍絲滷
41,白菜滷
0,(甜)蘑菇原味球
1,(甜)蘑菇焦糖球
2,(甜)蘑菇楓糖球
3,(甜)蘑菇巧克力球
4,(甜)蘑菇起士球
5,(甜)蘑菇焦糖朵朵球
6,(甜)蘑菇海苔球
7,(甜)蘑菇提米球
8,(甜)蘑菇草莓球
9,(甜)原味
10,(甜)法式焦糖
11,(甜)日本沖繩黑糖
12,(甜)魁北克楓糖
13,(甜)濃情巧克力
14,(甜)榛果巧克力
15,(甜)巧達起士
16,(甜)愛戀草莓
17,(甜)焦糖瑪奇朵
18,(甜)提拉米蘇
19,(甜)日式抹茶
20,(鹹)原味
21,(鹹)巧達起司
22,(鹹)芥末椒鹽
23,(鹹)岩燒海苔
24,(鹹)嗆紅辣椒
0,番茄牛肉麵
1,番茄牛肉湯麵
2,番茄麵
3,牛肉麵
4,牛肉湯麵
5,榨菜肉絲麵
6,三鮮湯麵
7,素湯麵
8,炸醬麵
9,川味辣拌麵
10,酸辣麵
11,炸醬麵
12,木須炒餅
13,肉絲炒餅
14,三鮮炒餅
15,牛肉炒餅
16,羊肉炒餅
17,素炒餅
18,木須炒麵
19,肉絲炒麵
20,三鮮炒麵
21,牛肉炒麵
22,羊肉炒麵
23,素炒麵
24,肉絲炒飯
25,三鮮炒飯
26,牛肉炒飯
27,羊肉炒飯
28,火腿炒飯
29,蝦仁炒飯
30,素炒飯
31,牛肉燴飯
32,羊肉燴飯
33,三鮮燴飯
34,素燴飯
35,牛肉捲餅
36,羊肉捲餅
37,蛋捲餅
38,蔥油餅
39,抓餅
40,單捲餅
41,小米粥
42,手工水餃(10粒)
43,蕃茄牛肉湯餃
44,蕃茄牛肉燴餅
45,牛肉湯餃
46,牛肉燴餅
47,蕃茄湯餃
48,蕃茄燴餅
49,酸辣湯餃
50,番茄牛肉湯
51,番茄湯
52,牛肉湯
53,牛肉清湯
54,酸辣湯
55,蛋花湯
56,豆腐湯
57,滷牛肉
58,炒(燙青菜)
0,蝦仁羹
1,花枝羹
2,綜合羹
3,蝦仁羹麵
4,蝦仁羹米粉
5,蝦仁羹飯
6,蝦仁羹水餃
7,花枝羹麵
8,花枝羹米粉
9,花枝羹飯
10,花枝羹水餃
11,綜合羹麵
12,綜合羹米粉
13,綜合羹飯
14,綜合羹水餃
15,水餃(個)
16,海鮮湯麵
17,海鮮炒麵
18,肉絲炒麵
19,炒烏龍麵
20,骨仔肉麵
21,乾麵
22,魯肉麵
23,海鮮粥
24,皮蛋瘦肉粥
25,吻仔魚滑蛋粥
26,蝦仁炒飯
27,吻仔魚炒飯
28,櫻花蝦炒飯
29,肉絲蛋炒飯
30,火腿蛋炒飯
31,蛋炒飯
32,魚羹湯
33,蛤蠣湯
34,貢丸湯
35,骨仔肉湯
36,蛋花湯
37,青菜豆腐湯
38,乾骨仔肉
39,豬頭皮
40,粉腸
41,豬舌頭肉
42,皮蛋豆腐
43,燙青菜
0,雞腿飯
1,雞塊飯
2,雞排飯
3,豬腳飯
4,羊肉燴飯
5,三鮮燴飯
6,牛肉燴飯
7,小排骨飯
8,魚排飯
9,蔥爆豬肉飯
10,排骨飯
11,菜飯
12,肉燥飯
13,牛肉麵
14,牛肉
15,雞腿麵
16,雞塊麵
17,豬腳麵
18,雞排麵
19,排骨麵
20,餛飩麵
21,鴨肉麵
22,德國麵
23,米粉
24,陽春麵
25,板條
26,水餃
27,餛飩湯
28,貢丸湯
29,魚丸湯
30,蛋花湯
31,酸辣湯
32,燙青菜
0,茉莉綠茶
1,阿薩姆紅茶
2,四季春青茶
3,黃金烏龍
4,檸檬綠
5,檸檬青
6,梅果綠
7,桔子綠
8,８冰綠
9,養樂多綠（無熱）
10,冰淇淋紅茶（無熱）
11,旺來紅
12,鮮柚綠（無熱）
13,波霸綠
14,波霸紅
15,波霸青
16,波霸烏
17,波霸奶綠
18,波霸奶茶
19,波霸烏龍奶茶
20,珍珠綠
21,珍珠紅
22,珍珠青
23,珍珠烏
24,珍珠奶綠
25,珍珠奶茶
26,珍珠烏龍奶茶
27,椰果奶茶
28,布丁奶茶/奶綠
29,布丁紅/綠/青/烏
30,仙草奶凍
31,奶茶
32,奶綠
33,紅茶瑪奇朵
34,烏龍瑪奇朵
35,四季奶青
36,黃金烏龍奶茶
37,阿華田
38,可可芭蕾
39,檸檬汁
40,金桔檸檬
41,檸檬梅汁
42,檸檬養樂多（無熱）
43,8冰茶
44,鮮柚汁（無熱）
45,葡萄柚多多（無熱）
46,紅茶拿鐵
47,綠茶拿鐵
48,黃金烏龍拿鐵
49,阿華田拿鐵
50,可可芭蕾拿鐵
0,牛肉河粉
1,牛腱河粉
2,雞肉河粉
3,豬肉河粉
4,紅燒牛肉河粉
5,咖哩雞肉河粉
6,牛肉米麵
7,牛建米麵
8,雞肉米麵
9,豬肉米麵
10,紅燒牛肉米麵
11,咖哩雞肉米麵
12,涼拌米麵
13,炸春捲米麵
14,香茅排骨飯
15,香茅雞腿飯
16,香茅魚飯
17,越式夾心麵包(豬肉)
18,咖哩雞法國麵包
19,牛肉法國麵包
20,涼皮春捲
21,酥炸春捲
22,雞肉炒高麗
23,越式檸檬魚
24,越香雞翅
25,雞肉涼拌
26,炸雞排
27,冰滴式黑咖啡
28,冰滴式咖啡煉奶
29,椰子凍(顆)
30,椰子水(顆)
0,黃金咖哩飯
1,超殺沙茶豬
2,超黑胡椒牛
3,味增湯加價購(限有點飯)
0,麻辣鴨血
1,麻辣米血
2,麻辣黑輪
3,麻辣細粉
4,麻辣泡麵
5,麻辣臭豆腐
6,麻辣鴨血臭豆腐
7,麻辣米血臭豆腐
8,麻辣黑輪臭豆腐
9,麻辣細粉臭豆腐
10,麻辣泡麵臭豆腐
11,麻辣鴨血細粉
12,麻辣鴨血泡麵
13,小綜合(鴨血.米血.黑輪)
14,綜合麻辣(豆腐.鴨血.米血.黑輪)
15,麻辣鴨血臭豆腐+細粉
16,麻辣鴨血臭豆腐+泡麵
17,白飯
18,日式牛肉
19,日式羊肉
20,日式豬肉
21,日式雞肉
22,日式海鮮
23,日式大腸豬肚
24,麻辣牛肉
25,麻辣羊肉
26,麻辣豬肉
27,麻辣雞肉
28,麻辣海鮮
29,麻辣大腸豬肚
30,沙茶牛肉
31,沙茶羊肉
32,沙茶豬肉
33,沙茶雞肉
34,沙茶海鮮
35,沙茶大腸豬肚
36,味噌牛肉
37,味噌羊肉
38,味噌豬肉
39,味噌雞肉
40,味噌海鮮
41,味噌大腸豬肚
42,泡菜牛肉
43,泡菜羊肉
44,泡菜豬肉
45,泡菜雞肉
46,泡菜海鮮
47,泡菜大腸豬肚
48,藥膳牛肉
49,藥膳羊肉
50,藥膳豬肉
51,藥膳雞肉
52,藥膳海鮮
53,藥膳大腸豬肚
54,菜單
0,油蔥酥
0,水果輕蔬沙拉
1,蜂蜜芥末醬 0
2,海洋野蔬沙拉
3,蜂蜜芥末醬 0
4,歐式鄉村沙拉
5,蜂蜜芥末醬 0
6,健康蔬菜沙拉
7,鮮蕃茄甜醬 0
8,凱薩沙拉
9,和風涼拌洋蔥
0,雞米花
1,雞翅(隻)
2,雞排
3,雞腿
4,甜不辣
5,米血糕
6,米腸
7,花枝丸
8,薯條
9,玉米
10,杏鮑菇
11,四季豆
12,黃金豆腐
0,家傳鮮肉餛飩(一盒20顆)
0,咖哩雞肉飯
1,咖哩炸雞飯
2,咖哩豬排飯
3,咖哩牛肉飯
4,咖哩羊肉飯
5,咖哩香腸飯
6,雞肉蛋花飯
7,炸雞蛋花飯
8,豬排蛋花飯
9,牛肉蛋花飯
10,羊肉蛋花飯
11,香腸蛋花飯
12,咔啦雞腿堡
13,咖哩雞腿堡
14,照燒雞腿堡
15,泰辣雞腿堡
16,泡菜雞腿堡
17,藍帶雞腿堡
18,泡菜咖哩飯
19,泡菜咖哩炸雞飯
20,泡菜咖哩豬排飯
21,泡菜咖哩牛肉飯
22,泡菜咖哩羊肉飯
23,咖哩雞肉烏龍麵
24,咖哩牛肉烏龍麵
25,咖哩羊肉烏龍麵
26,牛肉烏龍麵
27,羊肉烏龍麵
28,泡菜烏龍麵
29,泡菜牛肉烏龍麵
30,泡菜羊肉烏龍麵
31,雞肉蛋花飯 + 泡菜 + 可樂
32,咖哩豬排飯 + 薯條 + 可樂
33,牛肉烏龍麵 + 泡菜 + 可樂
34,豬排蛋花飯 + 薯條 + 可樂
0,杏仁
1,南瓜子
2,黑芝麻
3,花生
4,杏仁
5,南瓜子
6,黑芝麻
7,花生
8,杏仁三牲
9,杏仁五牲
10,南瓜子三牲
11,南瓜子五牲
12,黑芝麻三牲
13,黑芝麻五牲
14,花生三牲
15,花生五牲
0,鹽魚雞粒炒飯
1,生炒牛肉飯
2,XO醬炒飯
3,咖哩雞肉炒飯
4,彩椒牛肉炒飯
5,廣式蛋炒飯
6,韓式泡菜炒飯
7,茄汁蛋包飯
8,臘味蛋炒飯
9,蠔油羊肉炒飯
10,蠔油豬肉炒飯
11,蠔油花枝炒飯
12,蠔油雞肉炒飯
13,蠔油海鮮炒飯
14,蝦仁蛋炒飯
15,火腿蛋炒飯
16,什錦蛋炒飯
17,海鮮燴
18,雞肉燴
19,牛肉燴
20,羊肉燴
21,肉絲燴
22,黑胡椒牛肉燴
23,黑胡椒羊肉燴
24,黑胡椒豬肉燴
25,黑胡椒雞肉燴
26,咖哩雞肉燴
27,什錦炒麵
28,泡菜炒麵
29,牛肉炒麵
30,羊肉炒麵
31,肉絲炒麵
32,雞肉炒麵
33,蝦仁炒麵
34,海鮮炒麵
35,花枝炒麵
36,什錦烏龍湯麵
37,什錦湯麵
38,什錦米粉
39,什錦冬粉
40,乾麵
41,切仔麵
42,米粉湯
43,冬粉湯
44,咖哩什錦炒麵
45,咖哩牛肉炒麵
46,咖哩羊肉炒麵
47,咖哩肉絲炒麵
48,咖哩花枝炒麵
49,咖哩炒烏龍
50,什錦炒烏龍
51,泡菜炒烏龍
52,牛肉炒烏龍
53,羊肉炒烏龍
54,肉絲炒烏龍
55,雞肉炒烏龍
56,蝦仁炒烏龍
57,海鮮炒烏龍
58,花枝炒烏龍
59,酸菜鴨湯
60,下水湯
61,隔間肉湯
62,粉腸湯
63,豬肝湯
64,蛤仔湯
65,餛飩湯
66,蚵仔湯
67,貢丸湯
68,蛋花湯
69,當歸鴨肉麵線
70,當歸鴨肉冬粉
71,當歸鴨肉米粉
72,當歸下水麵線
73,當歸下水米粉
74,當歸下水冬粉
75,當歸米血麵線
76,當歸米血冬粉
77,當歸米血米粉
78,當歸鴨肉湯
79,當歸下水湯
80,當歸米血湯
81,當歸清麵線
82,肉燥飯
83,乾米血
0,養生黑芝麻甜燒餅 (5片入)
1,古早味宜蘭蔥燒餅 (10片入)
2,甜在心麥芽甜燒餅 (5片入)
0,滷雞腳凍(10支)
1,雞脖子(4支)
2,滷大黑豆乾(3大片)
3,滷豆乾(12片)
4,滷甜不辣(8片)
5,滷米血(半斤)
6,滷雞翅(3支)
7,滷海帶(8捲)
8,"綜合包(除""米血""外的以上7項產品)"
0,東京正油拉麵
1,札幌味增拉麵
2,海鮮拉麵
