煙燻雞腿
蔬食招牌鍋（素）-鍋燒麵
蔬食鍋招牌（素）-烏龍麵
蔬食鍋招牌（素）-拉麵
蔬食鍋招牌（素）-冬粉
蔬食鍋招牌（素）-飯
蔬食番茄鍋（五辛素）-鍋燒麵
蔬食番茄鍋（五辛素）-烏龍麵
蔬食番茄鍋（五辛素）-拉麵
蔬食番茄鍋（五辛素）-冬粉
蔬食番茄鍋（五辛素）-飯
蔬食南瓜鍋（素）-鍋燒麵
蔬食南瓜鍋（素）-烏龍麵
蔬食南瓜鍋（素）-拉麵
蔬食南瓜鍋（素）-冬粉
蔬食南瓜鍋（素）-飯
蔬食牛奶鍋（素）-鍋燒麵
蔬食牛奶鍋（素）-烏龍麵
蔬食牛奶鍋（素）-拉麵
蔬食牛奶鍋（素）-冬粉
蔬食牛奶鍋（素）-飯
蛤蠣虱目魚碗湯
韓式泡菜
韓式蘿蔔
黃金泡菜
韓式辣蘿蔔乾
蔬食泡菜鍋（素）鍋燒麵
蔬食泡菜鍋（素）烏龍麵
蔬食泡菜鍋（素）拉麵
蔬食泡菜鍋（素）冬粉
蔬食泡菜鍋（素）飯
派克脆皮雞排 - 不辣
派克脆皮雞排 - 辣
派克脆皮雞塊(無骨)
杏鮑菇
脆皮鮮魷
酥炸雞皮
酥炸七里香
梅子地瓜條
脆皮甜不辣
脆皮百頁豆腐
脆皮花枝丸
脆皮米腸
豬血糕
脆皮洋蔥圈
脆皮馬鈴薯條
三良台灣綠
三良蜜香紅
青春四季
奶香金萱
焙香鐵觀音
義豐古早味冬瓜茶
義豐冬瓜檸檬
三良雙QQ芒果
三良雙QQ百香
三良雙QQ葡萄柚
唉唷~蜂蜜檸檬
鮮榨100%甘蔗金萱
手炒黑糖波霸鮮奶
手作大甲芋頭鮮奶
手作鳳香水果茶
手作仙草鮮奶
義豐冬瓜鮮奶
手炒黑糖波霸鮮奶茶
韓式柚香蜂蜜茶
手作紅豆宇治鮮奶
鮮榨100%甘蔗鮮奶
三良嚴選黑咖啡
三良濃醇原味拿鐵
三良焦糖拿鐵
三良香草拿鐵
三良卡布卡布(熱飲限定)
三良摩卡摩卡
三良髒髒拿鐵
獨家黑熊盆栽拿鐵
獨家堅果粒粒拿鐵
獨家玫瑰夫人拿鐵(農場直送)
橙香蝶青(橙2.5顆+蝶豆花+氣泡水)
柚籽多多(柚1/2顆+多多2罐+奇亞籽)
柚見百香(百香1.5顆+柚子+奇亞籽)
心曠神怡(萊姆1/2顆+小黃瓜+氣泡水)
養顏玫瑰鮮奶茶(農場直送)
有機養生銀耳
菊花冬瓜茶(農場直送)
波霸
椰果
紅豆
仙草
奇亞籽
愛玉
香草冰淇淋
冰火OREO冰淇淋
富士黃金蘋果
日式抺茶麻吉
日式抺茶佐紅豆
花生起司棉花糖
萬丹紅豆麻吉
OREO巧克奶油
萬丹紅豆
香草奶油
法式薯泥起司
黑糖布蕾烤麻吉
美式黑咖啡(無附奶球)
拿鐵
焦糖拿鐵
榛果拿鐵
卡布奇諾
焦糖瑪奇朵
奶蓋紅茶
奶蓋綠茶
柚子茶
蜜茶
鮮奶茶
鮮奶綠
可可
鮮檸檬蔓越莓
蜂蜜檸檬汁
黑糖桂圓薑母茶
牛肉丼
豬肉丼
親子丼
菇菇丼
炸雞丼
炸豬排丼
炸魚排丼
起司牛肉丼
起司豬肉丼
起司雞肉丼
起司菇菇丼
起司炸雞丼
起司炸豬排丼
起司炸魚排丼
蔥玉牛肉丼
蔥玉豬肉丼
蔥玉雞肉丼
蔥玉菇菇丼
蔥玉炸雞丼
蔥玉炸豬排丼
蔥玉炸魚排丼
麻婆豆腐丼
麻婆牛肉丼
麻婆豬肉丼
麻婆雞肉丼
麻婆菇菇丼
麻婆炸雞丼
麻婆炸豬排丼
麻婆炸魚排丼
原味咖哩丼
咖哩牛肉丼
咖哩豬肉丼
咖哩雞肉丼
咖哩菇菇丼
咖哩炸雞丼
咖哩炸豬排丼
咖哩炸魚排丼
泡菜牛肉丼
泡菜豬肉丼
泡菜雞肉丼
泡菜菇菇丼
泡菜炸雞丼
泡菜炸豬排丼
泡菜炸魚排丼
牛肉烏龍麵
豬肉烏龍麵
雞肉烏龍麵
菇菇烏龍麵
溫泉蛋
牛蒡絲
海帶芽
韓式泡菜
薯條
"可樂餅
兩片"
洋蔥圈
炸牛蒡天婦羅
日式炸雞
日式炸豬排
海鮮
海鮮
海鮮
牛肉豬肉雞肉
丼飯
起司丼飯
鮮肉
高麗菜
韭菜
豆漿(非基因改造)
無糖豆漿(非基因改造)
米漿
豆漿
紅茶
奶茶
鴨肉
餛飩
湯
醡醬
當歸鴨肉
當歸肝連
當歸清湯
鴨肉飯
梅干豬肉飯
鹹菜鴨湯
餛飩湯
嘴邊肉湯
肝連湯
粉腸湯
青菜湯
米血湯
當歸鴨肉湯
鴨肉
黑白切
肝連
嘴邊肉
頭骨肉
豬舌
豬心
粉腸
脆腸軟管
豬頭皮
糯米椒
皮蛋豆腐
燙青菜
豬皮
嫩豆腐
海帶素雞豆皮花生
米血糕
豆干
花干
菜脯蛋
荷包蛋
滷蛋
菜飯
爌肉飯
炸雞腿飯
炸排骨飯
滷排骨飯
宮保雞丁
Q嫩雞腿排飯
糖醋排骨飯
糖醋雞丁飯
紅燒牛腩
黑胡椒牛柳
黑胡椒豬柳
三杯雞
香酥大雞排
麻油雞腿
"美式咖啡
無糖"
"卡布奇諾
僅限中杯，無糖"
"拿鐵咖啡
無糖"
黑糖拿鐵
肉桂拿鐵
楓糖拿鐵
義式摩卡
黑糖奶泡
濃情巧克力
堅果奶茶
南非奶茶
可可奶泡
"香蕉奶泡
冰飲"
楓糖奶泡
"南非路易博士茶
熱飲，無糖"
"輕盈舒心瑪黛茶
熱飲，無糖"
"放鬆舒眠靜心茶
熱飲，無糖"
"布朗尼
每片"
"起司蛋糕
每片"
"伯爵蛋糕
每片"
烤布蕾
檸檬塔
脆皮雞排
脆皮雞塊(無骨)
鹹酥雞(無骨)
脆皮魷魚塊
馬加酪起司條
馬鈴薯條
脆皮杏鮑菇
脆皮蘿蔔糕
洋蔥圈
四季豆
脆皮玉米筍
酥炸七里香
梅子地瓜條
酥炸甜不辣
脆皮百頁豆腐
脆皮花枝丸
脆皮米血糕
酥炸雞皮
酥炸五香豆干
芋頭簽(甜)
炸湯圓
雞排
深海魷魚
小魷魚
鹹酥雞
雞蛋豆腐
百頁
雞屁股
雞心
雞胗
雞腸
皮蛋
魚板
銀絲卷
薯餅
豆干
甜芋簽
鑫鑫腸
蘿蔔糕
芋粿巧
豬血糕
米腸
小香腸
花枝丸
香菇丸
洋蔥圈
起司條
薯條
雞脖子
甘梅地瓜
地瓜
甜不辣
雞皮
豆皮
湯圓
地瓜球
杏鮑菇
四季豆
花椰菜
玉米
青椒
玉米筍
辣度
蒜
蜂蜜原味
芝麻風味
花生
奶酥
巧克力
起司
九如三明治
●日月潭紅茶
♥●包種綠茶
●松柏嶺青茶
●鹿谷烏龍
♥●金峰洛神檸檬-甜度固定
●粉圓紅茶
●粉圓綠茶
百花蜜茶-無熱飲
♥百花蜜青-無熱飲
♥養樂多冰茶
養樂多百香
養樂多鳳梨
♥♥●一芳水果茶
埔里百香綠-無熱飲
♥●金鑽鳳梨綠
●冬瓜檸檬露
♥●九如檸檬綠
●九如檸檬青
♥●宜蘭金桔綠
中華愛玉檸檬
♥●信義脆梅綠
♥●純釀楊桃汁-甜度固定
●溪口甘蔗牛奶
♥●溪口甘蔗青茶
♥●關西仙草茶-甜度固定
●古釀冬瓜茶-甜度固定
●紅茶鮮奶
●翡翠鮮奶
●烏龍鮮奶
♥●粉圓鮮奶茶
♥●黑糖粉圓鮮奶-甜度冰塊固定
♥●黑糖粉圓鮮奶茶-甜度冰塊固定
♥●鹿野薑茶
●薑汁檸檬
●薑汁桂圓
♥●桂圓紅棗茶
♥●鹿港麵茶
粉圓
愛玉
春芽紅茶
果香紅茶
碧玉茉莉綠茶
沁心金萱
御香鐵觀音
御香烏龍綠茶
御香烏龍青茶
蜜香茉莉綠茶
蜜香果香紅茶
青龍茶王
清檸綠茶
春釀青梅綠茶
青龍梅果飲
QQ三部曲
百香鮮綠茶
百香鮮紅茶
綠茶多多
春芽鮮奶茶
果香鮮奶茶
濃郁杏仁鮮奶茶
鐵觀音鮮奶茶
莊園可可鮮奶
黑白珍珠鮮奶茶
宇治鮮奶茶
黑白珍珠奶茶
春芽奶茶
果香奶茶
金萱奶茶
鐵觀音奶茶
碧玉茉莉奶綠
莊園可可亞
濃郁杏仁茶
宇治奶茶
雞蛋布丁奶茶
格雷冰茶
吉嶺冰茶
橙香風味冰茶
蘋柚風味冰茶
百果總匯冰茶
鮮柚風味百果冰茶
梅柚風味冰茶
粉紅佳人冰茶
蘋綠風味冰茶
貴妃茶王冰茶
金磚橙果冰茶
金磚荔柚風味冰茶
蜜香冰露
古早冬瓜露
清檸翡翠飲
清檸冬瓜風味飲
風味金桔檸檬
清檸蜜香冰露
蜜香檸檬仙草蜜
蜜香仙草蜜
桂花芋圓茶王
桂花茶王
桂花金磚紅茶
桂花御香烏龍
黑糖珍珠鮮奶茶
黑糖珍珠鮮奶
黑糖芋圓鮮奶茶
黑糖芋圓鮮奶
焦糖鮮奶
焦糖鮮奶茶
寶島仙芋奶茶
黑白芋泥奶茶
茉莉奶綠芋圓
清檸冬瓜芋圓
寶島芋泥奶茶
寶島芋泥鮮奶茶
雙芋奶茶
雙芋鮮奶茶
招牌飯
臘味飯
叉燒飯
油雞飯
叉燒油雞飯
油雞燒鴨飯
叉燒燒鴨飯
掛爐燒鴨飯
炸排骨飯
燒肉飯
油雞腿飯
炸雞腿飯
燒鴨腿飯
鱈魚排飯
腐乳雞腿飯
士林香腸飯
脆皮雞排(不切)
脆皮雞排塊(無骨)
脆皮鮮魷
脆皮杏鮑菇
梅子地瓜條
脆皮甜不辣
脆皮花枝丸
脆皮百頁豆腐
脆皮米腸
米血糕
脆皮薯餅
手工銀絲卷附煉乳
黃金柳葉魚
芋香QQ球
起司條
帶皮薯塊
雞蛋豆腐
月亮蝦餅附酸辣醬
魚板
四季豆
玉米筍
馬鈴薯條
炸湯圓
花生芝麻湯圓
脆皮芋頭餅
洋蔥圈
豆乾
蕃茄麵疙瘩
香菇拉麵
香菇麵疙瘩
酸辣麵
酸辣麵疙瘩
肉燥乾麵
酸白菜海鮮肉片麵疙瘩/米粉
蝦仁炒麵
咖哩蝦仁炒麵
肉絲炒麵
咖哩肉絲炒麵
絲瓜蛤蜊麵線（夏季限定）
絲瓜麵線（素食）
蕃茄肉片湯
酸白菜海鮮肉片湯
蕃茄蔬菜湯
蛤蜊湯
青菜蛋花湯
酸辣湯
青菜豆腐湯
高麗菜湯餃
韭菜湯餃
瓠瓜湯餃
玉米湯餃
四季豆湯餃
櫻花蝦蛋炒飯
綜合蛋炒飯
咖哩綜合蛋炒飯
蝦仁蛋炒飯
咖哩蝦仁蛋炒飯
肉絲蛋炒飯
咖哩肉絲蛋炒飯
火腿蛋炒飯
咖哩火腿蛋炒飯
蔬菜蛋炒飯
咖哩蔬菜蛋炒飯
酸白菜蝦仁肉絲蛋炒飯
酸白菜蝦仁蛋炒飯
酸白菜肉絲蛋炒飯
酸白菜蛋炒飯
滷肉飯
白飯
燙青菜
高麗菜
韭菜
瓠瓜
玉米
四季豆
高麗菜
韭菜
瓠瓜
玉米
四季豆
熟成紅茶(解炸物/燒烤肉類油膩/茶味濃郁帶果香)
鴉片紅茶(去除海鮮羶腥/茶味較淡帶花香)
太妃紅茶(咖啡與茶的神秘比例搭配)
熟成冷露(手工冬瓜與茶更神秘比例搭配)
春芽冷露(手工冬瓜綠茶)
雪花冷露(手工冬瓜獨奏)
春芽綠茶(綠茶/糸糸中帶點糸糸)
春梅冰茶(春梅與冬瓜相遇)
冷露歐蕾(手工冬瓜與鮮奶)
熟成歐蕾(熟成鮮奶茶)
白玉歐蕾(珍奶不解釋)
熟成檸果(每日限量的鮮檸紅茶/搭配7分糖最佳)
白玉珍珠(每種飲品都適合的原味珍珠)
*太后普洱
*甜蜜紅茶
*氣質綠茶
回憶青茶
正名冬瓜
冰)竹蔗毛根水(夏季)(一分糖)
*私房鮮奶茶
*嚮家普洱奶
麵茶鮮奶茶
黑糖鮮奶茶
*甜蜜紅茶奶
*氣質鮮奶綠
回憶鮮奶青
冰)淑芬桑葚青(最低微糖)
冰)淑芬桑葚奶
舒壓清淨茶
*舒服鮮奶茶
冬瓜檸檬露(有羅勒籽)
*桂花酸梅湯(不調甜)
酸梅釀清茶(最低微糖)
洛神檸檬露(不調甜、有羅勒籽)
*洛神釀青茶(最低微糖)
滿分檸檬綠
*古釀楊桃湯(不調甜)
楊桃釀青茶(最低微糖)
楊桃檸檬露(最低微糖)
甘蔗蜜青茶
暖心系列加珍珠免費
珍珠
茉香綠茶
大正紅茶
英倫伯爵紅茶
初露青茶
高峰烏龍綠
決明大麥
※青採翠玉
※黃金鹿谷烏龍(罐)
※小山迎露(罐)
紅茶拿鐵
綠茶拿鐵
烏龍拿鐵
青茶拿鐵
麥茶拿鐵
大正紅茶拿鐵
珍珠紅茶拿鐵
布丁紅茶拿鐵
仙草凍紅茶拿鐵
紅豆紅茶拿鐵
珍珠鮮奶
手炒黑糖鮮奶
大甲芋頭鮮奶
※草莓鮮奶
可可亞鮮奶
抹茶鮮奶
冬瓜鮮奶
布丁鮮奶
仙草凍鮮奶
紅豆鮮奶
原鄉冬瓜茶
蜂農花蜜茶
冬瓜青茶
百香綠茶
冰糖洛神梅
※養樂多綠
甘蔗青茶
桂圓紅棗茶
※蔓莓双果醋
※香柚綠茶
※青檸香茶
檸檬綠茶
冬瓜檸檬
黑糖檸檬
金桔檸檬
※冰萃檸檬
拼盤總匯飯
五香排骨飯
蔥油雞肉飯
養生肉片飯
紅醩里肌飯
脆皮雞腿飯
香酥雞翅飯
香嫩鮭魚飯
素鬆玉米(素鬆+玉米+美奶滋)
肉鬆玉米(肉鬆+玉米+美奶滋)
火腿玉米(火腿+肉鬆+玉米+美奶滋)
培根玉米(培根+肉鬆+玉米+美奶滋)
鮪魚玉米(鮪魚+肉鬆+玉米+美奶滋)
海陸總匯(鮪魚+火腿+肉鬆+玉米+美奶滋)
蔬食總匯(洋蔥+黃瓜+素鬆+玉米+美奶滋)
洋蔥炒蛋(炒蛋+洋蔥+肉鬆+玉米+番茄醬)
胡椒燒肉(胡椒豬肉+黃瓜+肉鬆+玉米+美奶滋)
胡椒牛肉(胡椒牛肉+洋蔥+肉鬆+玉米+美奶滋)
勁辣燻雞(辣味燻雞+黃瓜+肉鬆+玉米+美奶滋)
鹹豬肉(鹹豬肉+黃瓜+肉鬆+玉米+美奶滋)
韓式泡菜(韓式泡菜+肉鬆+玉米)
鮪魚泡菜(鮪魚+韓式泡菜+肉鬆+玉米)
香腸泡菜(台式香腸+韓式泡菜+肉鬆+玉米)
胡椒牛泡菜(胡椒牛肉+泡菜+洋蔥+肉鬆+玉米)
鮪魚起司(鮪魚.+雙份起司+肉鬆+玉米+美奶滋)
培根起司(培根+雙份起司+肉鬆+玉米+美奶滋)
原味燻雞(原味燻雞+黃瓜+肉鬆+玉米+美奶滋)
紅茶
冬瓜茶
鮮奶茶
冬瓜鮮奶茶
雲吞湯麵
擔擔湯麵
貢丸湯麵
肉燥湯麵
雲吞湯米苔目
擔擔湯米苔目
貢丸湯米苔目
肉燥湯米苔目
紅油水餃（10顆）
夏季涼麵
蔥油乾拌麵
酸辣乾拌麵
肉燥乾拌麵
麻醬乾拌麵
擔擔乾拌麵
雲吞乾拌麵
蔥油乾米苔目
酸辣乾米苔目
肉燥乾米苔目
麻醬乾米苔目
擔擔乾米苔目
雲吞乾米苔目
招牌紅油抄手
燙青菜
煙燻豬頭皮
油豆腐
魯貢丸
豆干
海帶
百頁豆腐
豆皮
綜合拼盤(豆干 海帶 豆皮 百頁)
招牌雲吞湯
貢丸湯
魚丸湯
半隻
雞腿
雞胸
雞翅
雞爪
雞胗
雞冠
雞腸
雞心
雞卵
雞皮
雞脖子
雞屁股
小黃瓜
四季豆
甜不辣
筒仔米糕
甜不辣+筒仔米糕
甜不辣+(烏龍麵/王子麵/板條/冬粉/鍋燒意麵)
青菜
水煮蛋
菜頭湯
貢丸湯
綜合湯
魷魚羹
花枝羹
綜合羹
肉羹
魚酥羹
扁食
貢丸(大貢+鱈魚丸)
綜合湯(大貢+鱈魚丸+扁食)
乾麵
乾米粉
乾粄條
魯肉飯
雞絲飯
燙青菜
白飯
燙魷魚
魚酥
滷蛋
油豆腐
什錦魚丼(鮭魚鮪魚旗魚黃金鯡於北寄貝)
鮭魚丼
鮭魚親子丼(鮭魚鮭魚卵蝦卵)
炙燒鮭魚丼
綜合燒霜丼(鮭魚鮪魚旗魚干貝)
御品三色丼(干貝鮭魚卵鮭魚肚甜蝦)
旗艦鮮魚丼(豪華時令鮮魚)
日式招牌便當
日式豬排便當
鹽烤鯖魚便當
鹽烤雞腿便當
鹽烤竹筴魚一夜乾便當
紅燒牛腩便當
烤鰻魚便當
豪華鹽烤鯖魚餐盒
豪華鹽烤竹筴魚餐盒
豪華豬排餐盒
豪華鹽烤雞腿餐盒
豪華雞唐揚餐盒
豪華烤鰻魚餐盒
豪華鹽烤鮭魚鰭餐盒
斯里蘭卡紅茶
茉莉綠茶
炭焙烏龍
炭焙鐵觀音
高山青茶
無憂茶
烏龍青茶
奶茶
奶綠茶
烏龍奶茶
鐵觀音奶茶
百香紅茶
百香綠茶
蜂蜜紅茶
蜂蜜綠茶
翡翠檸檬茶
檸檬紅茶
冰釀陳梅
多多綠茶
蜜香冰茶
冬瓜茶
冬瓜青茶
冬瓜檸檬茶
冬瓜鮮奶茶
洛神花茶
檸檬汁
檸檬蜜茶
鮮桔茶
金桔檸檬
檸檬多多
"蔓越莓冰茶
甜度固定"
"蔓越莓檸檬
甜度固定"
蜂蜜柚子茶
珍珠紅茶
珍珠綠茶
珍珠奶茶
珍珠奶綠茶
布丁奶茶
檸檬愛玉
翡翠檸檬愛玉
鮮奶紅茶
鮮奶綠茶
鮮奶烏龍茶
鮮奶鐵觀音
"紅豆牛奶
甜度冰度無法調整"
"鮮奶阿華田
甜度固定"
"蔓越莓牛奶
甜度固定"
甘檸涼茶
藍色珊瑚礁
海洋之心
美式黑咖啡
拿鐵
重拿鐵
招牌薄荷拿鐵
榛果拿鐵
焦糖拿鐵
香草拿鐵
焦糖瑪奇朵
大麥克
雙層牛肉吉士堡
四盎司牛肉堡
雙層四盎司牛肉
1995美式培根牛肉堡
嫩煎雞腿堡
麥香雞
麥克雞塊(六塊)
麥克雞塊(九塊)
勁辣雞腿堡
麥脆雞(兩塊)
麥脆雞(三塊)
起司豬排堡
麥香魚
千島黃金蝦堡
中薯
四季沙拉
可樂中杯
雪碧中杯
雀巢茶品檸檬茶中杯
玉米濃湯
甜心卡
大麥克
雙層牛肉吉士堡
四盎司牛肉堡
雙層四盎司牛肉
1995美式培根牛肉堡
嫩煎雞腿堡
麥香雞
麥克雞塊(六塊)
麥克雞塊(九塊)
