烏醋乾麵(小)
伯爵紅茶拿鐵(綠/烏/青/麥/大正)
仙草凍紅茶拿鐵
布丁紅茶拿鐵
紅豆紅茶拿鐵
珍珠鮮奶
手炒黑糖鮮奶
<推薦>大甲芋頭鮮奶
※草莓鮮奶
可可亞鮮奶
<推薦>出雲抹茶鮮奶
冬瓜鮮奶
布丁鮮奶
仙草凍鮮奶
紅豆鮮奶
桂圓鮮奶(季節限定)
原鄉冬瓜茶
冬瓜青茶
蜂農花蜜茶
<推薦>冰糖洛神梅
※養樂多綠
<推薦>甘蔗青茶
※蔓莓雙果醋
※香柚綠茶
※青檸香茶
冬瓜檸檬
金桔檸檬
※冰萃檸檬(冰沙)
※仙人掌冰茶(冰沙/季節限定)
珍珠仙人掌(季節限定)
桂圓紅棗茶(季節限定)
阿文鮮梅綠(季節限定)
<推薦>珍珠紅茶鮮豆奶
大正紅茶鮮豆奶(綠/烏/青/麥/伯爵)
出雲抹茶鮮豆奶
冬瓜鮮豆奶
布丁鮮豆奶
1.麥克雞塊餐[5個麥克雞塊+一包小薯+1杯飲料]
2.美味蝦堡餐[蝦堡一個+1保小薯+一杯飲料]
3.卡啦/勁辣雞腿堡餐[卡啦/勁辣雞腿堡+一保小薯+一杯飲料]
4.墨西哥雞肉捲餐[咖哩+蔬菜雞肉捲+一包小薯+一杯飲料]
5.卡啦炸雞餐[1隻雞腿+1之雞翅+一包小薯+一杯飲料]
6.泰式辣雞翅餐[4隻小腿+4隻小雞翅+一包小薯+1杯飲料]
7.KLG快樂全家餐[2隻雞腿+2快腿排+3隻雞翅]
8.KLG外帶全家餐[2隻雞腿+3塊腿排+3隻雞翅+300G大薯+1瓶1.25公升可口可樂]
9.重量級全家餐[3隻雞腿+3塊腿排+3隻雞翅+10塊麥克雞塊+300G大薯+1瓶1.25公升可口可樂]
快樂雙層堡餐[快樂雙層堡+1杯飲料]
海陸堡餐[海陸堡餐+1杯飲料]
雙人歡樂餐[1隻雞腿+2塊腿排+2隻雞翅+5塊麥克雞塊+1包大薯+2杯飲料]
A.鱈魚吉士堡[鱈魚吉士堡+一包小薯+一杯飲料]
B.美式熱狗堡[美式熱狗堡+一包小薯+一杯飲料]
C.義大利霸王薯[義大利霸王薯200g+一杯飲料]
D.超值雞排套餐[超值雞排+一杯飲料)
E.義大利肉醬麵[義大利肉醬麵+一包小薯+一杯飲料]
F.奶油培根義大利麵[奶油培根義大利麵+一包小薯+一杯飲料]
可樂
雪碧
紅茶
柳橙汁
蘋果汁
+8升大薯
+25飲料換濃湯
+50薯條升級霸王薯
紐澳良卡啦雞排
雞腿
腿排
雞翅
泰式辣雞翅10隻
美式熱狗堡
鱈魚吉士堡
卡啦雞腿堡
勁辣雞腿堡
快樂雙層堡
海陸堡
鮮蝦堡
雞脖子3個
義大利霸王薯
麥克雞塊5塊
脆皮薯餅2塊
咖哩/蔬菜雞肉捲
布丁酥5塊
魷米花70g
洋蔥圈5個
小薯120g
大薯220g
雞酥球7個
薯泥圈5個
雞酥棒5個
KLG濃湯300cc
奶油培根義大利麵
義大利肉醬麵
招牌綠綠
清炒蔬菜麵
德式香腸辣麵
培根香辣麵
白酒蛤犡麵
xo醬燻雞辣麵
XO醬海鮮辣麵
香辣墨魚海鮮麵
咖哩雞肉麵
咖哩香腸麵
咖哩蔬菜麵
咖哩海鮮麵
咖哩雞肉燉飯
咖哩香腸燉飯
咖哩蔬菜燉飯
咖哩海鮮燉飯
義式肉醬麵
義式肉醬燉飯
青醬雞肉麵
青醬香腸麵
青醬蔬菜麵
青醬蛤犡麵
青醬海鮮麵
青醬雞肉燉飯
青醬香腸燉飯
青醬蔬菜燉飯
青醬蛤犡燉飯
青醬海鮮燉飯
麻油雞肉麵
麻油海鮮麵
麻油雞肉燉飯
麻油海鮮燉飯
奶油培根蘆筍麵
奶油雞肉麵
奶油香腸麵
奶油燻雞麵
奶油蔬菜麵
奶油蛤犡麵
奶油海鮮麵
奶油培根蘆筍燉飯
奶油雞肉燉飯
奶油香腸燉飯
奶油燻雞燉飯
奶油蔬菜燉飯
奶油蛤犡燉飯
奶油海鮮燉飯
茄汁雞肉麵
茄汁香腸麵
茄汁蔬菜麵
茄汁蛤犡麵
茄汁海鮮麵
茄汁雞肉燉飯
茄汁香腸燉飯
茄汁蔬菜燉飯
茄汁蛤犡燉飯
茄汁海鮮燉飯
奶油玉米湯
奶油蔬菜湯
奶油蛤犡湯
番茄蛤犡湯
奶油海鮮湯
番茄海鮮湯
鄉村圓法麵包
薯條
起司條
藍帶豬排
鮮嫩雞塊
雞米花
焗烤肉醬薯條
青菜
肉類
海鮮
焗烤
椒麻雞肉飯
蜜汁雞腿飯
紹興油腿飯
脆皮鴨腿飯(限量1份)
名爐烤鴨飯
紅趜叉燒飯
威化燒肉飯
廣式臘味飯
飄香臘腸飯
飄香肝腸飯
桶子油雞飯
蜜汁香腸飯
招牌三寶飯
肉絲燴飯
牛肉燴飯
蝦仁燴飯
海鮮燴飯
滑蛋牛肉飯
滑蛋蝦仁飯
絲瓜滑蛋牛肉飯
絲瓜滑蛋肉絲飯
肉絲炒飯
牛肉炒飯
蝦仁炒飯
火腿炒飯
蔬菜炒飯
肉絲河粉
牛肉河粉
蝦仁河粉
海鮮河粉
肉絲炒麵
牛肉炒麵
蝦仁炒麵
海鮮炒麵
肉絲炒烏龍
牛肉炒烏龍
蝦仁炒烏龍
海鮮炒烏龍
蛋炒飯
肉絲蛋炒飯
蝦仁蛋炒飯
羊肉蛋炒飯
牛肉蛋炒飯
肉絲燴飯
蝦仁燴飯
羊肉燴飯
牛肉燴飯
青菜炒麵
肉絲炒麵
蝦仁炒麵
羊肉炒麵
牛肉炒麵
青菜蛋花湯
鮮蚵仔湯
鮮蛤仔湯
羊肉湯
鴨翅
鴨脖
鴨頭
鴨舌
鴨胗
鴨爪三隻
米血
烏龍干
日本海帶
小豆干
雞爪三隻
雞翅
大雞腿
豬腸
大腸頭
豬肚
豬腱
豬耳朵
素雞
麵腸
牛腱
牛肚
滷蛋三個
百頁豆腐
小綜合每份
大綜合每份
招牌是奶昔
拿鐵系列
伯爵拿鐵跟芋頭鮮奶
英式錫蘭紅茶
八號翡翠綠茶
翠芽青茶
英式格雷伯爵茶
日式蕎麥茶
蕎麥青茶
深焙紅烏龍茶
紅烏龍綠茶
珍珠錫蘭紅茶
珍珠八號綠茶
上品金萱茶
金萱奶茶
金萱珍珠奶茶
金萱紅豆奶茶
金萱仙草奶茶(冰)
甘蔗金萱茶(冰)
凍檸金萱茶(冰)
英式錫蘭鮮奶茶
英式格雷伯爵鮮奶茶
藍色淑女伯爵鮮奶茶
泰式鮮奶茶
日式蕎麥鮮奶茶
金萱鮮奶茶
八號翡翠鮮奶茶
紅烏龍鮮奶茶
義式提拉米蘇鮮奶茶
冬瓜珍珠鮮奶茶(冰)
冬瓜紅豆鮮奶茶(冰)
英式錫蘭奶茶
英式格雷伯爵奶茶
紅烏龍奶茶
八號綠奶茶
翠芽青奶茶
椰果錫蘭奶茶
紅豆錫蘭奶茶
紅豆伯爵奶茶
紅豆蕎麥奶茶
紅豆泰式奶茶
仙草奶凍(錫蘭)
仙草奶凍(蕎麥)
仙草奶凍(泰式)
仙草奶凍(青茶)
英式錫蘭珍珠奶茶
英式格雷伯爵珍珠奶茶
泰式珍珠奶茶
日式蕎麥珍珠奶茶
八號翡翠珍珠奶茶
紅烏龍珍珠奶茶
義式提拉米蘇珍珠奶茶
百香翡翠綠茶(冰)
蔓越莓葡萄果茶(冰)
八號凍檸綠茶(冰)
英式錫蘭凍檸紅茶(冰)
格雷伯爵冰果茶(冰)
荔枝翡翠冰茶(固定甜)(冰)
椪柑青茶(冰)
柑荔涼青(冰)
甘蔗青茶(冰)
兔子經典水果茶(冰)
英式伯爵水果茶(冰)
淑女伯爵水果茶(冰)
上品金萱水果茶(冰)
純釀冬瓜茶(冰)
冬瓜翠芽青茶(冰)
冬瓜翡翠綠茶(冰)
冬瓜凍檸茶(冰)
綠茶可爾必思(冰)
淑女伯爵可爾必思(冰)
金萱可爾必思(冰)
葡萄可爾必思(冰)
蔓越莓可爾必思(冰)
精選韓柚茶(金萱)(熱)
精選韓柚茶(青茶)(熱)
精選韓柚茶(翡翠綠)(熱)
桂圓茶(金萱)(熱)
桂圓茶(青茶)(熱)
金萱桂圓奶茶(熱)
薑汁奶茶(錫蘭)(熱)
薑汁奶茶(紅烏龍)(熱)
黑糖奶茶(錫蘭)(熱)
黑糖奶茶(紅烏龍)(熱)
黑糖奶茶(伯爵)(熱)
金萱桂圓鮮奶茶(熱)
薑汁鮮奶茶(錫蘭)(熱)
薑汁鮮奶茶(紅烏龍)(熱)
黑糖鮮奶茶(錫蘭)(熱)
黑糖鮮奶茶(紅烏龍)(熱)
黑糖鮮奶茶(伯爵)(熱)
薰衣草果園 (香蕉+藍莓+蘋果)
甜莓號 (草莓+香蕉+蘋果)
槍與玫瑰 (草莓+覆盆子+香蕉)
奔跑吧!約翰 (百香果+芒果)
晨曦微光 (鳳梨+香草優格)
黃色潛水艇 (百香果+芒果)
戀愛派對 (草莓+香蕉+蘋果)
憂歡派對 (香蕉+藍莓+蘋果)
宇治抹茶拿鐵 (可做熱)
紅茶拿鐵鮮奶茶 (可做熱)
澄果茶-(可做熱)
雪霜巧克力拿鐵 (可做熱)
珍珠鮮奶茶 (可做熱)
錫蘭蘋果茶 (可做熱)
香橙鳳梨菁茶
香橙百香菁茶
錫蘭檸檬茶
柳橙汁
香蕉牛奶
蘋果牛奶
泡菜麵線
大腸麵線
清麵線
甜不辣
油飯
大腸頭
菜頭湯
魚丸湯
貢丸湯
綜合湯
越南牛肉河粉
越南牛肉米線
涼拌牛肉米線
越南豬肉河粉
越南豬肉米線
涼拌豬肉米線
越南雞肉河粉
越南雞肉米線
涼拌雞肉米線
醡醬河粉
醡醬米線
醡醬麵
紅燒牛肉麵
清燉牛肉麵
涼拌米粉捲
炸春捲
涼拌木瓜
涼拌小黃瓜
牛肉湯
貢丸湯
打拋豬肉飯
熱炒三杯雞飯
泡菜炒牛肉飯
蒲燒秋刀魚飯
招牌烤排骨飯
烤牛五花飯
日式烤雞腿飯
鹹豬肉飯
香腸飯
無骨雞排飯
炸棒腿飯
柳葉魚飯
滷雞排飯
滷雞腿飯
炸排骨飯
滷排骨飯
大雞腿飯
大雞排飯
牛丼便當
隨緣素(80-100)
鍋燒
牛肉壽喜鍋
豬肉壽喜鍋
川味麻辣鍋
海鮮豆腐鍋
韓式泡菜鍋
咖哩風味鍋
臭豆腐2個
鴨血 2 個
綜合(各一個)
麻辣乾麵
麻辣冬粉
酸辣寬冬粉
酸辣王子麵
麻辣水煮牛肉飯
麻油雞油飯
香菇雞油飯
咖哩雞飯
蒜蓉蝦飯
洋釀酸甜炸雞
蜂蜜芥末炸雞
甘醬炸雞
起司炸雞
泰式檸檬炸雞
胡椒鹽炸雞
麻辣涼拌滷味
燙青菜
蘑菇洋蔥鹹派
鮭魚青花菜鹹派
德式香腸蕃茄鹹派
波菜乳酪鹹派
培根乳酪鹹派
乳酪四重奏鹹派
草莓輕乳酪甜塔
檸檬甜塔
藍梅杏仁甜塔
覆盆子巧克力甜塔
焦糖烤布蕾甜塔
海鹽焦糖核桃甜塔
瑪德蓮 (一顆)
可麗露 (一顆)
維也納酥餅 (兩片)
達克瓦茲 (兩層)
阿娜娜瑪克調
喜特檸瑪克調
福氣丸子
手工純米米苔目
純米蘿蔔糕
辣干貝小魚乾
芒果乾
芭樂
鳳梨
情人果
阿薩姆奶茶
珍珠奶茶
奶茶雙重奏
布丁奶茶
竽頭奶茶(限中杯)
茉香奶茶
鮮榨蘋果百香
鮮榨蘋果養樂多
鮮葡萄柚冰茶
鮮香橙冰茶
鮮橙柚冰茶
鮮榨柳橙養樂多
法式奶霜紅/綠茶
紅茶拿鐵(限中杯)
珍珠紅茶拿鐵
南非國寶拿鐵(限中杯)
芋頭牛奶(限中杯)
牛奶雙重奏
招牌咖啡
巧克力奶茶
巧克力珍珠奶茶
醇品綠茶
莊園紅茶
台灣包種茶
蕎麥包種茶
檸檬包種茶
南非國寶茶
綠茶養樂多
檸檬養樂多
百香綠茶
鮮檸檬紅/綠茶
南非國寶檸檬茶
金佶檸檬
百香雙響炮
莊園果茶
松柏嶺高山清茶
文烘正欉鐵觀音
鹿谷黃金烏龍茶
文山小葉種綠茶
日月魚池鄉紅茶
原鄉義豐冬瓜茶
義豐冬瓜清茶
義豐冬瓜檸檬
義豐冬瓜鐵觀音
正欉鐵觀音蔓越莓
老欉芭樂梅
老欉芭樂檸檬
老欉芭樂柳橙綠茶
珠光翡翠檸檬茶
枋山芒果鮮綠茶
枋山芒果鮮紅茶
野生蜂蜜檸檬綠茶
野生蜂蜜檸檬紅茶
野生蜂蜜檸檬清茶
香橙果粒鮮綠
鮮葡萄柚果粒綠茶
騎士真橙打火龍
愛情動作草莓牛奶
奇異博士愛草莓
藍天綠草加白白的
倒莓香蕉被切片
卡牙縫的蜂蜜飲
魚池鄉紅茶鮮奶
黃金烏龍烤鮮奶
白毫翡翠鮮奶茶
義豐冬瓜鮮奶茶
宇治抹茶鮮奶茶
宇治金時鮮奶茶
正欉觀音鮮奶茶
白玉珍珠鮮奶茶
紅豆珍珠鮮奶茶
抹茶珍珠鮮奶茶
黑芝麻珍珠鮮奶茶
火龍果珍珠鮮奶茶
荔枝英式伯爵鮮奶茶-英國
唐寧格雷仕女伯爵鮮奶茶-英國
秋摘大吉嶺鮮奶茶-印度
葛雷二世伯爵鮮奶茶-英國
錫蘭斯里蘭卡鮮奶茶
老欉阿薩姆鮮奶茶-斯里蘭卡
瑪黑法式藍伯爵奶茶-法國
熱芝麻什穀可可
鮮果熱蔓越莓汁
熱義大里可可薄荷飲
熱蜂蜜檸檬薄荷飲
香醇芋頭鮮奶茶
蜜釀熱檸檬紅茶
芳醇香蕉牛奶蛋黃飲
香蕉牛奶飲
豐樂牛奶薏仁飲
桂圓紅棗茶
鮮果蔓越莓可可
花生珍珠鮮奶茶
花生仁
鮮紅豆
大芋頭
薏仁
白玉珍珠
抹茶珍珠
黑芝麻珍珠
火龍果珍珠
彰化豐樂牧場-淡
雲林嘉明牧場-中
屏東高大牧場-濃
招牌鍋貼
韭菜鍋貼
黄金咖哩鍋貼
韓式辣味鍋貼
田園蔬菜鍋貼
玉米鍋貼
招牌水餃
韭菜水餃
黄金咖哩水餃
韓式辣味水餃
田園蔬菜水餃
鮮蝦水餃
玉米水餃
韭黃魚肉水餃
酸辣湯餃(8顆)
玉米湯餃(8顆)
酸辣湯
旗魚丸湯
玉米濃湯
蕈菇湯
蘿蔔排骨湯
珍珠餛飩湯
菜肉大餛飩湯
古早味乾麵
特調乾麵(微辣)
麻醬乾麵
醡醬乾麵
黑芝麻乾麵
加麵
古早味湯麵
榨菜肉絲麵
珍珠餛飩麵
菜肉大餛飩麵
珍珠炒手
菜肉大炒手
滷蛋
黃金豆腐
燙青菜
燉蘿蔔
家常小菜
黑豆漿
白豆漿
無糖豆漿
招牌水餃
韭菜水餃
韓式辣味水餃
咖哩水餃
田園蔬菜水餃
鮮蝦水餃
珍珠餛飩(盒裝15顆)
菜肉大餛飩(盒裝10顆)
1號(蓮子+綠豆+珍珠) 冰 55
2號(地瓜+薏仁+珍珠) 冰 55
3號(紅豆+花生+珍珠) 冰 55
4號(芋頭+紅豆+珍珠) 冰 55
5號(花豆+湯圓+珍珠) 冰 55
6號(粉條+黑粉粿+珍珠) 冰 55
1號(小芋圓+蓮子+綠豆+珍珠) 冰 60
2號(小芋圓+地瓜+薏仁+珍珠) 冰 60
3號(小芋圓+紅豆+花生+珍珠) 冰 60
4號(小芋圓+芋頭+紅豆+珍珠) 冰 60
5號(小芋圓+花豆+湯圓+珍珠) 冰 60
6號(小芋圓+粉條+黑粉粿+珍珠) 冰 60
招牌燒仙草(小芋圓+花豆+粉條+珍珠)
招牌仙草(仙草冰沙+仙草凍+芋圓)
花豆豆花 冰 45
珍珠豆花 冰 45
花生豆花 冰 45
紅豆豆花 冰 45
綠豆豆花 冰 45
薏仁豆花 冰 45
芋頭豆花 冰 50
地瓜豆花 冰 50
蓮子豆花 冰 50
芋圓豆花 冰 50
招牌豆花(芋圓+紅豆+薏仁) 冰 55
黑糖薑母茶
紅豆湯
紅豆湯圓
紅豆紫米粥
珍珠紫米粥
湯圓紫米粥
芋圓紫米粥
芋頭紫米粥
2018
沙茶牛肉
蔥燒魚塊
客家封肉
黑胡椒豬肉
三杯雞
客家鹽水雞
牛丼
燒肉丼
蔥丼
塔香丼
魚排丼
雞排丼
豬排丼
泡菜丼
燒起司丼
鮮魚丼
加飯
加肉
加起司
加泡菜
加可樂餅
加魚排
加雞排
加豬排
菜單
奶油
紅豆
芋頭
地瓜
菜脯
芝麻牛奶
起司牛奶
肉鬆牛奶
大腸臭臭鍋
泡菜鍋
沙茶魚頭鍋
海鮮豆腐鍋
麻辣鴨血鍋
藥膳鴨寶鍋
南瓜元寶鍋
素食鍋
浦燒秋刀魚飯包
時蔬蝦捲飯包
正宗池上飯包
唐楊炸雞飯包
香焰烤雞飯包
控肉飯包
黃金排骨(炸)飯包
悟饕排骨(先炸後滷)飯包
薄鹽靖魚飯包
浦燒鲷魚飯包
飄香滷雞腿飯包
養生飯包
醬燒豚肉飯包
鐵路懷舊飯包
椒麻雞腿飯包
雞腿飯包
山賊烤雞腿飯包
海陸雙拼飯包
● 熊熊瓶 ( 適用 S ) 圖為芭樂紅龍果
冷淬烏龍
金萱淬綠
茉香翠玉
小葉紅茶
四季春茶
凍頂烏龍
鐵觀音茶
初香紅露
高山麒麟青
香醇奶茶
茉香奶綠
觀音奶茶
可可芭芮
珍珠奶茶
珍珠綠茶
四季雙Q
百香雙Q
黑糖珍珠奶茶
紅茶拿鐵
茉香拿鐵
四季拿鐵
觀音拿鐵
冬瓜拿鐵
抹茶拿鐵
可可芭芮拿鐵
● 木瓜鮮奶
甘蔗鮮奶
小芋圓鮮奶
黑糖珍珠鮮奶
紅茶歐蕾
茉香歐蕾
四季歐蕾
觀音歐蕾
● 檸檬蘇打
● 百香蘇打
● 金桔蘇打
● 柚子蘇打
● 柳橙蘇打
冬瓜茶
冬瓜檸檬
冬瓜觀音
甘蔗檸檬
甘蔗青茶
甘蔗綠茶
● 芭樂紅龍果
● 紅龍果香橙
● 橙香芭樂
● 青檸芭樂
● 青檸香橙
● 柳橙百香
● 鮮榨葡萄柚
● 鮮榨柳橙汁
翡翠檸檬
港式凍檸
● 橙柚青
● 翡翠香橙
橙香觀音
● 鮮柚淬綠
百香四季
金桔淬綠
金桔檸檬
● 百花蜜檸檬
● 養樂多綠
● 柳橙多多
● 百香多多
● 葡萄柚多
● 多酚淬綠
● 檸檬多酚
● 鮮奶多酚
● 柳橙多酚
● 醉愛
● 初戀
● 醉心
● 醉初
● 紅蘿蔔汁
● 紅蘿蔔蘋果汁
● 蘋果汁
● 蘋果鮮奶
● 蘋果鳳梨汁
● 苦瓜蘋果汁
● 苦瓜鳳梨蘋果汁
● 綜合蔬果汁
黑糖薑母茶
薑汁鮮奶
薑汁檸檬
蘭香排骨飯
貴妃雞腿飯
咔啦招牌飯
紅燒牛腩飯
照燒腿排飯
香滷雞腿飯
香滷排骨飯
香酥魚排飯
鮮三杯雞飯
宮保雞丁飯
蔥燒豬柳飯
赤醬烤肉飯
燒肉蝦捲飯
小三拼(照燒+燒肉+蝦捲)
蜜翅蝦捲飯
寧坡焢肉飯
1號餐海陸特餐(照燒腿排+魚排)
2號餐超值特餐(照燒腿排+排骨)
3號餐超值特餐(貴妃雞腿+蝦捲1)
4號餐超值特餐(蘭香排骨+蝦捲2)
龍蝦沙拉起士
牛肉黑胡椒起士
燒肉泡菜起士
墨西哥香腸起士
義大利肉醬起士
鮪魚玉米起士
培根馬鈴薯起士
蒜味杏包菇起士
原味杏包菇起士
蛋沙拉起士
蒜味double起士
花生牽絲起士
可可牽絲起士
花生QQ
可可QQ
奶酥QQ
藍莓QQ
草莓QQ
抹茶QQ
芝麻QQ
花生綿綿
可可綿綿
奶酥綿綿
藍莓綿綿
草莓綿綿
抹茶綿綿
芝麻綿綿
燻雞歐姆起士
燒肉歐姆起士
肉醬歐姆起士
墨西哥歐姆起士
鮪魚歐姆起士
培根馬鈴薯歐姆起士
杏包菇歐姆起士
火腿歐姆起士
玉米歐姆起士
肉醬蔬菜
燒肉蔬菜
牛肉蔬菜
鮪魚蔬菜
玉米蔬菜
杏包菇蔬菜
一品紅燒牛筋麵
半筋半肉牛肉麵
紅燒牛肉麵
蛋花牛肉湯麵
牛肉湯麵
餛飩湯麵
榨菜肉絲湯麵
貢丸湯麵
蓋彭湃招牌湯麵
菊花蚌麵(嘴邊肉+蛤蜊)
一品牛筋乾拌麵
半筋半肉牛肉乾拌麵
牛肉乾拌麵
XO醬乾拌麵
招牌肉燥乾意麵
香辣肉燥乾麵
沙茶肉燥乾麵
紅油抄手乾麵
酢醬麵
餛飩乾麵
榨菜肉絲乾麵
麻醬麵
雙醬麵
薑絲嘴邊肉湯
蛤蜊湯
餛飩湯
貢丸湯
青菜蛋花湯
蛋花餛飩湯
蛋花貢丸湯
蛋花牛肉清湯
牛肉湯
現燙嘴邊肉
紅油抄手10顆
燙青菜
燙豆芽菜
紅豆
奶油
蘿蔔絲
奶油紅豆
抹茶紅豆
珍珠紅豆
珍珠奶油
珍珠抹茶
熔岩巧克力
古早紅豆湯
綜合燒仙草
黑糖珍珠鮮奶茶
招牌鍋貼
韭菜鍋貼
韓式辣味鍋貼
咖哩鍋貼
田園蔬菜鍋貼
玉米鍋貼
韭黃魚肉鍋貼
招牌水餃
韭菜水餃
韓式辣味水餃
咖哩水餃
田園蔬菜水餃
玉米水餃
韭黃魚肉水餃
鮮蝦水餃
鮮蝦魚肉水餃
酸辣湯餃(8顆)(招)
玉米湯餃(8顆)(招)
酸辣湯
玉米濃湯
旗魚花枝丸湯
白豆漿
無糖豆漿
黑豆漿
真傳紅茶
寒天真傳紅茶
寒天薏仁豆漿
麻油雞湯
麻油雞湯+麵線
麻油腰只湯
麻油腰只湯+麵線
麻油豬心湯
麻油豬心湯+麵線
麻油豬肝湯
麻油豬肝湯+麵線
麻油赤肉湯
麻油赤肉湯+麵線
麻油鮮魚湯
麻油鮮魚湯+麵線
豬心清湯
豬心清湯+麵線
豬肝清湯
豬肝清湯+麵線
腰只清湯
腰只清湯+麵線
鮮魚清湯
鮮魚清湯+麵線
四物雞
四物雞 加麵線
當歸豬腳
當歸豬腳+麵線
人蔘雞
人蔘雞+麵線
香菇雞
香菇雞 +麵線
麻油麵線(乾)
麻油麵線(湯)
沙茶乾麵
乾米血糕
青 菜
乾腰只
乾豬心
乾下水
乾豬肝
乾赤肉
乾鮮魚
麻油雞湯
麻油雞湯+麵線
麻油腰只湯
麻油腰只湯+麵線
麻油豬心湯
麻油豬心湯+麵線
麻油豬肝湯
麻油豬肝湯+麵線
麻油赤肉湯
麻油赤肉湯+麵線
麻油鮮魚湯
麻油鮮魚湯+麵線
豬心清湯
豬心清湯+麵線
豬肝清湯
豬肝清湯+麵線
腰只清湯
腰只清湯+麵線
鮮魚清湯
鮮魚清湯+麵線
四物雞
四物雞 加麵線
當歸豬腳
當歸豬腳+麵線
人蔘雞
人蔘雞+麵線
香菇雞
香菇雞 +麵線
麻油麵線(乾)
麻油麵線(湯)
沙茶乾麵
乾米血糕
青 菜
乾腰只
乾豬心
乾下水
乾豬肝
乾赤肉
乾鮮魚
麻油雞湯
麻油雞湯+麵線
麻油腰只湯
麻油腰只湯+麵線
麻油豬心湯
麻油豬心湯+麵線
麻油豬肝湯
麻油豬肝湯+麵線
麻油赤肉湯
麻油赤肉湯+麵線
麻油鮮魚湯
麻油鮮魚湯+麵線
豬心清湯
豬心清湯+麵線
豬肝清湯
豬肝清湯+麵線
腰只清湯
腰只清湯+麵線
鮮魚清湯
鮮魚清湯+麵線
四物雞
四物雞 加麵線
當歸豬腳
當歸豬腳+麵線
人蔘雞
人蔘雞+麵線
香菇雞
香菇雞 +麵線
麻油麵線(乾)
麻油麵線(湯)
沙茶乾麵
乾米血糕
青 菜
乾腰只
乾豬心
乾下水
乾豬肝
乾赤肉
乾鮮魚
韓式泡菜鍋
沙茶風味鍋
鴨血沙茶鍋
鮮味海陸鍋
大腸臭臭鍋
