雞肉河粉
鐵板麵改飯->醬汁會另外裝
餐包+酥皮濃湯
餐包(1個)
玉米濃湯
加麵(1碗)
伯爵紅茶
阿薩姆紅茶
白毫綠茶
台灣鮮綠茶
台灣四季春茶
決明子大麥茶
黑糖珍珠鮮奶
蜂蜜珍珠鮮奶
大甲芋頭鮮奶
萬丹紅豆鮮奶
蔓越莓寒天鮮奶
黑糖鮮奶
冬瓜鮮奶
小紫蘇鮮奶
黑糖薑母鮮奶
伯爵鮮奶茶
阿薩姆鮮奶茶
白毫鮮奶茶
抹香綠鮮奶茶
四季春鮮奶茶
黑糖薑母鮮奶茶(固定甜度)
葡萄柚鮮果綠
多多檸檬綠
甘蔗四季春
冬瓜四季春小紫蘇
檸檬綠小紫蘇
冬瓜檸檬小紫蘇固定甜度)
烏陳洛神花(固定甜度)
黑糖薑母茶(M-僅熱飲)
古早味冬瓜茶(固定甜度)
黑糖珍珠
蜂蜜珍珠
萬丹紅豆
蔓越莓寒天
小紫蘇
家傳肉焿
家傳肉焿麵
家傳肉焿飯
家傳肉焿米粉
家傳肉焿冬粉
家傳肉焿王子麵
庫辣肉焿乾拌麵
車庫蓋飯
蔥油鷄蓋飯(週一限定)
車庫一隻雞腿麵(湯)(週一限定)
私房快閃隱藏版菜單(週一限定請致電我們一起為布魯忙ㄉㄟˇ吃入滿滿活力)
飄香肉燥飯
千里肉燥麵
千里肉燥米粉
千里肉燥冬粉
千里肉燥王子麵
功夫油豆腐
阿嬤茶葉蛋
可爾必思
燙青菜
傑克厚牛芝加哥堡
里肌肉蛋黑磚堡
凱薩雞排芝加哥堡
烙烤雞腿米堡
醬烤豬排蛋法頌堡
火腿歐姆波蘿堡
肉鬆薯泥法頌堡
鱈魚條漢堡
厚切豬排盤餐
元氣厚牛盤餐
薯泥肉醬蛋捲盤餐
歐式凱撒雞排盤餐(辣)
美式經典盤餐
美式雞柳盤餐
法式火腿盤餐
活力總匯盤餐
雞柳
培根牛肉
咔啦雞腿(辣)
醬烤豬排蛋
烙烤雞腿
鱈魚條
泡菜雞肉(辣)
肉醬蛋
沙嗲牛肉
風味燒肉(辣)
肉鬆薯泥
麥香雞
厚切豬排
傑克厚牛
里肌肉蛋
凱薩雞排(辣)
起司燻腸
咔拉魚排
嫩蛋花生培根
總匯蛋
風味燒肉蛋(辣)
桃木燻雞蛋
火腿歐姆蛋
培根蛋
玉米蛋
鮪魚沙拉蛋
起司蛋
火腿蛋
肉鬆蛋
湯種土司
波蘿
幸福兒童餐(麥克雞塊+脆薯+蔬菜熱狗+蘋果茶)
拿坡里肉醬義大利麵
法式燻雞義大利麵
肉醬脆薯
美式雞柳條(2條)
德式燻腸(2條)
黃金脆薯
骰子雞塊(6塊)
麥克雞塊(5塊)
鱈魚條(2條)
蘿蔔糕
蔬菜熱狗(2條)
三角薯餅(4塊)
摩卡咖啡
拿鐵咖啡
義式研磨咖啡
綜合咖啡
紅茶拿鐵
薏仁漿
奶香可可
旺來果茶
蘋果茶
玄米煎茶
奶茶
紅茶
臭臭豬肉鍋
臭臭牛肉鍋蛋
臭臭羊肉鍋蛋
泡菜豬肉鍋
泡菜蛋
沙茶鴨血鍋
蔬菜鍋
素食鍋
原味豬肉鍋
原味蛋
沙茶豬肉鍋
沙茶蛋
麻辣豬肉鍋
麻辣蛋
咖哩蛋
鮭魚鍋
鮮蝦鍋
海陸鍋蛋
請於備註告知需生食或熟食※生食不提供湯碗
"和風昆布鍋
【牛肉 / 豬肉】二選一、白飯、【香滷血旺 / 香滷百頁】二選一"
"厚實龍骨鍋
【牛肉 / 豬肉】二選一、白飯、【香滷血旺 / 香滷百頁】二選一"
"老先覺麻辣鍋
【牛肉 / 豬肉】二選一、白飯、【香滷血旺 / 香滷百頁】二選一"
"港式沙茶鍋
【牛肉 / 豬肉】二選一、白飯、【香滷血旺 / 香滷百頁】二選一"
"起司味增鍋
【牛肉 / 豬肉】二選一、白飯、【香滷血旺 / 香滷百頁】二選一"
"桔醬鍋
【牛肉 / 豬肉】二選一、白飯、【香滷血旺 / 香滷百頁】二選一"
香滷血旺
香滷百頁
牛肉
豬肉
小油皮【豆皮】
魚餃
蟹味棒
甜不辣條
黑木耳
金針菇
南瓜片
凍豆腐
米血糕
虱目魚丸
松柏嶺高山清茶
文烘正欉鐵觀音
鹿谷黃金烏龍茶
文山小葉種綠茶
日月魚池鄉紅茶
原鄉義豐冬瓜茶
義豐冬瓜清茶
義豐冬瓜檸檬
義豐冬瓜鐵觀音
正欉鐵觀音蔓越莓
老欉芭樂梅
老欉芭樂檸檬
老欉芭樂柳橙綠茶
珠光翡翠檸檬茶
枋山芒果鮮綠茶
枋山芒果鮮紅茶
野生蜂蜜檸檬綠茶
野生蜂蜜檸檬紅茶
野生蜂蜜檸檬清茶
香橙果粒鮮綠
鮮葡萄柚果粒綠茶
騎士真橙打火龍
愛情動作草莓牛奶
奇異博士愛草莓
藍天綠草加白白的
倒莓香蕉被切片
卡牙縫的蜂蜜飲
魚池鄉紅茶鮮奶
黃金烏龍烤鮮奶
白毫翡翠鮮奶茶
義豐冬瓜鮮奶茶
宇治抹茶鮮奶茶
宇治金時鮮奶茶
正欉觀音鮮奶茶
白芋珍珠鮮奶茶
紅豆珍珠鮮奶茶
抹茶珍珠鮮奶茶
黑芝麻珍珠鮮奶茶
火龍果珍珠鮮奶茶
荔枝英式伯爵鮮奶茶-英國
唐寧格雷仕女伯爵鮮奶茶-英國
秋摘大吉嶺鮮奶茶-印度
葛雷二世伯爵鮮奶茶-英國
錫蘭斯里蘭卡鮮奶茶
老欉阿薩姆鮮奶茶-斯里蘭卡
瑪黑法式藍伯爵奶茶-法國
熱芝麻什穀可可
鮮果熱蔓越莓汁
熱義大里可可薄荷飲
熱蜂蜜檸檬薄荷飲
香醇芋頭鮮奶茶
蜜釀熱檸檬紅茶
芳醇香蕉牛奶蛋黃飲
香蕉牛奶飲
豐樂牛奶薏仁飲
桂圓紅棗茶
鮮果蔓越莓可可
花生珍珠鮮奶茶
花生仁
鮮紅豆
大芋頭
薏仁
白玉珍珠
抹茶珍珠
黑芝麻珍珠
火龍果珍珠
香酥雞腿飯
家傳滷雞腿飯
酥炸排骨飯
懷舊滷排骨飯
古早味燒肉飯
鯛魚排飯
鱈魚排飯
時蔬鮮菇飯
媽媽菜便當
炸豆腐
黃金蛋
11:30～13:30
週六晚上及週日休息
使用花東縱谷優質米
嚴選新鮮食材
無添加味精
堅果饅頭
起司饅頭(芋/黑/紅三選一)
紅糖桂圓
茶饅頭(沖繩黑糖製內餡包綠豆沙核桃和桂圓)
健康饅頭
日本黑金剛(沖繩黑糖製)
紅點豆沙包(台灣蜜紅豆)
麻辣肉包(當日溫體豬肉)
黃點鮮肉包(加入三星蔥)
紅點竹筍肉包
芋頭饅頭(冰檳榔心芋頭)
牛奶饅頭(瑞穗鮮奶)
紅糖饅頭(不添加色素)
特製花捲
綠點素菜包
全麥饅頭
山東饅頭
◎日月潭珠珠鮮奶
南投四季春鮮奶珠珠
◎三丸撞奶《鮮奶+三種顏色珠珠》
◎三丸撞奶《鮮奶+三種顏色珠珠》去冰+5
◎三丸撞奶《鮮奶+三種顏色珠珠》溫+5
◎三丸撞奶《鮮奶+三種顏色珠珠》熱+5
◎宇治鮮抹奶珠珠
可可鮮奶珠珠
小農牧場鮮乳（瓶）960cc
◎台灣國寶茶（白玉茶/冬瓜）
◎日月潭紅茶
◎南投四季春青茶
◎黃金健康蕎麥茶（建議無糖）
純蜜(珠珠/四季春)
白玉(三丸/四季春)
◎青春美廲（奇異果+蘋果+鳳梨+波菜）
◎乾乾淨淨（蘋果+鳳梨+甜菜根+香蕉）
芒果跳探戈（芒果+香蕉+柳橙）
◎芒果跳火圈（芒果+火龍果+鳳梨）
小確幸美莓 (蔓越苺+覆盆子+草莓+香蕉)
健康靠近我（西洋芹+蘋果+鳳梨+柳丁+檸檬）
白玉檸檬（白玉=冬瓜）
檸檬愛玉
◎翡翠檸檬
◎百香QQ四季春
◎3C葡萄柚四季春
◎奇異果愛玉（紐西蘭奇異果+中華甜愛玉）
◎養樂多四季春
◎葡萄柚養樂多
百香果養樂多
檸檬養樂多
大腸臭臭鍋
海鮮豆腐鍋
泡菜鍋
咖哩鍋
豬肉鍋
雞肉鍋
牛肉鍋
羊肉鍋
鯛魚鍋
牛奶鍋
皮蛋鍋
麻辣鴨血鍋
蔬菜鍋
素食鍋
特製大套餐(小乾麵/旗魚羹/芋圓)
特製小套餐(小乾麵/魚丸湯/芋圓)
招牌綜合清湯
招牌綜合羹
招牌羹麵
招牌羹米粉
招牌羹冬粉
特製鮮肉水餃(每份)
鮮肉湯餃(10個)
鮮肉羹餃(10個)
祖傳旗魚羹
祖傳旗魚丸清湯
旗魚羹麵
旗魚羹米粉
旗魚羹冬粉
鴉片魚丸羹麵
鴉片魚丸羹米粉
鴉片魚丸羹冬粉
苑裡魚丸湯
冬粉魚丸湯
鴉片魚丸湯麵
鴉片魚丸湯米粉
鴉片魚丸湯冬粉
油豆腐冬粉
鄭家紅豆芋圓(熱/冰)
招牌乾米粉
招牌乾麵
招牌乾冬粉
燙青菜
小菜(滷味.豆干.海帶.油豆腐)
糖心蜜茶
糖心蜜烏龍
茉莉綠茶
高山青茶
古早味冬瓜茶
冬瓜青/烏
桔香冰梅綠
梅果綠/紅
蜂蜜綠
百香綠
養樂多綠
爵士巧克力
曼特寧咖啡
檸檬愛玉
膠原愛玉
寒天愛玉
膠原愛玉小紫蘇
寒天愛玉小紫蘇
蜜檸小紫蘇
桔香小紫蘇
百香小紫蘇
梅果冰茶
膠原梅果露
紅茶拿鐵
珍珠紅茶拿鐵
烏龍拿鐵
冬瓜拿鐵
抹茶拿鐵
桂圓紅棗拿鐵
薑母拿鐵
紅豆抹茶拿鐵
紅豆沙鮮奶露
芋頭鮮奶露
珍珠拿鐵
炸彈檸檬
金桔檸檬
檸檬梅子
檸檬冬瓜
黑糖桔茶
檸檬綠
檸檬蜂蜜
檸檬蜂蜜蘆薈
檸檬養樂多
蜂蜜蘆薈
蜂蜜葡萄柚
柚蜜綠
經典奶茶
茉香奶茶
烏龍奶茶
珍珠奶茶
椰果奶茶
相思逗珍奶
桂圓紅棗奶茶
薑母奶茶
原味蛋糕
紅豆蛋糕
珍珠蛋糕
巧克力蛋糕
仙楂洛神梅
桂圓紅棗
黑糖薑母
珍珠.愛玉.椰果.小紫蘇
布丁.紅豆.蘆薈.寒天晶球.膠原晶鑽
排骨飯
爌肉飯
糖醋里肌飯
牛柳飯
雞腿飯
菜肉
韭菜
蕃茄拉麵
大滷拉麵
沙茶牛肉麵
菜肉
酸辣湯
蔬菜湯
燙青菜
大豆干(1個)
豆干(3片)
海帶
滷蛋
百頁豆腐
花干
豆皮
招牌便當
蔥爆牛肉
紅燒牛腩
獅子頭
咕咾里肌
蔥爆里肌
控肉飯
香酥雞排
日式炸豬排
香滷雞腿
香酥雞腿
咖哩雞腿
宮保雞丁
椒麻雞腿
香酥多利魚
豆酥鯛魚
香煎鯖魚
深海圓鱈(豆酥/清蒸)
蒲燒鰻魚
無骨牛小排飯
糖醋魚排飯
雞腿飯
蒲燒鯛魚飯
滷豬腳飯
日式豬排飯
糖醋里肌肉飯
咖哩牛肉飯
咖哩豬排飯
咖哩雞排飯
花枝捲飯
蝦捲飯
去骨香雞排飯
排骨飯
焢肉飯
椒麻雞飯
鮭魚蛋炒飯
蝦仁蛋炒飯
叉燒蛋炒飯
A01.肉桂糖霜鬆餅
A03.英國唐寧伯爵天使
A04.日式靜岡抹茶蜜紅豆
A05.義式Musetti香濃巧克力
A06.杏仁巧醬鬆餅
A07.蘭姆葡萄鬆餅
A08.巧醬蜂蜜鮮奶霜
A09.好事花生巧醬鮮奶霜
A10.香蕉巧醬鮮奶霜
A11.巧醬卡士達
A14.巧醬酥烤棉花糖
A19.焗烤藍莓起士
A20.鮪魚咬洋蔥
B02.雙味炸雞
B03.泰式椒麻雞
B04.低脂蒜味松板豬
B05.烤酒糟燒肉
B08.韓式烤牛肉
美式咖啡
拿鐵咖啡
提拉米蘇咖啡
黑糖拿鐵
焦糖拿鐵
榛果拿鐵
天使紅茶
茉香綠茶
天使奶茶
桔梅綠茶
鮮桔茶
檸檬紅茶
奶蓋紅茶(僅限冰飲)
奶蓋綠茶(僅限冰飲)
南非博士茶
南非博士檸檬茶
蜂蜜檸檬汁
梅子洛神茶
奶蓋博士茶(僅限冰飲)
鮮奶茶
黑糖鮮奶茶
伯爵鮮奶茶
焦糖鮮奶茶
榛果鮮奶茶
可可歐蕾
法式起司吐司
法式鮪魚吐司
法式燒肉吐司
法式蜂蜜吐司
法式燻雞吐司
法式肉鬆吐司
甜蜜雙醬吐司
起司嫩蛋吐司
鮪魚嫩蛋吐司
日式燒肉吐司
藍莓起士吐司
肉鬆嫩蛋吐司
養生麥茶
※凍頂烏龍茶
※台灣四季青
※玉韻釀紅茶
※松柏嶺綠茶
斑蘭珍珠綠
芙蓉仙凍綠
※蜂蜜喚烏龍S
※鳳梨喚青茶
多桑冰沙S
朱古力冰沙S
蘭香檸檬S
※野莓歸綠
※蘋果冰醋
寒冰檸檬綠
初戀知檸檬
金桔念檸檬
蜂蜜念檸檬S
※斑蘭念檸檬
※五寶鮮果飲
※柚柚蜂蜜青
鮮橙金桔綠
百香鮮橙綠
綠茶喚多多
柚柚喚多多
檸檬喚多多
※鮮橙喚多多
※蘭香玉露青
※柴燒冬瓜茶S
柴燒冬瓜青S
冬瓜找檸檬S
※斑蘭找冬檸S
百花蜂蜜茶S
※桑心洛神茶
芋香奶露
※芋香珍珠奶露
※舉頭望明月S
※小笠原抹茶鮮奶
冬瓜念鮮奶S
※黑糖珍珠鮮奶S
芙蓉奶茶
舊識可可
阿華愛甜甜
桑心洛神奶
※芙蓉仙凍奶茶
※黑糖珍珠奶茶
奶綠/奶烏/奶青 同源
陸空餐（牛+雞）
海陸餐（蝦+牛）
陸海空餐（蝦+牛+雞）
滷雞腳
滷牛腱
紹興醉蝦
原味泡芙8入
巧克力泡芙8入
咖啡泡芙8入
芝麻泡芙8入
藍莓雙餡泡芙6入
草莓雙餡泡芙6入
覆盆子雙餡泡芙6入
鳳梨雙餡泡芙6入
招牌雞腿
招牌排骨飯
招牌控肉飯
滷排骨飯
滷雞腿飯
魚排飯(時魚)
蔥爆豬肉片飯
黑胡椒豬肉片飯
三杯雞丁飯
每日特餐
肉絲炒飯
肉絲炒麵
素炒飯
素炒麵
炒時蔬
回鍋肉
炸豆腐
紅燒豆腐
麻婆豆腐
魚香茄子
辣子雞丁
宮保雞丁
炒山豬肉
蕃茄炒蛋
蔥花烘蛋
菜圃烘蛋
豆干肉絲
蔥爆
青椒
香根
茄香肥腸
客家小炒
脆皮肥腸
蒜香肥腸
蒜泥蒸蝦
豆瓣吳郭魚
紅燒吳郭魚
四寶湯
蛤蜊湯
肚片湯
小火鍋(冬季限定)
砂鍋魚頭
魷魚螺肉蒜
肉醬義大利麵(牛肉)
義式臘腸蘑菇麵
辣味培根蘑菇義大利麵
辣味雞肉蕃茄麵
白酒蛤蠣蕃茄麵
海鮮蕃茄麵
蕃茄蟳味鮪魚義大利麵
嫩雞鮮蔬蕃茄麵
牛肉丸蕃茄義大利麵
煙燻鮭魚奶油麵
蒜味奶油雞肉麵
培根奶油蛋汁麵
奶油培根蘑菇麵
海鮮奶油麵
青蔬雞肉奶油麵
蘑菇雞肉青醬奶油麵
青醬蛤蠣義大利麵
香蒜辣味雞肉麵
香蒜白酒蛤蠣麵
香蒜辣味雞肉義大利麵
香蒜海鮮義大利麵
櫻桃鴨胸義大利麵
菠菜雞丁燉飯
煙燻鮭魚蘆筍奶油燉飯
西西里海鮮蕃茄燉飯
牛肝菌燉飯
黑墨汁海鮮燉飯
牛肉醬千層麵
臘腸蘑菇焗飯
培根奶油野菇焗麵
焗烤海鮮麵
田園素麵蕃茄醬
橄欖油時蔬義大利麵
橄欖油時蔬燉飯
開胃酒
頂級生菲力牛肉薄片 或 今日湯 或凱薩沙拉
美國頂級肋眼 或 紐約牛排 (16oz.)
美國菲力牛排 (8oz.) 佐鮮蝦
美國頂級肋眼 或 紐約牛排 (12oz.)
美國菲力牛排 (8oz.)
新鮮時蔬 或 馬鈴薯
甜點
咖啡 或 紅茶
雞尾醬汁蝦/乾烹蝦
頂級生菲力牛肉薄片
紐奧良煎蝦
生煎鮪魚片
洛克菲焗烤鮮蝦
紐奧良蟹肉糕
蟹肉鑲蘑菇
香煎干貝
蟹肉馬丁尼
香煎鵝肝
凱薩沙拉
菠菜沙拉
新鮮莫札瑞拉黑柿蕃茄沙拉
龍蝦湯
茹絲葵沙拉
翡翠沙拉
秋收沙拉
今日濃湯
菲力牛排 (11oz.)
小菲力牛排 (8oz.)
小菲力牛排 (8oz.) 搭配鮮蝦
紐約牛排 (12oz.)
紐約牛排 (16oz.)
肋眼牛排 (12oz.)
肋眼牛排 (16oz.)
帶骨肋眼牛排 (22oz.)
丁骨牛排 (22oz.)
紅坊牛排 (40oz.) 二人份
戰斧肋眼牛排 (40oz.)
蝦子
綠胡椒醬
奧斯卡(蟹肉糕、蘆筍配伯乃滋醬)
香酥藍紋起司
燒烤羊排
填料雞胸
燒烤波特菇
紐奧良煎蝦
香煎鮪魚
精選海鮮
活龍蝦
焗馬鈴薯
烤馬鈴薯
馬鈴薯泥
炸薯條
牛排薯條
洋蔥炒馬鈴薯
香炒菠菜
奶油菠菜
焗菠菜
青花椰菜
焗青花椰菜
火烤玉米
蒜香烤菇
烤甘藍菜心
烤蕃茄
酥炸洋蔥圈
焗義大利通心粉
烤蘆筍配荷蘭醬
香蕉奶油派
蘋果派
起司蛋糕
魔鬼巧克力蛋糕
巧克力蛋糕
焦糖布丁
巧克力豆麵包布丁
季節性莓子配香草甜醬
冰淇淋或雪寶
咖啡
茶
卡布奇諾
義式濃縮咖啡
開胃酒
頂級生菲力牛肉薄片 或 今日湯 或凱薩沙拉
美國頂級肋眼 或 紐約牛排 (16oz.)
美國菲力牛排 (8oz.) 佐鮮蝦
美國頂級肋眼 或 紐約牛排 (12oz.)
美國菲力牛排 (8oz.)
新鮮時蔬 或 馬鈴薯
甜點
咖啡 或 紅茶
雞尾醬汁蝦/乾烹蝦
頂級生菲力牛肉薄片
紐奧良煎蝦
生煎鮪魚片
洛克菲焗烤鮮蝦
紐奧良蟹肉糕
蟹肉鑲蘑菇
香煎干貝
蟹肉馬丁尼
香煎鵝肝
凱薩沙拉
菠菜沙拉
新鮮莫札瑞拉黑柿蕃茄沙拉
龍蝦湯
茹絲葵沙拉
翡翠沙拉
秋收沙拉
今日濃湯
菲力牛排 (11oz.)
小菲力牛排 (8oz.)
小菲力牛排 (8oz.) 搭配鮮蝦
紐約牛排 (12oz.)
紐約牛排 (16oz.)
肋眼牛排 (12oz.)
肋眼牛排 (16oz.)
帶骨肋眼牛排 (22oz.)
丁骨牛排 (22oz.)
紅坊牛排 (40oz.) 二人份
戰斧肋眼牛排 (40oz.)
蝦子
綠胡椒醬
奧斯卡(蟹肉糕、蘆筍配伯乃滋醬)
香酥藍紋起司
燒烤羊排
填料雞胸
燒烤波特菇
紐奧良煎蝦
香煎鮪魚
精選海鮮
活龍蝦
焗馬鈴薯
烤馬鈴薯
馬鈴薯泥
炸薯條
牛排薯條
洋蔥炒馬鈴薯
香炒菠菜
奶油菠菜
焗菠菜
青花椰菜
焗青花椰菜
火烤玉米
蒜香烤菇
烤甘藍菜心
烤蕃茄
酥炸洋蔥圈
焗義大利通心粉
烤蘆筍配荷蘭醬
香蕉奶油派
蘋果派
起司蛋糕
魔鬼巧克力蛋糕
巧克力蛋糕
焦糖布丁
巧克力豆麵包布丁
季節性莓子配香草甜醬
冰淇淋或雪寶
咖啡
茶
卡布奇諾
義式濃縮咖啡
*香煎挪威鯖魚飯
咖哩豬排飯
香酥鱈魚飯
雞腿飯
排骨飯
梅干扣肉飯
香蒸肉丸飯
咖哩飯
魯肉飯套餐
雞腿
排骨
肉骨茶麵
雞絲麵
老媽肉燥麵
肉骨茶
味噌湯
竹筍湯
皮蛋豆腐
冬瓜檸檬
乾煸四季豆
小菜
烤麩
涼拌雲耳
辣味黃瓜
寧式黃芽菜
炸排骨
紹興醉雞
泡菜
油燜筍
香辣牛肚(冷菜)
糖醋排骨(冷菜)
小籠包
蟹粉小籠包
雞肉小籠包
絲瓜蝦仁小籠包
松露小籠包
菜肉蒸餃
蝦肉蒸餃
鮮魚蒸餃
香菇素餃
蝦仁燒賣
糯肉燒賣
蝦肉煎餃
鮮肉大包
菜肉大包
香菇素包
豆沙大包
芝麻大包
芋泥大包
迷你豆沙包
迷你芝麻包
迷你芋泥包
迷你巧克力包
元盅雞湯
元盅牛肉湯
紅燒牛肉湯(全筋/全肉/半筋半肉)
菜肉餛飩湯
蝦肉餛飩湯
酸辣湯(原味/辣味)
番茄豆腐蛋花湯
油豆腐細粉
牛肝菌鮮菇盅
苦瓜排骨湯
高麗菜/空心菜
地瓜葉/雪白菇小松菜
莧菜/莧菜腐竹
清炒蝦仁
紅燒牛肉麵(全筋/全肉/半筋半肉)
元盅雞湯麵
元盅牛肉湯麵
紅燒牛肉湯麵
雪菜肉絲麵
菜肉餛飩麵
蝦肉餛飩麵
蝦仁麵
排骨麵
炸醬麵
雪菜肉絲乾拌麵
擔擔麵
麻醬麵
紅油燃麵
牛尾炸醬麵
蝦仁蛋炒飯(白米/糙米)
肉絲蛋炒飯(白米/糙米)
排骨蛋炒飯(白米/糙米)
蝦仁肉絲蛋炒飯(白米/糙米)
什蔬蛋炒飯(白米/糙米)
紅油抄手(蝦肉)
紅油抄手(菜肉)
餛飩乾拌(蝦肉)
餛飩乾拌(菜肉)
粽子(鮮肉/豆沙)
赤豆鬆糕(每份2個)
千層油糕(每份2個)
豆沙小籠包
芋泥小籠包
巧克力小籠包
八寶飯(小)
酒釀芝麻湯圓(熱)
糖水芝麻湯圓(熱)
銀耳四寶甜湯(冷)
可樂/健怡可樂
雪碧/可爾必思
台灣生啤酒(600ml)
精釀陳年紹興酒(600ml)
御製紹興酒(150ml/600ml)
米醋禮盒/辣油禮盒
非基改純釀醬油(396ml)
XO醬禮盒
鳳梨酥禮盒
平安筷禮盒
極品豬腳禮盒/豐味香辣醬
桂圓酥禮盒
菜餛飩(生)/蝦餛飩(生)
鮮肉粽禮盒
豆沙粽禮盒
元盅雞湯禮盒
元盅牛肉湯禮盒
千層油膏禮盒
赤豆鬆糕禮盒
鮮肉酥餅/棗泥酥餅
豆沙酥餅/芝麻酥餅/芋泥酥餅
乾煸四季豆
小菜
烤麩
涼拌雲耳
辣味黃瓜
寧式黃芽菜
炸排骨
紹興醉雞
泡菜
油燜筍
香辣牛肚(冷菜)
糖醋排骨(冷菜)
小籠包
蟹粉小籠包
雞肉小籠包
絲瓜蝦仁小籠包
松露小籠包
菜肉蒸餃
蝦肉蒸餃
鮮魚蒸餃
香菇素餃
蝦仁燒賣
糯肉燒賣
蝦肉煎餃
鮮肉大包
菜肉大包
香菇素包
豆沙大包
芝麻大包
芋泥大包
迷你豆沙包
迷你芝麻包
迷你芋泥包
迷你巧克力包
元盅雞湯
元盅牛肉湯
紅燒牛肉湯(全筋/全肉/半筋半肉)
