,0
26,摩卡可可碎片
27,香草
28,巧克力
29,巧克力可可碎片
30,抹茶奶霜
31,雙果果汁
32,星巴克柳橙汁
33,綜合野莓汁
34,石榴綜合鮮果昔
35,芒果鮮果昔
36,奇異果鮮果昔
37,福吉茶那堤
38,經典紅茶那堤
39,玻瑰蜜香茶那堤
40,阿薩姆冰茶
41,抹茶那堤
42,經典巧克力
43,熱牛奶
44,阿里山烏龍茶
45,紅玉紅茶
46,碧螺春
47,東方美人
0,1 麵線羹 + 脆皮炸雞 + 飲料
1,2 鮮酥雞肉羹 + 香酥米糕 + 飲料
2,3 麵線羹 + 無骨雞塊 + 飲料
3,4 廣東粥 + 脆皮炸雞 + 飲料
4,5-1 鮮脆雞腿堡(原味) + 玉米濃湯 + 飲料
5,5-2 鮮脆雞腿堡(辣味) + 玉米濃湯 + 飲料
6,6 鮮酥雞肉羹 + 豬肉可樂餅 + 飲料
7,7 烤雞堡(輕辣) + 脆皮炸雞 + 飲料
8,8 鮮酥雞肉羹 + 照燒豬排堡 + 飲料
9,9-1 麵線羹 + 鮮脆雞腿堡(原味) + 飲料
10,9-2 麵線羹 + 鮮脆雞腿堡(辣味) + 飲料
11,10 兩塊脆皮炸雞 + 飲料
12,11-1 麵線羹 + 香橙雞 + 飲料
13,11-2 麵線羹 + 鮮酥雞 + 飲料
14,12-1 廣東粥 + 香橙雞 + 飲料
15,12-2 廣東粥 + 鮮酥雞 + 飲料
16,鮮脆雞腿堡
17,烤雞堡(輕辣)
18,照燒豬排堡
19,鮮酥雞肉羹
20,麵線羹
21,廣東粥
22,香酥米糕
23,黃金鮮酥雞
24,香橙鮮蔬雞
25,脆皮炸雞
26,無骨雞塊
27,麻糬棒(5支)
28,豬肉可樂餅
29,薯條
30,超長熱狗
31,玉米濃湯
32,可樂
33,零卡可樂
34,汽水
35,檸檬紅茶
36,冰奶茶
37,炭燒冰咖啡
38,柳橙汁
39,熱咖啡
40,熱奶茶
41,熱巧克力
42,冰拿鐵
43,焦糖冰咖啡
44,鮮奶茶
0,碳烤薯片
1,黑金剛花生600g
2,開心果(包)
3,綠茶瓜子600g
4,甘草瓜子600g
5,芒果乾(小)110g
6,芒果乾(大)600g
7,芭樂乾(小)300g
8,楊桃乾(小)300g
9,蔓越梅乾(小)300g
10,葡萄乾(深色/有子)600g
11,黑棗乾(包)
12,甘甜梅 12兩
13,化核梅 12兩
14,橄欖片 12兩
15,仙楂片 11兩
16,巧克力球(足球)600g
17,小77乳加600g
18,蔬菜果(小包)
19,蔬菜果(大包)
20,五香大乖乖
21,魷魚絲(小包)
22,魷魚絲(大包)
23,黑芝麻軟糖(片狀)
24,原味魷魚片(小包)
25,原味魷魚片(大包)
26,碳烤魷魚片(小包)
27,碳烤魷魚片(大包)
28,乾燥-地瓜條(包)
29,乾燥-芋頭條(包)
30,乾燥-馬鈴薯條(包)
31,乾燥-四季豆(包)
32,乾燥-蘋果(包)
33,乾燥-波蘿蜜(包)
34,乾燥-香蕉片(包)
35,乾燥-地瓜條(1公斤)
36,乾燥-芋頭條(1公斤)
0,小米咖哩飯
1,炸雞咖哩飯
2,藍帶起司豬排飯
3,鮮味咖哩飯
4,漢堡肉咖哩飯
5,辣死你媽
6,芙蓉雞飯
7,魚肉米粉
8,小米燜肉飯
9,拉撒麵
0,正宗池上飯包
1,古早味排骨飯包
2,藍帶豬排飯包
3,辣味卡啦雞飯包
4,無骨雞排飯包
5,蒲燒鯛魚飯包
6,魚香堡飯包
7,直火烤肉飯包
8,養生飯包
9,悟饕排骨飯包
10,魚排飯包
11,薄鹽鯖魚飯包
12,焢肉飯包
13,黃金排骨飯包
14,香焰烤雞飯包
15,唐揚炸雞飯包
16,飄香滷雞腿飯包
17,時蔬蝦捲飯包
18,鐵路懷舊飯包
19,香酥雞排飯包
20,山賊烤雞腿飯包
21,雞腿飯包
22,陳香滷豬腳飯包
23,鰻魚飯包
0,原味
1,貓王
2,鹹味辣起司
3,一抹紅豆
4,黑金剛
5,雷檬露
6,貝蕾可可
7,原味
8,鮪魚蕃茄
9,雜菜重生
10,義式南瓜臘腸
11,松露綜合菌菇
12,咖哩雞
13,蔥泥豬
0,經濟菜飯
1,酥炸排骨飯
2,香腸飯
3,火肉飯
4,烤鴨飯
5,叉燒飯
6,油雞腿飯
7,海南雞飯
8,火肉叉燒飯
9,火肉鴨飯
10,叉燒雞飯
11,叉燒鴨飯
12,炸雞腿飯
13,蜜汁烤雞腿飯
14,招牌飯
15,三寶飯
16,滷水牛腱飯
17,蜜汁烤排骨飯
0,禮盒(可選6種請註明在備註)
1,蒟篛干
2,龜苓膏
3,鹹葡萄
4,野生葡萄
5,化核梅
6,玫瑰化核梅
7,陳皮果
8,化應子
9,芭樂干
10,蜜芭樂
11,洛神(乾)
12,玫瑰洛神
13,淡甘梅
14,無子甜梅
15,酸甜梅
16,冰梅
17,香Q果
18,佛手干
19,無花果
20,粉杏李
21,桑甚
22,小紅苺
23,奶梅
24,扁甘草杆
25,陳年杆
26,化核杆
27,甘草杆
28,沉香杆
29,辣杆
30,橄欖簽
31,橄欖片
32,鳯梨干
33,蜜草莓
34,蜜桃子
35,玫瑰桃
36,八仙桃
37,仙楂片
38,陳皮
39,仙楂
40,糖仙楂
41,油切果
42,糖酥陳皮
43,蜜楊桃
44,辣梅
45,玫瑰梅
46,茶葉梅
47,金棗
48,黑金棗
49,甘蔘金桔
50,蜜金桔
51,清涼金桔
52,正桔餅
53,八珍梅
54,柚仔皮
55,涼檸檬
56,草莓干
57,八仙果
58,甘草八仙果
59,野生蜜棗
60,仙李
61,蜜李
62,餐後梅
63,薑母糖
64,綠茶梅
65,紫蘇梅
66,咖啡梅
67,雪花梅
68,玫瑰花梅
69,酒李
70,櫻花果
71,甘草梅
72,櫻花梅
73,檸檬片(吃)
74,檸檬片(泡)
75,辣芒果
76,甜芒果
77,甘草芒果
78,正味芒果
79,黃金芒果
80,蜂蜜芒果
81,麥芽芒果
82,黑芒果干
83,原味芒果青
84,百香芒果
85,凍頂茶梅
86,烏龍茶梅
87,烏沉梅
88,蜜蕃茄
89,蔓越莓
90,金桔條
91,甘草梅片
92,無籽甜梅
93,話梅粉
94,宋丸
95,白話梅(泡)
96,黃金拂手
97,八仙果(黑)
98,玫瑰綠茶梅
99,無籽烏棗
100,蜜藍梅
101,柳橙條
102,梅味芒果青
0,菜單
0,一號招牌靑草茶
1,五號養甘靑草茶
2,苦 茶
3,白河蓮藕茶
4,台東洛神花茶
5,關西仙草茶
6,日式麥茶
7,台南冬瓜茶
8,＊養生黑木耳
9,洛 神 梅
10,古早味紅茶
11,貴妃綠茶
12,黃金烏龍
13,萬兩青茶
14,梅子冰茶
15,梅子綠茶
16,＊白甘蔗清茶
17,油切綠茶
18,玄米綠茶
19,桂花綠茶
20,高山烏龍
21,招牌鲜奶
22,鲜 奶 茶
23,麥香奶茶
24,冬瓜鲜奶
25,鲜奶綠茶
26,鲜奶鳥龍
27,鲜奶青茶
28,蓮藕鲜奶
29,＊白甘蔗鮮奶
30,檸檬汁
31,冬瓜檸檬
32,檸檬綠茶
33,檸檬青茶
34,檸檬梅子
35,＊白甘蔗檸檬
36,桂圓鮮奶
37,薑汁鲜奶
38,紅 豆 湯
39,燒 仙 草
40,龍 眼 干
41,薑 母 茶
42,紅豆湯圓
43,薑汁湯圓
44,桂圓湯圓
45,焼仙草湯圓
46,圓 仔 湯
47,包餡湯圓
0,格雷伯爵冰茶
1,錫蘭冰茶
2,阿薩姆冰茶
3,翡翠綠茶
4,文山青茶
5,碳焙烏龍
6,洋甘菊冰茶
7,玫瑰花瓣冰茶
8,黑森林冰茶
9,薰衣草冰茶
10,俄羅斯冰茶
11,櫻桃白蘭地冰茶
12,多多綠
13,桂花綠凍
14,冰梅凍飲
15,鮮桔茶
16,檸檬紅茶
17,檸檬綠茶
18,檸檬青茶
19,葡萄柚綠茶
20,梅子綠
21,檸檬梅子
22,夏威夷冰茶
23,奶紅茶
24,奶綠茶
25,奶烏龍茶
26,奶青茶
27,榛果奶茶
28,太妃奶茶
29,雙色珍珠奶茶
30,波霸紅豆奶茶
31,紅豆奶茶
32,椰果奶茶
33,咖啡凍奶茶
34,日式抹茶紅豆
35,鮮奶伯爵
36,鮮奶錫蘭
37,鮮奶阿薩姆
38,薄荷葉鮮奶茶
39,薰衣草鮮奶茶
40,日式抹茶鮮奶
41,英式鮮奶紅茶
42,可可亞
43,阿華田
44,杏仁牛奶
45,特調咖啡
46,摩卡咖啡
47,拿鐵咖啡
48,卡布奇諾
49,焦糖拿鐵
50,榛果拿鐵
51,鮪魚吐司
52,玉米火腿吐司
53,花生厚片
54,楓糖厚片
55,奶酥厚片
56,巧克力厚片
0,烤肉刈包
1,焢肉刈包
2,黑胡椒香腸刈包
3,蔬菜刈包
4,花生刈包
5,草苺刈包
6,巧克力醬刈包
7,起司刈包
0,便當
1,便當
2,便當
3,素食涼麵
4,素鍋燒意麵
5,素鍋燒烏龍麵
6,素鍋燒冬粉
7,素鍋燒雞絲
8,素鍋燒臭豆腐
9,素韓式泡菜鍋
10,素韓式泡菜臭豆腐
11,傳統涼麵
12,豆乾肉絲涼麵
13,皮蛋辣味涼麵
14,榨菜肉絲涼麵
15,海苔火腿涼麵
16,台式泡菜涼麵
17,雞絲炸醬涼麵
18,牛蒡涼麵
19,茄汁鮪魚涼麵
20,韓式泡菜涼麵
21,總匯三鮮涼麵
22,切仔湯麵
23,肉燥飯
24,燙青菜
25,手工水餃(每份十粒)
26,陽春麵湯
27,麻醬乾麵
28,榨菜肉絲湯麵
29,榨菜肉絲乾麵
30,肉絲炸醬乾麵
31,鮮蝦餛飩冬粉
32,鮮蝦餛飩乾麵
33,鮮蝦餛飩湯麵
34,鍋燒意麵
35,鍋燒烏龍麵
36,鍋燒冬粉
37,鍋燒雞絲
38,鍋燒臭豆腐
39,鍋燒意麵
40,韓式泡菜鍋
41,韓式泡菜臭豆腐
42,涼拌臭豆腐
43,炸臭豆腐
44,蛋花湯
45,虱目魚丸湯
46,榨菜肉絲湯
47,蛤蜊湯湯
48,鮮蝦餛飩湯
49,紅油抄手
0,招牌烤雞腿飯
1,招牌炸雞腿飯
2,鹹酥炸雞腿飯
3,香燻雞腿飯
4,古早味滷雞腿飯
5,招牌雞排飯
6,辣味雞排飯
7,招牌排骨飯
8,魯排骨飯
9,日式豬排飯
10,黑胡椒豬排飯
11,筍干爌肉飯
12,虱目魚肚飯
13,季節吳郭魚飯
14,肉魚飯
15,柳葉魚飯
16,日式鹹魚飯
17,秋刀魚飯
18,香腸飯
19,經濟便當(菜飯)
0,頂級茉莉綠茶★
1,錫蘭紅茶★
2,皇家伯爵紅茶
3,阿里山冰茶★
4,茶花綠茶★
5,鮮綠茶
6,濃香烏龍
7,靜岡玉露
8,綠茶咖啡
9,烏龍綠茶
10,文山清茶
11,凍頂烏龍茶
12,翠玉煎茶
13,大吉嶺紅茶
14,香片普洱茶
15,東方美人茶
16,日式玄米茶
17,招牌奶茶★
18,熊貓珍珠奶茶★
19,濃醇香珍奶★
20,錫蘭奶茶
21,茉香奶茶
22,皇家伯爵奶茶
23,綠茶咖啡奶
24,沖繩黑糖奶茶
25,布丁奶茶
26,椰果奶茶
27,仙草凍奶茶
28,紅豆奶茶
29,水晶冬瓜茶★
30,冬瓜黑珍珠
31,冬瓜檸檬
32,冬瓜仙草
33,冬瓜奶茶
34,抹茶奶綠★
35,抹茶可可
36,珍珠綠抹茶
37,抹茶冰鑽
38,抹茶紅豆白玉
39,聖塔路黑可可★
40,奧利奧可可
41,黑珍珠可可
42,可可冰鑽
43,翡翠檸檬冰鑽
44,鳳梨清茶★
45,百香鳳梨
46,小紫蘇鳳梨
47,Q白玉鳳梨
48,鳳梨冰鑽
49,鮮果雙Q★
50,鮮百香
51,鮮檸檬
52,梅果綠茶
53,鮮桔綠茶
54,墾丁冰茶★
55,蜂蜜蘆薈
56,多多綠茶
57,蘆薈小紫蘇
58,冰釀桂花
59,冰釀玫瑰
60,藍莓果茶★
61,鮮百香檸檬汁★
62,鮮檸檬汁
63,蜂蜜檸檬
64,鮮桔檸檬
65,檸檬梅子
66,元氣抹茶穀奶
67,黑糖薑茶
68,桂圓紅棗茶
0,頂級茉莉綠茶★
1,錫蘭紅茶★
2,皇家伯爵紅茶
3,阿里山冰茶★
4,茶花綠茶★
5,鮮綠茶
6,濃香烏龍
7,靜岡玉露
8,綠茶咖啡
9,烏龍綠茶
10,文山清茶
11,凍頂烏龍茶
12,翠玉煎茶
13,大吉嶺紅茶
14,香片普洱茶
15,東方美人茶
16,日式玄米茶
17,招牌奶茶★
18,熊貓珍珠奶茶★
19,濃醇香珍奶★
20,錫蘭奶茶
21,茉香奶茶
22,皇家伯爵奶茶
23,綠茶咖啡奶
24,沖繩黑糖奶茶
25,布丁奶茶
26,椰果奶茶
27,仙草凍奶茶
28,紅豆奶茶
29,水晶冬瓜茶★
30,冬瓜黑珍珠
31,冬瓜檸檬
32,冬瓜仙草
33,冬瓜奶茶
34,抹茶奶綠★
35,抹茶可可
36,珍珠綠抹茶
37,抹茶冰鑽
38,抹茶紅豆白玉
39,聖塔路黑可可★
40,奧利奧可可
41,黑珍珠可可
42,可可冰鑽
43,翡翠檸檬冰鑽
44,鳳梨清茶★
45,百香鳳梨
46,小紫蘇鳳梨
47,Q白玉鳳梨
48,鳳梨冰鑽
49,鮮果雙Q★
50,鮮百香
51,鮮檸檬
52,梅果綠茶
53,鮮桔綠茶
54,墾丁冰茶★
55,蜂蜜蘆薈
56,多多綠茶
57,蘆薈小紫蘇
58,冰釀桂花
59,冰釀玫瑰
60,藍莓果茶★
61,鮮百香檸檬汁★
62,鮮檸檬汁
63,蜂蜜檸檬
64,鮮桔檸檬
65,檸檬梅子
66,元氣抹茶穀奶
67,黑糖薑茶
68,桂圓紅棗茶
0,綜合扁食湯麵
1,鮮蝦扁食湯麵
2,芋頭扁食湯麵
3,鮮肉扁食湯麵
4,排骨湯麵
5,酸辣麵
6,酸辣湯餃
7,雞蛋意麵湯
8,鮮蝦扁食乾麵
9,芋頭扁食乾麵
10,鮮肉扁食乾麵
11,排骨乾麵
12,招牌乾麵
13,麻醬乾麵
14,紅油乾麵
15,綜合鹹圓湯
16,鮮肉鹹圓湯
17,鮮蝦扁食湯
18,芋頭扁食湯
19,鮮肉扁食湯
20,魚丸湯
21,貢丸湯
22,青菜豆腐湯
23,蛋花湯
24,酸辣湯
25,紫菜湯
26,現炸蝦捲飯
27,現炸土魠魚飯
28,現炸魚排飯
29,現炸雞腿飯
30,現炸雞排飯
31,現炸排骨飯
32,焢肉飯便當
33,肉燥飯
34,魚鬆飯
35,現炸雞腿
36,現炸土魠魚
37,現炸排骨
38,現炸蝦捲
39,現炸花枝丸
40,現炸扁食
41,現炸豆腐
42,紅油抄手
43,燙青菜
44,水餃
0,鴨翅10支
1,鴨腳10支
2,鴨舌10支
3,鴨胗10粒
4,鴨心10粒
5,鴨脖1支
6,全鴨1隻
7,雞腿1支
8,雞翅4支
9,雞腳10支
10,雞胗10粒
11,雞心1份
12,豆干1份
13,雞肝1份
14,雞脖3支
15,雞屁股1份
16,全雞1隻
17,米血1盒
18,豬心1粒
19,豬舌1付
20,鴨蛋1盒
21,小卷1盒
22,肋排1份
23,百葉豆腐1份
24,鴨腸1份
25,海帶1盒
26,胗頭1份
27,麵腸1盒
28,豬肚一付
29,豆皮一盒
0,原味豬肉干
1,黑胡椒薄豬肉干
2,豬肉鬆
3,海苔豬肉鬆
4,豬肉絲
0,意麵(乾)
1,意麵(湯)
2,麻醬麵
3,陽春麵(湯)
4,陽春麵(乾)
5,榨菜肉絲麵
6,餛飩麵
7,米粉
8,高麗菜水餃(10粒)
9,韮菜水餃(10粒)
10,高麗菜+韮菜(各五粒)
11,肉燥飯
12,鴨肉飯
13,蚵仔粥
14,燙青菜
15,魚丸湯
16,貢丸湯
17,餛飩湯
18,蛋花湯
19,蛤仔湯
20,魚皮湯
21,紫菜蛋花湯
22,◎附清湯
0,蜜汁烤雞腿飯
1,泰式烤雞腿飯
2,泰式椒麻雞飯
3,黃金酥炸雞腿飯
4,酥炸雞排飯
5,碳燒香雞排飯
6,無骨雞排飯
7,日式炸豬排飯
8,台式排骨飯
9,紅麴排骨飯
10,蜜汁烤排骨飯
11,日本鹹魚飯
12,每週特餐-經典豬排
13,宮保雞丁飯
14,三杯雞飯
15,糖醋排骨飯
16,八寶吉祥
17,韓式烤肉
18,碳烤鯛魚
19,碳烤棒腿
20,蜜汁腿排
21,鐡道滷排骨
22,古早滷小骨
23,懷舊滷雞腿
24,五色養生(五穀手抓飯)
25,五穀(手抓飯)
26,素食
0,白飯(攪汁)
1,雞油拌飯
2,火雞飯
3,火雞腿肉飯
4,咖哩火雞飯
5,咖哩酥脆豬排飯
6,特製便當
7,豬腳飯
8,椒鹽里肌豬排飯
9,機油麵線
10,火雞肉麵線
11,火雞腿肉餐(火腿雞肉飯+三樣配菜+丸子湯)
12,火雞肉絲餐(火雞肉絲飯+三樣配菜+丸子湯)
0,頂級茉莉綠茶★
1,錫蘭紅茶★
2,皇家伯爵紅茶
3,阿里山冰茶★
4,茶花綠茶★
5,鮮綠茶
6,濃香烏龍
7,靜岡玉露
8,綠茶咖啡
9,烏龍綠茶
10,文山清茶
11,凍頂烏龍茶
12,翠玉煎茶
13,大吉嶺紅茶
14,香片普洱茶
15,東方美人茶
16,日式玄米茶
17,招牌奶茶★
18,熊貓珍珠奶茶★
19,濃醇香珍奶★
20,錫蘭奶茶
21,茉香奶茶
22,皇家伯爵奶茶
23,綠茶咖啡奶
24,沖繩黑糖奶茶
25,布丁奶茶
26,椰果奶茶
27,仙草凍奶茶
28,紅豆奶茶
29,水晶冬瓜茶★
30,冬瓜黑珍珠
31,冬瓜檸檬
32,冬瓜仙草
33,冬瓜奶茶
34,抹茶奶綠★
35,抹茶可可
36,珍珠綠抹茶
37,抹茶冰鑽
38,抹茶紅豆白玉
39,聖塔路黑可可★
40,奧利奧可可
41,黑珍珠可可
42,可可冰鑽
43,翡翠檸檬冰鑽
44,鳳梨清茶★
45,百香鳳梨
46,小紫蘇鳳梨
47,Q白玉鳳梨
48,鳳梨冰鑽
49,鮮果雙Q★
50,鮮百香
51,鮮檸檬
52,梅果綠茶
53,鮮桔綠茶
54,墾丁冰茶★
55,蜂蜜蘆薈
56,多多綠茶
57,蘆薈小紫蘇
58,冰釀桂花
59,冰釀玫瑰
60,藍莓果茶★
61,鮮百香檸檬汁★
62,鮮檸檬汁
63,蜂蜜檸檬
64,鮮桔檸檬
65,檸檬梅子
66,元氣抹茶穀奶
67,黑糖薑茶
68,桂圓紅棗茶
0,斜塔招牌義大利麵
1,茄汁燻雞義大利麵
2,茄汁鮪魚義大利麵
3,義式花枝義大利麵
4,蕃茄蛤蜊義大利麵
5,羅勒蟹肉義大利麵
6,茄汁海鮮義大利麵
7,米蘭式臘腸沙拉米義大利麵
8,番茄奶油白酒鮭魚義大利麵
9,松子青醬雞肉義大利麵
10,松子青醬鮪魚義大利麵
11,松子青醬鮮蝦義大利麵
12,松子青醬蛤蜊義大利麵
13,松子青醬花枝義大利麵
14,松子青醬海鮮義大利麵
15,菌菇雞柳義大利麵
16,奶汁培根義大利麵
17,奶香蛤蜊義大利麵
18,干貝蟹肉義大利麵
19,西西里海鮮義大利麵
20,香蒜白酒蛤蜊義大利麵
21,白酒煙薰鮭魚義大利麵
22,拿坡里肉醬義大利麵
23,蛋汁培根義大利麵
24,橙汁海鮮義大利麵
25,和風菌菇義大利麵(素)
26,墨西哥辣味義大利麵
27,咖哩羅勒海鮮義大利麵
28,咖哩羅勒雞肉義大利麵
29,黑漆漆蛤蜊墨魚義大利麵
30,焗烤培根洋芋
31,義式肉醬焗麵/飯
32,義式燻雞焗麵/飯
33,奶油燻雞焗麵/飯
34,蕃茄海鮮焗麵/飯
35,西西里海鮮焗麵/飯
36,咖哩羅勒雞肉焗麵/飯
37,咖哩羅勒海鮮焗麵/飯
38,夏威夷果香雞丁焗麵/飯
39,波隆納培根香腸焗麵/飯
40,美國脆薯
41,甜不辣
42,洋蔥圈
43,雞塊
44,辣味雞米花
45,酥炸花枝排(2塊)
46,檸檬雞柳條
47,脆皮蝦球
48,芝心起司棒(5條)
49,北海道漁火
0,招牌鍋貼
1,韭菜鍋貼
2,咖哩鍋貼
3,韓式辣味鍋貼
4,招牌水餃
5,韭菜水餃
6,咖哩水餃
7,韓式辣味水餃
8,鮮蝦水餃
9,招牌湯餃
10,韭菜湯餃
11,咖哩湯餃
12,韓式辣味湯餃
13,鮮蝦湯餃
14,酸辣湯
15,旗魚花枝丸湯
16,玉米濃湯
17,黑豆漿
18,白豆漿
0,福汎椰香奶酥
1,福汎花生醬
2,福汎巧克力醬
3,維汎牛排館蒜香抹醬
4,福汎純奶酥
0,脆皮雞排
1,脆皮雞塊
2,脆皮雞翅
3,馬鈴薯餅
4,梅子地瓜條
5,脆皮甜不辣
6,脆皮百頁豆腐
7,脆皮米腸
8,脆皮豬血糕
9,脆皮花枝丸
10,脆皮馬鈴薯條
11,脆皮洋蔥圈
12,馬加駱起司條
13,脆皮鮮魷
14,苿香綠茶
15,麥香紅茶
16,古早冬瓜茶
17,梅子清茶
18,梅子紅／綠茶
19,蜜茶
20,蜂蜜紅／綠茶
21,冬瓜檸檬
22,檸檬紅／綠茶
23,檸檬梅子紅／綠茶
24,檸檬汁
25,蜂蜜檸檬
0,綠豆湯(含豆、粉角)
1,綠豆薏仁
2,紅豆湯
3,紅豆薏仁
4,紅豆杏仁
5,薏仁湯
6,紅豆湯圓
7,米糕粥
8,綠豆汁
9,紅豆汁
0,翡翠綠茶
1,嚴選紅茶
2,凍頂烏龍
3,茉綠烏龍
4,雲南普洱
5,文山清茶
6,菊花茶
7,桂花綠茶
8,桂花烏龍
9,桂花清茶
10,油切抹茶
11,冷山青茶
12,梅子紅
13,梅子綠
14,蜂蜜紅
15,蜂蜜綠
16,多多綠茶
17,鮮桔紅
18,鮮桔綠
19,檸檬紅
20,檸檬綠
21,檸檬清茶
22,纖柚紅
23,纖柚紅
24,嚴選奶紅
25,嚴選奶綠
26,嚴選奶清
27,嚴選奶烏
28,嚴選奶普
29,波霸奶茶
30,椰果奶茶
31,阿華田
32,日式抹香奶茶
33,金時珍珠奶茶
34,芋香寒天冰奶
35,布丁奶茶
36,義式鮮奶紅
37,義式鮮奶綠
38,義式鮮奶清
39,義式鮮奶烏
40,義式鮮奶普
41,波霸鮮奶茶
42,抹茶歐蕾
43,宇治金時拿鐵
44,香草歐蕾
45,焦糖歐蕾
46,檸檬多多
47,鮮桔多多
48,纖柚多多
49,原味冬瓜
50,冬瓜紅茶
51,冬瓜綠茶
52,冬瓜清茶
53,冬瓜檸檬
54,冬瓜鮮桔
55,冬瓜鮮奶
56,荷風冰綠
57,洛神花茶
58,洛神梅
59,百香鮮果綠
60,百香椰果綠
61,水果冰茶
62,愛玉戀茶
63,活荔金茶
64,檸檬汁
65,鮮桔汁
66,金桔檸檬
67,纖柚粒
68,檸檬蜜
69,美式咖啡(360cc)
70,拿鐵
71,經典可可
72,香草拿鐵
73,焦糖拿鐵
74,摩卡
75,花生厚片
76,奶酥厚片
77,煉乳厚片
78,蒜香厚片
79,草莓厚片
80,巧克力厚片
81,鍋燒意麵(原味)
82,鍋燒意麵(味噌)
83,鍋燒冬粉(原味)
84,鍋燒冬粉(味噌)
85,鍋燒雞絲麵(原味)
86,鍋燒雞絲麵(味噌)
87,鍋燒讚岐烏龍(原味)
88,鍋燒讚岐烏龍(味噌)
89,沙茶拌麵(乾)
90,麻辣意麵
91,麻辣冬粉
92,麻辣讚岐烏龍
93,泡菜意麵
94,泡菜冬粉
95,泡菜讚岐烏龍
96,麻油赤肉麵線(湯)
0,頂級茉莉綠茶★
1,錫蘭紅茶★
2,皇家伯爵紅茶
3,阿里山冰茶★
4,茶花綠茶★
5,鮮綠茶
6,濃香烏龍
7,靜岡玉露
8,綠茶咖啡
9,烏龍綠茶
10,文山清茶
11,凍頂烏龍茶
12,翠玉煎茶
13,大吉嶺紅茶
14,香片普洱茶
15,東方美人茶
16,日式玄米茶
17,招牌奶茶★
18,熊貓珍珠奶茶★
19,濃醇香珍奶★
20,錫蘭奶茶
21,茉香奶茶
22,皇家伯爵奶茶
23,綠茶咖啡奶
24,沖繩黑糖奶茶
25,布丁奶茶
26,椰果奶茶
27,仙草凍奶茶
28,紅豆奶茶
29,水晶冬瓜茶★
30,冬瓜黑珍珠
31,冬瓜檸檬
32,冬瓜仙草
33,冬瓜奶茶
34,抹茶奶綠★
35,抹茶可可
36,珍珠綠抹茶
37,抹茶冰鑽
38,抹茶紅豆白玉
39,聖塔路黑可可★
